Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price
10/9/14,102.08,14.788,2.70E+11,10677257,2.7429,21.7895,104.86,101.79,104.775,31.1665,45.7528,2.88E+11,0.036,0.8528,102.08
10/10/14,101.23,14.8609,2.68E+11,9988521,2.766,20.7754,102.53,101.23,104.188,25.9046,44.1742,2.85E+11,0.0357,0.853,101.23
10/13/14,99.12,15.3376,2.62E+11,10341254,2.8249,18.258,101.46,99.02,103.446,15.9056,40.5789,2.80E+11,0.0337,0.8564,99.12
10/14/14,97.01,14.4438,2.56E+11,20808276,2.8863,15.7406,100.9,95.34,102.488,10.0733,37.4276,2.74E+11,0.0291,0.8558,97.01
10/15/14,98.21,14.3423,2.59E+11,21905946,2.851,17.1723,98.72,95.1,101.879,31.5006,40.1616,2.77E+11,0.0331,0.8516,98.21
10/16/14,96.78,14.8666,2.55E+11,14575531,2.8932,15.4662,98,96.5,101.172,22.0915,38.1089,2.73E+11,0.0292,0.8504,96.78
10/17/14,98.7,14.7003,2.61E+11,12281405,2.8369,17.7569,99.15,97.31,100.529,51.355,42.2113,2.78E+11,0.0275,0.8518,98.7
10/20/14,99.2,14.6595,2.62E+11,7991982,2.8226,18.3535,99.2,98.32,99.963,57.5791,43.2251,2.80E+11,0.0218,0.8547,99.2
10/21/14,100.36,14.5632,2.65E+11,7288282,2.79,19.7374,100.38,99.34,99.76,70.6484,45.5189,2.83E+11,0.0212,0.8528,100.36
10/22/14,101.22,14.493,2.68E+11,9364649,2.7663,20.7635,101.79,100.52,99.391,78.1385,47.1564,2.85E+11,0.0243,0.8499,101.22
10/23/14,102.63,14.3832,2.72E+11,7570675,2.7282,22.4457,102.98,101.94,99.446,86.568,49.7195,2.89E+11,0.0253,0.8506,102.63
10/24/14,103.13,14.3439,2.73E+11,5973242,2.715,23.0423,103.29,102.2056,99.636,88.8541,50.5985,2.91E+11,0.0252,0.8505,103.13
10/27/14,104.07,14.1603,2.76E+11,7044535,2.6905,24.1638,104.24,103.035,100.131,92.4687,52.2228,2.94E+11,0.0276,0.8496,104.07
10/28/14,104.79,14.1056,2.78E+11,10347753,2.672,25.0228,104.8,103.56,100.909,94.5131,53.436,2.96E+11,0.0271,0.8489,104.79
10/29/14,105.56,14.048,2.80E+11,8188368,2.6525,25.9415,105.56,104.86,101.644,96.1776,54.7084,2.98E+11,0.0288,0.8484,105.56
10/30/14,107.04,13.7857,2.82E+11,9068343,2.6158,27.7072,107.05,104.91,102.67,97.961,57.0423,3.00E+11,0.0304,0.8497,107.04
10/31/14,107.78,13.7328,2.84E+11,10803709,2.5979,28.5901,108.18,107.26,103.578,98.4895,58.1576,3.02E+11,0.03,0.849,107.78
11/3/14,107.46,13.4961,2.83E+11,7084618,2.6056,28.2083,108.12,106.75,104.404,84.3132,57.4899,3.01E+11,0.0302,0.8486,107.46
11/4/14,108.62,13.4153,2.86E+11,9349214,2.5778,29.5923,108.73,107.34,105.23,91.2003,59.2445,3.04E+11,0.0329,0.8474,108.62
11/5/14,108.82,13.4015,2.87E+11,6966795,2.5731,29.8309,109.26,107.95,105.99,92.0976,59.5424,3.05E+11,0.0324,0.847,108.82
11/6/14,109.01,13.3875,2.87E+11,6200277,2.5686,30.0576,109.32,108.55,106.628,93.1002,59.8309,3.05E+11,0.0327,0.8475,109.01
11/7/14,108.2,13.4434,2.85E+11,6652571,2.5878,29.0912,109.03,107.92,107.135,51.3999,58.0067,3.03E+11,0.0287,0.8532,108.2
11/10/14,108.82,13.2001,2.87E+11,7573288,2.5731,29.8309,108.92,107.2,107.61,67.9051,58.9966,3.05E+11,0.0298,0.8531,108.82
11/11/14,108.91,13.194,2.87E+11,6229047,2.5709,29.9383,109.4,108.55,108.022,70.1151,59.1412,3.05E+11,0.0298,0.8531,108.91
11/12/14,108.75,13.2049,2.87E+11,4895939,2.5747,29.7474,109,108.3862,108.341,59.238,58.76,3.04E+11,0.0295,0.8531,108.75
11/13/14,109.07,13.1842,2.88E+11,4859955,2.5672,30.1292,109.49,108.5,108.544,72.1836,59.3027,3.05E+11,0.0299,0.8531,109.07
11/14/14,108.16,13.2462,2.85E+11,5650746,2.5888,29.0435,109.06,108.01,108.582,30.6548,57.0925,3.03E+11,0.0264,0.8561,108.16
11/17/14,108.3,13.0564,2.85E+11,5232983,2.5854,29.2105,108.69,107.61,108.666,38.7825,57.3455,3.03E+11,0.0293,0.864,108.3
11/18/14,108.83,13.0205,2.87E+11,5407151,2.5728,29.8428,109.06,107.72,108.687,63.2451,58.3083,3.05E+11,0.0294,0.8641,108.83
11/19/14,108.76,13.0252,2.87E+11,5217829,2.5745,29.7593,108.81,108.1,108.681,58.6055,58.129,3.04E+11,0.0295,0.8641,108.76
11/20/14,108.18,13.0637,2.85E+11,8090667,2.5883,29.0673,108.57,107.69,108.598,30.6555,56.6365,3.03E+11,0.027,0.8638,108.18
11/21/14,107.86,13.2874,2.84E+11,8417378,2.596,29.5207,108.73,107.62,108.564,21.9802,55.8185,3.02E+11,0.0263,0.8631,107.86
11/24/14,106.88,13.2704,2.81E+11,9097994,2.6198,28.3439,108.23,106.64,108.37,9.5566,53.3761,2.99E+11,0.0269,0.8657,106.88
11/25/14,106.7,13.2831,2.81E+11,7367894,2.6242,28.1277,107.19,106.7,108.149,8.2689,52.936,2.99E+11,0.0267,0.8658,106.7
11/26/14,107.21,13.2472,2.82E+11,5503702,2.6117,28.7402,107.25,106.6,107.995,41.671,54.0466,3.00E+11,0.0272,0.8659,107.21
11/28/14,108.25,13.1775,2.85E+11,5881239,2.5866,29.989,108.82,107.33,107.913,72.4058,56.2256,3.03E+11,0.0295,0.8647,108.25
12/1/14,108.03,13.0862,2.85E+11,5638779,2.5919,29.7248,108.813,107.35,107.9,62.0339,55.6482,3.02E+11,0.0292,0.865,108.03
12/2/14,108.51,13.0532,2.86E+11,6184380,2.5804,30.3012,108.53,107.5,107.921,74.1517,56.6529,3.04E+11,0.029,0.8649,108.51
12/3/14,107.72,13.1076,2.84E+11,8957411,2.5993,29.3526,108.99,107.65,107.81,41.4728,54.5489,3.02E+11,0.027,0.864,107.72
12/4/14,107.56,13.1187,2.83E+11,6813598,2.6032,29.1604,108.3,107.38,107.69,36.5758,54.1277,3.01E+11,0.026,0.8643,107.56
12/5/14,108.51,13.0714,2.86E+11,6449739,2.5804,30.3012,108.74,107.221,107.723,69.0857,56.2047,3.04E+11,0.0274,0.8645,108.51
12/8/14,108.52,12.8468,2.86E+11,6500735,2.5802,30.3132,108.88,108.1405,107.789,69.3339,56.2263,3.04E+11,0.0281,0.8632,108.52
12/9/14,108.05,12.8788,2.85E+11,7214300,2.5914,29.7489,108.47,106.89,107.906,44.2745,54.9106,3.02E+11,0.0272,0.8634,108.05
12/10/14,106.24,13.3267,2.80E+11,9416414,2.6355,27.5754,107.96,106.15,107.86,14.3384,50.2283,2.97E+11,0.0262,0.8652,106.24
12/11/14,106.72,13.2922,2.81E+11,7114640,2.6237,28.1518,107.305,105.36,107.811,32.4949,51.366,2.99E+11,0.026,0.865,106.72
12/12/14,104.43,13.4604,2.75E+11,8334704,2.6812,25.4019,106.87,104.39,107.429,12.9111,46.1586,2.92E+11,0.0244,0.869,104.43
12/15/14,103.96,13.3118,2.73E+11,12110559,2.6933,24.8375,105.06,103.63,107.022,10.8905,45.186,2.91E+11,0.0246,0.8715,103.96
12/16/14,102.76,13.402,2.70E+11,10212440,2.7248,23.3965,105.21,102.5,106.447,6.8093,42.8039,2.88E+11,0.0235,0.8727,102.76
12/17/14,104.07,13.3037,2.74E+11,10207637,2.6905,24.9696,104.49,102.7,106.082,42.2488,46.0178,2.91E+11,0.023,0.8706,104.07
12/18/14,106.81,13.3728,2.81E+11,11756825,2.6215,28.2598,106.82,104.74,106.007,73.6671,51.8695,2.99E+11,0.0254,0.8773,106.81
12/19/14,105.55,13.4639,2.78E+11,19154418,2.6528,26.7468,107.39,105.5,105.711,53.5659,49.3259,2.95E+11,0.0222,0.8761,105.55
12/22/14,106.74,13.1169,2.81E+11,8124539,2.6232,28.1758,106.83,105.67,105.533,66.5113,51.6428,2.99E+11,0.0244,0.8771,106.74
12/23/14,104.28,13.8789,2.74E+11,10181076,2.6851,25.2218,106.91,103.92,105.156,35.6728,47.0431,2.92E+11,0.0196,0.8765,104.28
12/24/14,104.59,13.8549,2.75E+11,3420184,2.6771,25.594,105.33,104.38,104.991,40.8563,47.6509,2.93E+11,0.0202,0.8764,104.59
12/26/14,105.06,13.8169,2.80E+11,2951001,2.6651,26.1584,105.69,104.69,104.825,50.0161,48.5766,2.94E+11,0.0192,0.8774,105.06
12/29/14,105.33,13.539,2.81E+11,4273424,2.6583,26.4826,105.69,104.61,104.915,55.9013,49.1114,2.95E+11,0.0204,0.8796,105.33
12/30/14,105.36,13.5367,2.81E+11,4371735,2.6576,26.5186,105.8,105.06,105.055,56.75,49.1722,2.95E+11,0.0212,0.879,105.36
12/31/14,104.57,13.5962,2.78E+11,6202118,2.6776,25.57,106.11,104.54,105.236,32.2404,47.6233,2.93E+11,0.0214,0.8788,104.57
1/2/15,104.52,13.6384,2.78E+11,5756961,2.6789,25.5099,105.55,104.13,105.281,30.9705,47.5253,2.93E+11,0.0227,0.8858,104.52
1/5/15,103.79,13.2973,2.76E+11,8079279,2.6978,24.6333,104.73,103.682,104.979,16.6278,46.0925,2.91E+11,0.0232,0.881,103.79
1/6/15,103.28,13.3361,2.75E+11,7428022,2.7111,24.0209,104.99,102.94,104.752,11.1948,45.1096,2.89E+11,0.0237,0.8804,103.28
1/7/15,105.56,13.1652,2.81E+11,7931714,2.6525,26.7588,105.83,103.81,104.634,72.1709,50.0368,2.95E+11,0.0258,0.884,105.56
1/8/15,106.39,13.1046,2.83E+11,9925854,2.6318,27.7555,106.49,105.75,104.845,79.7597,51.6706,2.98E+11,0.0242,0.881,106.39
1/9/15,104.94,13.2146,2.79E+11,7364760,2.6682,26.0143,106.5,104.75,104.88,46.5183,48.7875,2.94E+11,0.0222,0.8826,104.94
1/12/15,104.58,13.1708,2.78E+11,6838966,2.6774,25.582,105.82,104.3,104.832,40.2683,48.0982,2.93E+11,0.0218,0.8821,104.58
1/13/15,104.76,13.1573,2.79E+11,10155188,2.6728,25.7981,106.33,104.24,104.775,45.7363,48.4748,2.93E+11,0.0225,0.8818,104.76
1/14/15,104,13.2144,2.77E+11,8887694,2.6923,24.8855,104.43,103.51,104.639,28.9512,46.9859,2.91E+11,0.022,0.8822,104
1/15/15,102.49,13.3302,2.73E+11,10834811,2.732,23.0723,103.93,101.95,104.431,13.8274,44.1959,2.87E+11,0.0211,0.8841,102.49
1/16/15,104.04,13.5352,2.77E+11,14092276,2.6913,24.9336,104.62,102,104.383,52.2415,47.5059,2.91E+11,0.0212,0.8854,104.04
1/20/15,101.29,16.2896,2.69E+11,20467800,2.7643,21.6313,102.05,100.26,104.133,23.8944,42.8419,2.84E+11,0.0177,0.8858,101.29
1/21/15,101.9,16.2216,2.71E+11,11702890,2.7478,22.3638,102.1,100.4,103.995,35.5334,44.1012,2.85E+11,0.018,0.886,101.9
1/22/15,103.76,16.0189,2.76E+11,9036608,2.6985,24.5973,103.83,101.57,103.815,62.0668,47.7335,2.90E+11,0.0189,0.888,103.76
1/23/15,102.2,16.5315,2.72E+11,10125960,2.7397,22.724,102.97,101.9397,103.396,40.8926,45.186,2.86E+11,0.0165,0.8897,102.2
1/26/15,102.26,15.3542,2.72E+11,8962787,2.7381,22.7961,102.45,101.21,103.128,42.0335,45.3022,2.86E+11,0.0148,0.8887,102.26
1/27/15,102.09,15.3724,2.71E+11,10160531,2.7427,22.5919,102.7671,100.93,102.879,38.8468,45.0225,2.86E+11,0.017,0.8854,102.09
1/28/15,101.48,15.4384,2.70E+11,9053222,2.7592,21.8594,102.93,101.44,102.551,27.5889,44.0141,2.84E+11,0.0182,0.8836,101.48
1/29/15,102.38,15.3413,2.72E+11,7569330,2.7349,22.9402,102.46,100.67,102.389,55.8836,45.8648,2.87E+11,0.0171,0.883,102.38
1/30/15,100.14,15.5879,2.66E+11,10676345,2.7961,20.2503,102,100.09,102.154,22.728,42.2674,2.80E+11,0.0148,0.8868,100.14
2/2/15,100.83,14.9754,2.68E+11,8990701,2.777,21.0789,100.85,99.38,101.833,39.3534,43.6752,2.82E+11,0.0131,0.8893,100.83
2/3/15,102.46,14.8012,2.72E+11,10005207,2.7328,23.0363,102.56,101.12,101.95,65.5885,46.8428,2.87E+11,0.0138,0.8906,102.46
2/4/15,101.36,14.9185,2.69E+11,9514074,2.7624,21.7153,102.45,101.02,101.896,45.6142,45.0732,2.84E+11,0.0122,0.8915,101.36
2/5/15,102.46,14.8014,2.72E+11,6642224,2.7328,23.0363,102.56,101.46,101.766,62.6679,47.139,2.87E+11,0.0128,0.8924,102.46
2/6/15,101.1,14.9398,2.69E+11,9215663,2.7695,21.4031,102.45,100.83,101.656,39.6249,44.9755,2.83E+11,0.0088,0.8935,101.1
2/9/15,99.78,14.5825,2.65E+11,9851745,2.8062,19.8181,101.06,99.1,101.408,25.8087,42.9942,2.79E+11,0.0074,0.8943,99.78
2/10/15,100.35,14.5208,2.67E+11,12275450,2.7902,20.5025,100.7,99.425,101.234,39.4775,44.0944,2.81E+11,0.0068,0.8935,100.35
2/11/15,100.38,14.2147,2.67E+11,8177011,2.7894,20.5385,100.79,99.95,101.124,40.3451,44.153,2.81E+11,0.0068,0.8935,100.38
2/12/15,98.44,14.4236,2.61E+11,25835156,2.8444,18.2089,100.54,97.15,100.73,16.8763,41.2561,2.76E+11,0.0013,0.8873,98.44
2/13/15,99.62,14.6744,2.65E+11,11153595,2.8107,19.6259,99.67,98.33,100.678,45.6966,43.5851,2.79E+11,0.0034,0.888,99.62
2/17/15,100.44,14.0731,2.67E+11,8627082,2.7877,20.6106,100.48,99.12,100.639,60.1123,45.1485,2.81E+11,0.0025,0.8877,100.44
2/18/15,99.96,14.1239,2.65E+11,7878157,2.8011,20.0342,100.94,99.38,100.389,48.7493,44.4034,2.80E+11,0.0016,0.8878,99.96
2/19/15,100.7,14.0456,2.68E+11,10028180,2.7805,20.9228,100.84,99.61,100.323,64.3382,45.8292,2.82E+11,0.0033,0.8874,100.7
2/20/15,100.26,14.0963,2.66E+11,10085673,2.7927,21.235,100.366,99.11,100.103,50.6087,45.1175,2.81E+11,0.0001,0.8882,100.26
2/23/15,100.18,13.8152,2.66E+11,6878246,2.795,21.1383,100.77,99.8,100.011,47.8253,44.9861,2.80E+11,-0.0007,0.8959,100.18
2/24/15,100.7,13.8308,2.66E+11,6588073,2.7805,21.7671,101.05,100,100.103,66.0372,46.0428,2.80E+11,-0.0001,0.896,100.7
2/25/15,101.21,13.7778,2.67E+11,9683963,2.7665,22.3838,101.29,100.16,100.189,77.5603,47.0742,2.81E+11,0.001,0.8958,101.21
2/26/15,102.8,13.6159,2.72E+11,11437890,2.7237,24.3064,103.18,101.22,100.431,91.3249,50.1475,2.86E+11,0.005,0.8952,102.8
2/27/15,102.51,13.6465,2.71E+11,8500014,2.7314,23.9557,103.33,102.48,100.838,78.2013,49.6041,2.85E+11,0.0055,0.8963,102.51
3/2/15,103.22,13.2646,2.73E+11,7277612,2.7127,24.8143,103.41,102.7,101.198,85.7313,50.9504,2.87E+11,0.0046,0.8959,103.22
3/3/15,102.34,13.3521,2.70E+11,6419659,2.736,23.7502,103.1,101.81,101.388,52.2046,49.263,2.85E+11,0.0036,0.8965,102.34
3/4/15,101.65,13.4217,2.68E+11,8665474,2.7545,22.9158,102.12,101.17,101.557,35.7579,47.9742,2.83E+11,0.003,0.8969,101.65
3/5/15,102.52,13.3342,2.71E+11,8042336,2.7312,23.9678,103.21,102,101.739,59.7441,49.6909,2.85E+11,0.0048,0.8975,102.52
3/6/15,100.11,13.9205,2.64E+11,9287621,2.7969,21.0536,102.43,99.88,101.724,23.416,45.3981,2.78E+11,0.003,0.9019,100.11
3/9/15,100.66,13.5346,2.66E+11,5701061,2.7816,21.7187,100.92,99.76,101.772,36.6107,46.4895,2.80E+11,0.0024,0.9018,100.66
3/10/15,99.53,13.6534,2.62E+11,8735743,2.8132,20.3523,100.44,99.51,101.655,23.9134,44.595,2.77E+11,0.0031,0.9004,99.53
3/11/15,98.32,13.7834,2.59E+11,9138141,2.8478,18.8892,99.83,98.22,101.366,15.3581,42.6689,2.73E+11,0.001,0.9011,98.32
3/12/15,99.83,14.0307,2.63E+11,8317996,2.8048,20.7151,100.24,98.83,101.069,49.307,45.6967,2.78E+11,0.0011,0.9027,99.83
3/13/15,99.21,14.1003,2.62E+11,7821813,2.8223,19.9654,100.05,98.6393,100.739,39.5396,44.6941,2.76E+11,0.0011,0.9029,99.21
3/16/15,101.06,13.6148,2.67E+11,7726509,2.7706,22.2024,101.07,99.74,100.523,67.9532,48.2021,2.81E+11,0.0014,0.905,101.06
3/17/15,99.89,13.9915,2.63E+11,7301526,2.8031,20.7876,100.52,99.41,100.278,46.9997,46.2815,2.78E+11,-0.0004,0.9059,99.89
3/18/15,101.46,13.8232,2.68E+11,7972458,2.7597,22.6861,101.74,99.13,100.259,67.297,49.097,2.82E+11,0.0005,0.9074,101.46
3/19/15,101.69,13.7994,2.68E+11,6863107,2.7535,22.9642,101.955,100.91,100.176,69.8355,49.4981,2.83E+11,0.0013,0.9067,101.69
3/20/15,102.4,13.7283,2.70E+11,12433761,2.7344,23.8227,102.9,101.76,100.405,77.8109,50.7378,2.85E+11,0.0008,0.9063,102.4
3/23/15,102.98,13.5718,2.72E+11,9015961,2.719,24.5241,103.35,102.23,100.637,83.2406,51.7389,2.86E+11,0.0009,0.9059,102.98
3/24/15,101.96,13.6768,2.69E+11,8390708,2.7462,23.2907,103.23,101.93,100.88,50.5867,49.8942,2.84E+11,-0.0001,0.9067,101.96
3/25/15,100.34,13.8479,2.65E+11,8444099,2.7905,21.3318,102.5,100.34,101.082,26.149,47.1332,2.79E+11,-0.0008,0.9079,100.34
3/26/15,100.14,13.8695,2.64E+11,9972373,2.7961,21.0899,100.81,99.56,101.113,24.0018,46.8024,2.78E+11,-0.0023,0.9065,100.14
3/27/15,100.34,13.8448,2.67E+11,5847382,2.7905,21.3318,100.95,100.15,101.226,32.3361,47.1859,2.79E+11,-0.0034,0.9067,100.34
3/30/15,101.55,13.664,2.70E+11,6061170,2.7573,22.7949,101.86,100.76,101.275,66.0867,49.4654,2.82E+11,-0.005,0.9083,101.55
3/31/15,100.6,13.7639,2.67E+11,8027954,2.7833,21.6462,101.49,100.59,101.346,41.6313,47.7901,2.80E+11,-0.0053,0.9086,100.6
4/1/15,99.15,13.92,2.63E+11,11368126,2.824,19.8928,100.46,98.61,101.115,22.5373,45.3642,2.76E+11,-0.0076,0.9099,99.15
4/2/15,99.64,13.8668,2.65E+11,6097146,2.8101,20.4853,99.99,98.89,100.91,37.1492,46.3168,2.77E+11,-0.0082,0.9094,99.64
4/6/15,99.16,14.2086,2.63E+11,9697623,2.8237,19.9049,99.56,98.04,100.586,29.0871,45.5126,2.76E+11,-0.0074,0.9106,99.16
4/7/15,100.1,14.1058,2.66E+11,7900303,2.7972,21.0415,100.87,99.433,100.298,56.6944,47.3641,2.78E+11,-0.005,0.9098,100.1
4/8/15,100.16,14.0994,2.66E+11,7354110,2.7955,21.1141,100.45,99.6,100.118,58.2505,47.4819,2.79E+11,-0.0054,0.9097,100.16
4/9/15,101.33,13.9741,2.69E+11,8073887,2.7632,22.5289,101.65,100.33,100.217,79.6454,49.7511,2.82E+11,-0.0043,0.9103,101.33
4/10/15,102.06,13.3931,2.71E+11,6786456,2.7435,23.4116,102.14,100.93,100.409,86.2432,51.1144,2.84E+11,-0.003,0.9119,102.06
4/13/15,100.55,13.3807,2.67E+11,10753497,2.7847,21.5857,101.98,100.55,100.43,42.9982,48.3097,2.80E+11,-0.0089,0.9184,100.55
4/14/15,100.52,13.5574,2.67E+11,9322175,2.7855,21.5494,101.46,100.185,100.327,42.3652,48.2553,2.80E+11,-0.0092,0.9183,100.52
4/15/15,100.6,13.549,2.67E+11,8237103,2.7833,21.6462,101.24,100.33,100.327,45.5707,48.4156,2.80E+11,-0.0099,0.9179,100.6
4/16/15,99.79,13.6344,2.65E+11,7324783,2.8059,20.6667,100.3199,99.77,100.391,24.7037,46.894,2.77E+11,-0.0128,0.9152,99.79
4/17/15,99.58,13.6568,2.65E+11,11084248,2.8118,20.4128,99.8515,99.11,100.385,20.9695,46.502,2.77E+11,-0.0152,0.9196,99.58
4/20/15,100.21,13.5803,2.66E+11,6668541,2.7941,21.1746,100.88,100.05,100.49,52.9638,47.8547,2.79E+11,-0.0165,0.9171,100.21
4/21/15,100.3,13.5708,2.67E+11,6532698,2.7916,21.2834,100.99,100.16,100.51,56.7185,48.0488,2.79E+11,-0.016,0.917,100.3
4/22/15,100.43,13.5572,2.67E+11,4764283,2.788,21.4406,100.8,99.96,100.537,63.1005,48.3362,2.79E+11,-0.0165,0.9166,100.43
4/23/15,100.46,13.5541,2.67E+11,7351494,2.9863,21.4769,100.82,99.91,100.45,64.8924,48.4043,2.79E+11,-0.0166,0.917,100.46
4/24/15,101.08,13.4896,2.69E+11,6566915,2.9679,22.2266,101.529,100,100.352,85.9874,49.8192,2.81E+11,-0.0133,0.917,101.08
4/27/15,100.58,13.4591,2.67E+11,9113861,2.9827,21.622,101.6,100.47,100.355,49.7942,48.705,2.80E+11,-0.0147,0.9167,100.58
4/28/15,100.74,13.4425,2.68E+11,7484612,2.978,21.8154,100.9455,99.31,100.377,58.2328,49.082,2.80E+11,-0.0149,0.9167,100.74
4/29/15,100.39,13.479,2.67E+11,8926249,2.9883,21.3922,100.61,99.9,100.356,37.5329,48.279,2.79E+11,-0.0149,0.9167,100.39
4/30/15,99.2,13.6045,2.63E+11,10170628,3.0242,19.9533,100.15,98.77,100.297,13.3432,45.6522,2.76E+11,-0.0143,0.9177,99.2
5/1/15,100.13,13.5346,2.65E+11,6255973,2.9961,21.0778,100.39,99.62,100.352,50.6375,47.9421,2.78E+11,-0.0136,0.9169,100.13
5/4/15,100.35,13.4135,2.66E+11,5532387,2.9895,21.3438,100.55,100.16,100.366,57.1771,48.4734,2.78E+11,-0.011,0.9172,100.35
5/5/15,99.5,13.5027,2.64E+11,8828129,3.0151,20.316,100.29,99.29,100.286,32.344,46.5736,2.76E+11,-0.0105,0.9166,99.5
5/6/15,99.17,13.5378,2.63E+11,8030769,3.0251,19.917,99.87,98.66,100.16,25.8147,45.8518,2.75E+11,-0.0104,0.9165,99.17
5/7/15,99.66,13.4858,2.64E+11,6401552,3.0102,20.5095,100,98.91,100.08,48.8242,47.1108,2.76E+11,-0.0111,0.916,99.66
5/8/15,101.47,13.2981,2.69E+11,7508622,2.9565,22.6982,101.67,100.443,100.119,81.1754,51.4263,2.81E+11,-0.0092,0.9185,101.47
5/11/15,101.03,13.2932,2.68E+11,5698884,2.9694,22.1661,101.66,101.01,100.164,65.9689,50.3923,2.80E+11,-0.01,0.9181,101.03
5/12/15,100.47,13.351,2.66E+11,6903070,2.986,21.489,101.05,100.28,100.137,48.5913,49.0927,2.79E+11,-0.0105,0.9184,100.47
5/13/15,100.55,13.3427,2.66E+11,5826750,2.9836,21.5857,101.13,100.47,100.153,51.3381,49.286,2.79E+11,-0.0103,0.9183,100.55
5/14/15,101.83,13.2115,2.70E+11,5454009,2.9461,23.1335,101.87,100.95,100.416,78.6791,52.2846,2.82E+11,-0.0105,0.9182,101.83
5/15/15,102.3,13.1641,2.71E+11,6023543,2.9326,23.7018,102.32,101.67,100.633,83.7178,53.3328,2.84E+11,-0.0103,0.9178,102.3
5/18/15,103.42,13.2909,2.74E+11,10479584,2.9008,25.0561,104.34,102.32,100.94,91.1737,55.7301,2.87E+11,-0.0088,0.9191,103.42
5/19/15,103.96,13.2372,2.76E+11,7724081,2.8857,25.7091,104.12,103.2549,101.386,93.3695,56.836,2.88E+11,-0.0076,0.9189,103.96
5/20/15,103.6,13.2729,2.75E+11,7146547,2.8958,25.2738,104.48,103.31,101.829,74.7684,55.8734,2.87E+11,-0.0082,0.919,103.6
5/21/15,102.42,13.392,2.72E+11,6875627,2.9291,24.7538,103.3007,102.34,102.105,37.7714,52.8389,2.84E+11,-0.0118,0.9182,102.42
5/22/15,101.35,13.5023,2.69E+11,6216965,2.96,23.4505,102.41,101.33,102.093,22.5765,50.2775,2.81E+11,-0.0148,0.9201,101.35
5/26/15,100.82,13.2831,2.67E+11,7918872,2.9756,22.8049,101.55,100.58,102.072,17.3813,49.0589,2.80E+11,-0.0115,0.9174,100.82
5/27/15,101.13,13.2508,2.68E+11,9297934,2.9665,23.1825,101.41,100.8,102.138,31.2595,49.7951,2.80E+11,-0.0123,0.9164,101.13
5/28/15,101.15,13.2489,2.68E+11,5700051,2.9659,23.2069,101.7,100.81,102.198,32.3591,49.8435,2.80E+11,-0.0121,0.9163,101.15
5/29/15,100.14,13.3548,2.65E+11,9957798,2.9958,21.9766,101.62,99.83,102.029,14.6309,47.4544,2.78E+11,-0.0095,0.914,100.14
6/1/15,100.04,13.1296,2.65E+11,7298085,2.9988,21.8548,100.6,99.72,101.803,13.53,47.2226,2.77E+11,-0.0085,0.9104,100.04
6/2/15,99.98,13.1343,2.65E+11,8312446,3.0006,21.7817,100.24,99.1,101.459,12.6719,47.0798,2.77E+11,-0.0085,0.9104,99.98
6/3/15,100.09,13.1228,2.65E+11,5375153,2.9973,21.9157,100.43,99.84,101.072,25.6412,47.3815,2.78E+11,-0.0086,0.9104,100.09
6/4/15,99.23,13.2142,2.63E+11,8057860,3.0233,20.8682,100.47,99.06,100.635,9.3525,45.2931,2.75E+11,-0.0083,0.9103,99.23
6/5/15,98.59,13.2833,2.61E+11,7557268,3.0429,20.0886,99.05,98.2,100.252,5.4721,43.8067,2.73E+11,-0.011,0.9131,98.59
6/8/15,97.96,13.5951,2.59E+11,7054613,3.0625,19.3213,98.98,97.96,99.913,3.3933,42.3901,2.72E+11,-0.0111,0.9147,97.96
6/9/15,98.21,13.5619,2.60E+11,7844315,3.0547,19.6258,98.54,97.8,99.652,21.2099,43.1448,2.72E+11,-0.0106,0.9147,98.21
6/10/15,98.88,13.4881,2.62E+11,10025139,3.034,20.4419,99.55,98.2,99.427,54.7544,45.1376,2.74E+11,-0.0113,0.9136,98.88
6/11/15,99.24,13.4489,2.63E+11,6175188,3.023,20.8804,99.8,98.83,99.236,66.3135,46.1859,2.75E+11,-0.0116,0.9147,99.24
6/12/15,98.35,13.5464,2.60E+11,8717217,3.0503,19.7963,99.229,98.12,99.057,34.0526,44.0339,2.73E+11,-0.0114,0.9144,98.35
6/15/15,97.49,13.6363,2.58E+11,6833452,3.0772,18.7488,97.87,97.01,98.802,19.9706,42.0743,2.70E+11,-0.014,0.915,97.49
6/16/15,98.36,13.5434,2.60E+11,6049522,3.05,19.8085,98.49,97.1,98.64,50.8273,44.652,2.73E+11,-0.0133,0.9156,98.36
6/17/15,98.73,13.5026,2.61E+11,6155753,3.0386,20.2592,99.1199,98.15,98.504,60.5345,45.7148,2.74E+11,-0.0128,0.9157,98.73
6/18/15,100.36,13.3268,2.66E+11,8815756,2.9892,22.2446,100.55,98.71,98.617,82.8746,50.0831,2.78E+11,-0.0118,0.9173,100.36
6/19/15,99.86,13.3801,2.65E+11,11653584,3.0042,21.6356,100.2,99.78,98.744,65.7495,48.8361,2.77E+11,-0.0106,0.9154,99.86
6/22/15,100.09,13.4496,2.65E+11,5055871,2.9973,21.9157,100.84,99.99,98.957,70.0236,49.4352,2.78E+11,-0.0173,0.9211,100.09
