40683.00,94.55,94.65,93.13,93.56,3486900.00,82.45,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding
41261.00,93.13,94.00,93.00,93.85,2800000.00,86.11,2799990.00,66774724350.00,9758896.00,2.19,3.68,0.03,0.01
41262.00,93.92,93.98,92.97,93.02,3254800.00,85.35,3254766.00,66200421620.00,9758896.00,2.17,3.65,0.03,0.01
41263.00,93.35,94.14,93.21,94.13,3289800.00,86.37,3290140.00,66968465030.00,9758896.00,2.20,3.69,0.03,0.01
41264.00,92.78,93.66,91.94,93.10,5975500.00,85.43,5979526.00,66255776100.00,9758896.00,2.18,3.65,0.03,0.01
41267.00,92.70,93.72,92.69,93.19,953400.00,85.51,953351.00,66318049890.00,9758896.00,2.18,3.65,0.03,0.01
41269.00,93.35,93.73,92.75,93.07,1542900.00,85.40,1542847.00,66235018170.00,10805124.00,2.18,3.65,0.03,0.02
41270.00,93.11,93.17,91.67,92.64,2360900.00,85.00,2360928.00,65937487840.00,10805124.00,2.17,3.63,0.03,0.02
41271.00,91.98,92.80,91.61,91.78,1877300.00,84.21,1877269.00,65342427180.00,10805124.00,2.15,3.60,0.03,0.02
41274.00,91.55,92.92,91.40,92.85,2580600.00,85.20,2581287.00,66082793350.00,10805124.00,2.17,3.64,0.03,0.02
41276.00,94.19,94.79,93.96,94.78,3206700.00,86.97,3206696.00,67418220180.00,10805124.00,2.22,3.72,0.02,0.02
41277.00,94.34,94.93,94.13,94.67,2704600.00,86.87,2704535.00,67342107770.00,10805124.00,2.21,3.71,0.02,0.02
41278.00,94.79,95.48,94.54,95.37,2704900.00,87.51,2704977.00,67826459470.00,10805124.00,2.23,3.74,0.02,0.02
41281.00,95.02,95.73,94.76,95.49,2745800.00,87.62,2745801.00,67909491190.00,10805124.00,2.23,3.74,0.02,0.02
41282.00,95.17,95.75,95.10,95.50,2655500.00,87.63,2656862.00,67916410500.00,10805124.00,2.23,3.75,0.02,0.02
41283.00,95.87,96.74,95.71,96.41,2359700.00,88.46,2359647.00,68546067710.00,10805124.00,2.25,3.78,0.02,0.02
41284.00,96.71,96.99,96.33,96.89,2600600.00,88.90,2600506.00,68878194590.00,10364060.00,2.26,3.80,0.02,0.01
41285.00,95.84,96.66,95.21,96.28,2923900.00,88.34,2923882.00,68456116680.00,10364060.00,2.25,3.78,0.02,0.01
41288.00,96.40,97.39,96.10,97.08,2592500.00,89.08,2592415.00,69009661480.00,10364060.00,2.27,3.81,0.02,0.01
41289.00,96.83,97.40,96.57,97.29,2106400.00,89.27,2106367.00,69154966990.00,10364060.00,2.27,3.82,0.02,0.01
41290.00,97.00,97.70,96.92,97.60,2092300.00,89.55,2092207.00,69369465600.00,10364060.00,2.28,3.83,0.02,0.01
41291.00,97.79,98.50,97.51,98.08,2803900.00,89.99,2804355.00,69701592480.00,10364060.00,2.29,3.85,0.02,0.01
41292.00,98.42,98.80,98.04,98.74,3187900.00,90.60,3190870.00,70158266940.00,10364060.00,2.31,3.87,0.02,0.01
41296.00,98.39,99.33,98.10,99.33,3215200.00,91.14,3215623.00,70566506230.00,10364060.00,2.32,3.90,0.02,0.01
41297.00,98.97,99.70,98.81,99.49,3579300.00,91.29,3579479.00,70677215190.00,10364060.00,2.33,3.90,0.02,0.01
41298.00,99.38,99.82,98.80,99.67,3816300.00,91.45,3818233.00,70434762770.00,10364060.00,2.31,3.80,0.02,0.01
41299.00,99.79,100.87,99.58,100.59,4237800.00,92.30,4237981.00,70584584280.00,10171052.00,2.31,3.83,0.02,0.01
41302.00,100.98,100.98,100.27,100.65,2964900.00,92.35,2964918.00,70625809800.00,10171052.00,2.31,3.83,0.02,0.01
41303.00,100.33,101.87,100.06,101.81,3530700.00,93.42,3530854.00,71422836520.00,10171052.00,2.34,3.88,0.02,0.01
41304.00,101.80,101.95,100.69,100.80,2822800.00,92.49,2824376.00,70728873600.00,10171052.00,2.32,3.84,0.02,0.01
41305.00,100.69,100.95,100.07,100.55,3763100.00,92.26,3765334.00,70557100600.00,10171052.00,2.31,3.83,0.02,0.01
41306.00,101.44,101.99,101.16,101.56,3853600.00,93.19,3854478.00,71251063520.00,10171052.00,2.33,3.87,0.02,0.01
41309.00,100.77,101.21,100.58,100.77,1987600.00,92.46,1987578.00,70708260840.00,10171052.00,2.32,3.84,0.02,0.01
41310.00,101.31,101.92,101.25,101.49,2833100.00,93.12,2833033.00,71202967080.00,10171052.00,2.33,3.87,0.03,0.01
41311.00,101.13,102.99,101.08,102.69,3510600.00,94.22,3510520.00,72027477480.00,10171052.00,2.36,3.91,0.02,0.01
41312.00,102.65,102.74,101.46,102.22,2277600.00,93.79,2277503.00,71704544240.00,10171052.00,2.35,3.89,0.02,0.01
41313.00,102.34,103.33,102.04,102.66,1937800.00,94.20,1937721.00,72006864720.00,10171052.00,2.36,3.91,0.02,0.01
41316.00,102.39,102.88,102.04,102.62,1715500.00,94.16,1715444.00,71979381040.00,9961687.00,2.36,3.91,0.02,0.01
41317.00,102.66,103.59,102.63,103.46,1928000.00,94.93,1928030.00,72556538320.00,9961687.00,2.38,3.94,0.02,0.01
41318.00,103.03,103.39,102.58,102.86,1699900.00,94.96,1699804.00,72144283120.00,9961687.00,2.36,3.92,0.02,0.01
41319.00,102.43,103.14,102.22,102.78,2217500.00,94.89,2217419.00,72923172200.00,9961687.00,2.37,4.02,0.02,0.01
41320.00,103.06,103.38,102.62,103.23,2326200.00,95.30,2326159.00,73233667700.00,9961687.00,2.38,4.04,0.02,0.01
41324.00,103.42,104.39,103.32,104.18,2988500.00,96.18,2988637.00,73889158200.00,9961687.00,2.40,4.07,0.02,0.01
41325.00,104.18,104.40,103.15,103.15,2995400.00,95.23,2997192.00,73178468500.00,9961687.00,2.38,4.03,0.02,0.01
41326.00,102.88,103.14,102.39,102.72,2758000.00,94.83,2758728.00,72881772800.00,9961687.00,2.37,4.02,0.02,0.01
41327.00,102.99,103.70,102.82,103.54,2158100.00,95.59,2158013.00,73447564600.00,9961687.00,2.39,4.05,0.02,0.01
41330.00,103.91,104.04,101.75,101.75,3021900.00,93.94,3023532.00,72212482500.00,9961687.00,2.35,3.98,0.02,0.01
41331.00,102.11,102.66,101.91,102.31,2471900.00,94.46,2472815.00,72598876900.00,9961687.00,2.36,4.00,0.02,0.01
41332.00,102.10,103.93,101.95,103.57,2353700.00,95.62,2353996.00,73468264300.00,9528237.00,2.39,4.05,0.02,0.01
41333.00,103.60,104.56,103.14,104.00,2870100.00,96.02,2871517.00,73764960000.00,9528237.00,2.40,4.07,0.02,0.01
41334.00,103.39,103.94,102.72,103.77,2660400.00,95.80,2660845.00,73606262300.00,9528237.00,2.39,4.06,0.02,0.01
41337.00,103.51,103.51,102.59,103.28,2566300.00,95.35,2566248.00,73268167200.00,9528237.00,2.38,4.04,0.02,0.01
41338.00,103.76,104.81,103.65,104.45,2632200.00,96.43,2632138.00,74075455500.00,9528237.00,2.41,4.08,0.02,0.01
41339.00,104.73,105.42,104.47,104.66,3470300.00,96.63,3470336.00,74220353400.00,9528237.00,2.41,4.09,0.02,0.01
41340.00,104.80,105.15,104.49,104.54,1875200.00,96.51,1878552.00,74137554600.00,9528237.00,2.41,4.09,0.02,0.01
41341.00,105.00,105.81,104.82,105.71,2357200.00,97.59,2358400.00,74944842900.00,9528237.00,2.44,4.13,0.02,0.01
41344.00,105.33,105.96,105.33,105.81,1720600.00,97.69,1721231.00,75013841900.00,9766919.00,2.44,4.14,0.02,0.01
41345.00,105.82,105.98,104.96,105.13,2226800.00,97.06,2226779.00,74544648700.00,9766919.00,2.43,4.11,0.02,0.01
41346.00,105.13,105.57,104.88,105.09,2059600.00,97.02,2059778.00,74517049100.00,9766919.00,2.42,4.11,0.02,0.01
41347.00,105.33,106.02,105.26,106.02,2203400.00,97.88,2207208.00,75158739800.00,9766919.00,2.45,4.14,0.02,0.01
41348.00,105.90,106.88,105.85,106.40,5148400.00,98.23,5149751.00,75420936000.00,9766919.00,2.46,4.16,0.02,0.01
41351.00,105.23,105.96,105.22,105.41,1811400.00,97.32,1811381.00,74737845900.00,9766919.00,2.43,4.12,0.02,0.01
41352.00,105.83,105.98,104.64,105.18,3211400.00,97.11,3212836.00,74579148200.00,9766919.00,2.43,4.11,0.02,0.01
41353.00,105.91,106.17,105.38,105.66,1799500.00,97.55,1799845.00,74910343400.00,9766919.00,2.44,4.13,0.02,0.01
41354.00,105.39,105.46,104.72,104.94,1937300.00,96.88,1937925.00,74413550600.00,9766919.00,2.42,4.10,0.02,0.01
41355.00,105.10,106.49,105.10,106.42,2409800.00,98.25,2409704.00,75434735800.00,9766919.00,2.46,4.16,0.02,0.01
41358.00,106.53,106.80,104.68,105.17,3739200.00,97.10,3739146.00,74572248300.00,9766919.00,2.43,4.11,0.02,0.01
41359.00,105.41,106.22,105.41,106.07,1893500.00,97.93,1893455.00,75193239300.00,11356593.00,2.45,4.15,0.02,0.02
41360.00,105.35,105.50,104.97,105.29,2129500.00,97.21,2129667.00,74655047100.00,11356593.00,2.43,4.12,0.02,0.02
41361.00,105.67,106.34,105.28,106.31,2276700.00,98.15,2276617.00,75441120840.00,11356593.00,2.46,4.16,0.02,0.02
41365.00,106.00,106.17,105.42,105.65,1684300.00,97.54,1685379.00,74985216600.00,11356593.00,2.44,4.13,0.02,0.02
41366.00,105.80,106.80,105.79,106.52,2097500.00,98.34,2097792.00,75586181280.00,11356593.00,2.46,4.16,0.02,0.02
41367.00,106.60,106.97,105.43,105.68,3278900.00,97.57,3278809.00,75005939520.00,11356593.00,2.44,4.13,0.02,0.02
41368.00,105.82,106.22,105.30,105.82,1771200.00,97.70,1771217.00,75102646480.00,11356593.00,2.44,4.14,0.02,0.02
41369.00,104.45,105.88,104.35,105.78,2477800.00,97.66,2477762.00,75075015920.00,11356593.00,2.44,4.14,0.02,0.02
41372.00,105.86,106.42,105.10,105.75,1947700.00,97.63,1947664.00,75054293000.00,11356593.00,2.44,4.13,0.02,0.02
41373.00,106.00,106.69,105.39,105.95,2370600.00,97.82,2370519.00,75192445800.00,9930315.00,2.45,4.14,0.02,0.01
41374.00,106.09,107.93,106.03,107.69,3262400.00,99.42,3262930.00,76394375160.00,9930315.00,2.49,4.21,0.02,0.01
41375.00,107.86,108.72,107.86,108.25,2137800.00,99.94,2138177.00,76781203000.00,9930315.00,2.50,4.23,0.02,0.01
41376.00,107.89,108.27,107.31,107.68,2111400.00,99.41,2111387.00,76387467520.00,9930315.00,2.49,4.21,0.02,0.01
41379.00,107.15,107.91,105.74,105.76,3677400.00,97.64,3677319.00,75061200640.00,9930315.00,2.44,4.13,0.02,0.01
41380.00,106.69,106.85,105.70,106.15,2636800.00,98.00,2636835.00,75330598600.00,9930315.00,2.45,4.15,0.02,0.01
41381.00,105.47,105.80,104.93,105.48,3155300.00,97.38,3155340.00,74867786720.00,9930315.00,2.44,4.12,0.02,0.01
41382.00,105.84,105.97,104.28,104.98,3144700.00,96.92,3145693.00,74522404720.00,9930315.00,2.42,4.10,0.02,0.01
41383.00,105.31,105.88,104.82,105.71,3323000.00,97.59,3323701.00,75026662440.00,9930315.00,2.44,4.13,0.02,0.01
41386.00,105.71,106.10,105.14,105.80,2646800.00,97.68,2646729.00,75088831200.00,9930315.00,2.44,4.14,0.02,0.01
41387.00,106.24,107.51,105.86,107.39,3209800.00,99.15,3209853.00,76187145960.00,9930315.00,2.48,4.20,0.02,0.01
41388.00,107.61,108.15,107.24,107.87,3238200.00,99.59,3238213.00,76518712680.00,11459390.00,2.49,4.22,0.02,0.02
41389.00,104.46,105.64,103.50,104.88,9027000.00,96.83,9027591.00,74007328320.00,11459390.00,2.41,3.91,0.02,0.02
41390.00,104.97,105.18,103.46,103.79,3359400.00,95.82,3359384.00,73195339050.00,11459390.00,2.38,3.87,0.02,0.02
41393.00,103.91,104.20,102.89,103.83,2903700.00,95.86,2904308.00,73222946850.00,11459390.00,2.38,3.87,0.02,0.02
41394.00,103.98,104.74,102.97,104.71,3768800.00,96.67,3769701.00,73830318450.00,11459390.00,2.40,3.90,0.02,0.02
41395.00,104.78,105.12,104.42,104.55,3258900.00,96.52,3258868.00,73719887250.00,11459390.00,2.40,3.89,0.02,0.02
41396.00,105.04,106.38,104.91,106.04,3119500.00,97.90,3120040.00,75194277800.00,11459390.00,2.44,4.05,0.02,0.02
41397.00,106.96,108.60,106.85,107.83,3013100.00,99.55,3013051.00,76429726850.00,11459390.00,2.48,4.12,0.02,0.02
41400.00,107.63,107.99,107.45,107.84,2174400.00,99.56,2174314.00,76436628800.00,11459390.00,2.48,4.12,0.02,0.02
41401.00,107.61,108.37,107.55,108.01,2235200.00,99.72,2235501.00,76553961950.00,11459390.00,2.48,4.12,0.02,0.02
41402.00,108.03,108.29,107.77,108.20,2654400.00,99.89,2654353.00,76685099000.00,11459390.00,2.48,4.13,0.02,0.02
41403.00,108.11,110.51,108.11,109.92,4487000.00,101.48,4486923.00,77872234400.00,12398299.00,2.52,4.20,0.02,0.02
41404.00,110.08,110.64,109.75,110.48,2993300.00,102.00,2993677.00,78258743600.00,12398299.00,2.54,4.22,0.02,0.02
41407.00,109.99,110.72,109.71,110.50,2044400.00,102.02,2045528.00,78272547500.00,12398299.00,2.54,4.22,0.02,0.02
41408.00,110.32,110.79,110.27,110.59,2481000.00,102.10,2482692.00,78334665050.00,12398299.00,2.54,4.22,0.02,0.02
41409.00,110.40,111.71,110.29,111.50,2912600.00,102.94,2912537.00,78962742500.00,12398299.00,2.56,4.26,0.02,0.02
41410.00,111.21,111.70,110.95,111.07,2685900.00,102.54,2686408.00,78665958650.00,12398299.00,2.55,4.24,0.02,0.02
41411.00,111.16,111.78,110.94,111.39,4060400.00,102.84,4060681.00,78886821050.00,12398299.00,2.56,4.25,0.02,0.02
41414.00,111.13,112.06,110.96,111.72,2457300.00,103.14,2457246.00,79114585400.00,12398299.00,2.57,4.26,0.02,0.02
41415.00,112.11,112.34,111.52,112.01,2473300.00,103.41,2474001.00,79314741950.00,12398299.00,2.57,4.28,0.02,0.02
41416.00,111.59,112.29,110.57,110.79,3833200.00,102.87,3833486.00,78472704050.00,12398299.00,2.54,4.23,0.02,0.02
41417.00,110.06,110.70,109.58,110.41,2568400.00,102.51,2568315.00,78210429950.00,12398299.00,2.54,4.21,0.02,0.02
41418.00,109.86,110.49,109.49,110.27,2228400.00,102.38,2228321.00,78113802650.00,12576717.00,2.53,4.21,0.02,0.02
41422.00,111.15,112.38,111.04,111.59,2722000.00,103.61,2721946.00,79024860050.00,12576717.00,2.56,4.26,0.02,0.02
41423.00,111.04,111.36,110.48,111.13,2113600.00,103.18,2113583.00,78707370350.00,12576717.00,2.55,4.24,0.02,0.02
41424.00,111.34,112.00,111.01,111.42,2599200.00,103.45,2599268.00,78907526900.00,12576717.00,2.56,4.25,0.02,0.02
41425.00,110.79,112.21,110.27,110.27,3207700.00,102.38,3209475.00,78113802650.00,12576717.00,2.53,4.21,0.02,0.02
41428.00,110.70,110.95,109.69,110.61,2647100.00,102.70,2647852.00,78348468950.00,12576717.00,2.54,4.22,0.02,0.02
41429.00,110.65,111.20,109.53,110.02,2508500.00,102.15,2508594.00,77941253900.00,12576717.00,2.53,4.20,0.02,0.02
41430.00,109.80,109.89,108.39,108.59,2690400.00,100.82,2690309.00,76954275050.00,12576717.00,2.49,4.14,0.02,0.02
41431.00,108.46,108.78,107.64,108.67,2680800.00,100.90,2681195.00,77009490650.00,12576717.00,2.50,4.15,0.02,0.02
41432.00,109.38,111.12,108.97,111.11,3374900.00,103.16,3376913.00,78693566450.00,12576717.00,2.55,4.24,0.02,0.02
41435.00,111.41,111.45,110.54,110.81,2224100.00,102.89,2224123.00,78486507950.00,12576717.00,2.54,4.23,0.02,0.02
41436.00,109.90,111.08,109.51,110.22,1752100.00,102.34,1752156.00,78079292900.00,11450824.00,2.53,4.21,0.02,0.02
41437.00,110.99,111.06,108.95,109.03,2400700.00,101.23,2400667.00,77257960850.00,11450824.00,2.50,4.16,0.02,0.02
41438.00,108.95,111.44,108.58,111.20,2604200.00,103.25,2604119.00,78755684000.00,11450824.00,2.55,4.24,0.02,0.02
41439.00,111.30,112.07,110.75,111.03,2016800.00,103.09,2016784.00,78638350850.00,11450824.00,2.55,4.24,0.02,0.02
41442.00,111.85,112.87,111.64,111.91,2617800.00,103.91,2617737.00,79245722450.00,11450824.00,2.57,4.27,0.02,0.02
41443.00,112.07,113.23,111.90,112.97,1695300.00,104.89,1695374.00,79977329150.00,11450824.00,2.59,4.31,0.02,0.02
41444.00,112.96,113.25,111.53,111.57,1971700.00,103.59,1972177.00,79011056150.00,11450824.00,2.56,4.26,0.02,0.02
41445.00,110.71,110.76,108.52,108.78,2975600.00,101.00,2975586.00,77085412100.00,11450824.00,2.50,4.15,0.02,0.02
41446.00,109.50,110.06,108.74,109.59,4674400.00,101.75,4674703.00,77644470050.00,11450824.00,2.52,4.18,0.02,0.02
41449.00,108.78,108.78,107.15,107.50,3602500.00,99.81,3602590.00,76201962500.00,11450824.00,2.47,4.10,0.02,0.02
41450.00,108.20,108.75,107.54,108.24,2676700.00,100.50,2677161.00,76712706800.00,11969103.00,2.49,4.13,0.02,0.02
41451.00,109.07,109.98,108.73,109.68,2524400.00,101.84,2525705.00,77706587600.00,11969103.00,2.52,4.19,0.02,0.02
41452.00,110.54,110.90,109.97,110.24,2229600.00,102.36,2232561.00,78093096800.00,11969103.00,2.53,4.21,0.02,0.02
41453.00,109.86,110.47,109.14,109.35,3428500.00,101.53,3429861.00,77478823250.00,11969103.00,2.51,4.17,0.02,0.02
41456.00,108.37,110.36,108.36,109.31,2668800.00,101.49,2668810.00,77451215450.00,11969103.00,2.51,4.17,0.02,0.02
41457.00,109.05,109.75,108.33,108.73,3008800.00,100.95,3008715.00,77050902350.00,11969103.00,2.50,4.15,0.02,0.02
41458.00,108.28,109.90,108.21,109.45,1358800.00,101.62,1364138.00,77547842750.00,11969103.00,2.51,4.18,0.02,0.02
41460.00,110.37,111.56,109.87,111.54,2064500.00,103.56,2064442.00,78990350300.00,11969103.00,2.56,4.26,0.02,0.02
41463.00,112.00,112.78,111.90,112.13,2571600.00,104.11,2572605.00,79397565350.00,11969103.00,2.58,4.28,0.02,0.02
41464.00,113.09,113.52,112.79,113.35,2196200.00,105.24,2196198.00,80239603250.00,11969103.00,2.60,4.33,0.02,0.02
41465.00,113.38,113.88,112.91,113.43,2307500.00,105.32,2306274.00,80294818850.00,12100870.00,2.61,4.33,0.02,0.02
41466.00,114.36,114.75,114.17,114.53,2387500.00,106.34,2387481.00,81054033350.00,12100870.00,2.63,4.37,0.02,0.02
41467.00,114.57,115.24,114.27,115.14,2291700.00,106.91,2291971.00,81475052300.00,12100870.00,2.64,4.39,0.02,0.02
41470.00,115.14,115.49,114.75,114.85,2064400.00,106.64,2064596.00,81274895750.00,12100870.00,2.64,4.38,0.02,0.02
41471.00,114.99,115.44,114.06,114.34,2458400.00,106.16,2458369.00,80922896300.00,12100870.00,2.63,4.36,0.02,0.02
41472.00,114.97,115.27,114.31,114.64,2096600.00,106.44,2096714.00,81129954800.00,12100870.00,2.63,4.38,0.02,0.02
41473.00,114.61,115.75,114.57,115.48,2945800.00,107.22,2945741.00,81709718600.00,12100870.00,2.65,4.41,0.02,0.02
41474.00,115.34,116.47,115.34,116.19,3093900.00,107.88,3093840.00,82199757050.00,12100870.00,2.67,4.44,0.02,0.02
41477.00,116.00,116.82,115.66,116.28,2823500.00,107.97,2823478.00,82261874600.00,12100870.00,2.67,4.44,0.02,0.02
41478.00,116.44,117.30,116.01,116.75,2254400.00,108.40,2254488.00,82586266250.00,12100870.00,2.68,4.46,0.02,0.02
41479.00,117.07,117.09,116.06,116.33,1808800.00,108.01,1809468.00,82296384350.00,12528406.00,2.67,4.44,0.02,0.02
41480.00,115.30,116.90,114.84,116.55,3346700.00,108.22,3346643.00,82136227250.00,12528406.00,2.66,4.35,0.02,0.02
41481.00,116.17,116.93,115.34,116.91,2332200.00,108.55,2332171.00,81598243880.00,12528406.00,2.64,4.36,0.02,0.02
41484.00,116.41,116.81,116.06,116.61,1460400.00,108.27,1460394.00,81393203480.00,12528406.00,2.63,4.35,0.02,0.02
41485.00,116.90,117.12,116.33,116.84,2285200.00,108.48,2285234.00,81550401120.00,12528406.00,2.64,4.36,0.02,0.02
41486.00,117.13,118.60,117.01,117.43,2694000.00,109.03,2693963.00,81953647240.00,12528406.00,2.65,4.38,0.02,0.02
41487.00,118.38,119.26,118.27,118.41,2997000.00,109.94,2996921.00,83066445880.00,12528406.00,2.67,4.53,0.02,0.02
41488.00,117.98,118.35,117.47,118.26,1899300.00,109.80,1902568.00,82963925680.00,12528406.00,2.67,4.52,0.02,0.02
41491.00,118.17,118.25,117.81,117.92,1351800.00,109.49,1351794.00,82731546560.00,12528406.00,2.66,4.51,0.02,0.02
41492.00,117.82,117.95,117.14,117.50,1841100.00,109.10,1841126.00,82444490000.00,12528406.00,2.65,4.49,0.02,0.02
41493.00,117.30,117.95,117.04,117.83,1934000.00,109.40,1934049.00,82670034440.00,12528406.00,2.66,4.51,0.02,0.02
41494.00,118.27,119.00,117.64,118.68,2380600.00,110.19,2380613.00,83250982240.00,12528406.00,2.68,4.54,0.02,0.02
41495.00,118.73,119.20,117.70,118.31,2460100.00,109.85,2460101.00,82998099080.00,12821473.00,2.67,4.52,0.02,0.02
41498.00,118.00,118.76,117.72,118.38,1647400.00,109.91,1647357.00,83045941840.00,12821473.00,2.67,4.53,0.02,0.02
41499.00,118.52,119.18,117.19,118.67,2023300.00,110.18,2023882.00,83244147560.00,12821473.00,2.68,4.54,0.02,0.02
41500.00,118.90,118.91,117.57,117.62,2021400.00,109.21,2021385.00,82526506160.00,12821473.00,2.66,4.50,0.02,0.02
41501.00,116.92,116.92,115.64,115.85,1994900.00,107.57,1994897.00,81316767800.00,12821473.00,2.62,4.43,0.02,0.02
41502.00,115.68,116.21,115.64,115.90,2332800.00,107.61,2332915.00,81350941200.00,12821473.00,2.62,4.43,0.02,0.02
41505.00,115.83,115.96,115.47,115.61,1829300.00,107.34,1830929.00,81152735480.00,12821473.00,2.61,4.42,0.02,0.02
41506.00,115.52,115.89,115.19,115.42,2153600.00,107.17,2153925.00,81022876560.00,12821473.00,2.61,4.41,0.02,0.02
41507.00,114.79,114.84,113.34,113.42,2293700.00,105.89,2293686.00,79655940560.00,12821473.00,2.56,4.34,0.02,0.02
41508.00,113.61,114.89,113.34,114.67,2002000.00,107.06,2002010.00,80510275560.00,12821473.00,2.59,4.38,0.02,0.02
41509.00,114.76,115.00,113.59,114.40,1953300.00,106.81,1953688.00,80325739200.00,12821473.00,2.58,4.37,0.02,0.02
41512.00,114.38,115.17,114.04,114.33,1815700.00,106.74,1816978.00,80277896440.00,12277043.00,2.58,4.37,0.02,0.02
41513.00,113.41,113.82,112.67,112.73,1907500.00,105.25,1916148.00,79184347640.00,12277043.00,2.55,4.31,0.02,0.02
41514.00,112.51,113.42,112.36,113.00,1545800.00,105.50,1545807.00,79368884000.00,12277043.00,2.55,4.32,0.02,0.02
41515.00,112.87,113.83,112.58,113.32,1457200.00,105.80,1457228.00,79587593760.00,12277043.00,2.56,4.33,0.02,0.02
41516.00,113.61,113.74,112.85,113.58,2205600.00,106.04,2205589.00,79765295440.00,12277043.00,2.56,4.34,0.02,0.02
41520.00,114.57,114.92,112.85,113.22,2168100.00,105.71,2168174.00,79519246960.00,12277043.00,2.56,4.33,0.02,0.02
41521.00,113.08,114.86,113.08,114.55,2312200.00,106.95,2313043.00,80428259400.00,12277043.00,2.59,4.38,0.02,0.02
41522.00,114.35,115.12,114.03,114.87,1947900.00,107.25,1954308.00,80646969160.00,12277043.00,2.59,4.39,0.02,0.02
41523.00,115.09,115.82,113.89,115.04,1965600.00,107.40,1965563.00,80763158720.00,12277043.00,2.60,4.40,0.02,0.02
41526.00,115.63,117.14,115.51,116.74,1976800.00,108.99,1976769.00,81925054320.00,12277043.00,2.64,4.46,0.02,0.02
41527.00,117.31,117.87,117.07,117.59,2572800.00,109.79,2572759.00,82506002120.00,12277043.00,2.66,4.50,0.02,0.02
41528.00,117.63,118.71,117.59,118.71,1889000.00,110.83,1890470.00,83271486280.00,11275296.00,2.68,4.54,0.02,0.02
41529.00,118.80,118.91,118.00,118.20,2399700.00,110.35,2399833.00,82922917600.00,11275296.00,2.67,4.52,0.02,0.02
41530.00,118.49,118.85,118.32,118.60,1973300.00,110.73,1973296.00,83196304800.00,11275296.00,2.68,4.53,0.02,0.02
41533.00,119.79,120.00,119.06,119.23,2756300.00,111.32,2758726.00,83626889640.00,11275296.00,2.69,4.56,0.02,0.02
41534.00,119.07,120.19,118.65,119.93,2436000.00,111.97,2436138.00,84105317240.00,11275296.00,2.71,4.59,0.02,0.02
41535.00,120.25,121.51,119.87,121.29,3307700.00,113.24,3307746.00,85034833720.00,11275296.00,2.74,4.64,0.02,0.02
41536.00,121.15,122.27,121.15,121.57,2912400.00,113.50,2912330.00,85226204760.00,11275296.00,2.74,4.65,0.02,0.02
41537.00,121.50,121.93,120.01,120.01,6999000.00,112.04,7008259.00,84159994680.00,11275296.00,2.71,4.59,0.02,0.02
41540.00,120.43,121.47,120.37,121.11,3468500.00,113.07,3468547.00,84911809480.00,11275296.00,2.73,4.63,0.02,0.02
41541.00,121.24,121.87,120.69,120.80,3585100.00,112.78,3585129.00,84699934400.00,11133551.00,2.73,4.62,0.02,0.02
41542.00,120.89,121.21,120.17,120.20,2173400.00,112.22,2173719.00,84289853600.00,11133551.00,2.71,4.60,0.02,0.02
41543.00,120.60,121.00,119.92,120.66,2240900.00,112.65,2240949.00,84604248880.00,11133551.00,2.72,4.61,0.02,0.02
41544.00,119.97,120.30,119.26,120.22,2028100.00,112.24,2028123.00,84303522960.00,11133551.00,2.71,4.60,0.02,0.02
41547.00,119.39,119.96,118.67,119.41,2104700.00,111.48,2104698.00,83749913880.00,11133551.00,2.70,4.57,0.02,0.02
41548.00,119.69,119.82,118.80,119.62,1854800.00,111.68,1856327.00,83893442160.00,11133551.00,2.70,4.57,0.02,0.02
41549.00,119.13,119.59,118.44,119.20,2056500.00,111.29,2056649.00,83606385600.00,11133551.00,2.69,4.56,0.02,0.02
41550.00,118.71,119.11,117.89,118.55,2525800.00,110.68,2525828.00,83162131400.00,11133551.00,2.68,4.53,0.02,0.02
41551.00,118.37,119.71,118.13,119.40,1983700.00,111.48,1983719.00,83743079200.00,11133551.00,2.70,4.57,0.02,0.02
41554.00,118.56,119.27,118.28,118.69,1931200.00,110.81,1931239.00,83257816920.00,11133551.00,2.68,4.54,0.02,0.02
41555.00,118.72,119.22,117.10,117.16,2869000.00,109.38,2869006.00,82212110880.00,11133551.00,2.65,4.48,0.02,0.02
41556.00,117.27,117.96,116.65,117.57,2499200.00,109.77,2499269.00,82492332760.00,11409440.00,2.65,4.50,0.02,0.02
41557.00,118.60,119.34,118.32,119.34,2688800.00,111.42,2688938.00,83702071120.00,11409440.00,2.69,4.56,0.02,0.02
41558.00,119.16,120.77,118.39,120.72,2492700.00,112.71,2492704.00,84645256960.00,11409440.00,2.73,4.62,0.02,0.02
41561.00,120.26,121.70,120.00,121.40,1866800.00,113.34,1866804.00,85110015200.00,11409440.00,2.74,4.64,0.02,0.02
41562.00,121.28,121.38,119.79,119.82,2720500.00,111.87,2720720.00,84030135760.00,11409440.00,2.71,4.58,0.02,0.02
41563.00,120.86,120.94,120.14,120.94,2646400.00,112.91,2646400.00,84795619920.00,11409440.00,2.73,4.62,0.02,0.02
