40683.00,94.55,94.65,93.13,93.56,3486900.00,82.45,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding
42172.00,156.60,157.59,155.75,156.95,1839400.00,152.72,1839387.00,103377000000.00,6705633.00,3.15,7.15,0.03,0.01
42173.00,157.59,160.24,157.39,159.62,2528900.00,155.32,2528893.00,105071000000.00,6705633.00,3.21,7.28,0.03,0.01
42174.00,159.36,159.88,158.94,158.95,3287200.00,154.67,3287179.00,104646000000.00,6705633.00,3.19,7.24,0.03,0.01
42177.00,159.85,160.70,159.45,159.68,1447400.00,155.38,1447412.00,105109000000.00,6705633.00,3.21,7.28,0.03,0.01
42178.00,160.41,160.87,159.51,159.84,2286400.00,155.53,2286400.00,105210000000.00,6705633.00,3.21,7.29,0.03,0.01
42179.00,159.68,159.96,157.54,157.54,2862900.00,153.29,2862870.00,103751000000.00,7633416.00,3.17,7.18,0.03,0.01
42180.00,157.85,158.32,155.92,155.92,2564000.00,151.72,2564048.00,102723000000.00,7633416.00,3.13,7.11,0.03,0.01
42181.00,156.16,157.99,155.93,157.09,2625500.00,152.86,2625489.00,103466000000.00,7633416.00,3.16,7.16,0.03,0.01
42184.00,155.92,156.44,153.92,153.95,2475000.00,149.80,2474976.00,101474000000.00,7633416.00,3.09,7.02,0.03,0.01
42185.00,155.00,155.30,154.07,154.30,2561000.00,150.14,2561158.00,101696000000.00,7633416.00,3.10,7.03,0.03,0.01
42186.00,156.13,156.43,154.66,155.65,1726800.00,151.46,1726793.00,102552000000.00,7633416.00,3.13,7.09,0.03,0.01
42187.00,156.08,156.08,154.90,155.38,2022400.00,151.19,2022399.00,102381000000.00,7633416.00,3.12,7.08,0.03,0.01
42191.00,153.89,155.58,153.83,155.08,2172200.00,150.90,2172154.00,102191000000.00,7633416.00,3.12,7.07,0.03,0.01
42192.00,155.14,155.63,153.16,155.43,2865300.00,151.24,2865996.00,102413000000.00,7633416.00,3.12,7.08,0.03,0.01
42193.00,154.08,154.50,152.70,152.71,2613300.00,148.59,2613316.00,100687000000.00,7633416.00,3.07,6.96,0.03,0.01
42194.00,154.59,155.50,153.75,153.75,2069200.00,149.61,2069222.00,101347000000.00,7633416.00,3.09,7.01,0.03,0.01
42195.00,154.74,155.86,154.50,154.95,2061300.00,150.77,2061321.00,102108000000.00,7578355.00,3.11,7.06,0.03,0.01
42198.00,156.42,156.77,155.65,156.47,2107200.00,152.25,2107208.00,103072000000.00,7578355.00,3.14,7.13,0.03,0.01
42199.00,156.49,157.08,156.28,156.78,1811400.00,152.56,1812274.00,103269000000.00,7578355.00,3.15,7.15,0.03,0.01
42200.00,156.57,157.00,155.90,156.00,1786100.00,151.80,1786207.00,102774000000.00,7578355.00,3.13,7.11,0.03,0.01
42201.00,157.58,157.94,156.69,157.17,2023900.00,152.93,2023869.00,103516000000.00,7578355.00,3.16,7.16,0.03,0.01
42202.00,156.50,157.37,156.43,156.69,2429000.00,152.47,2429011.00,103212000000.00,7578355.00,3.15,7.14,0.03,0.01
42205.00,156.77,157.65,156.27,157.12,2349000.00,152.89,2349130.00,103485000000.00,7578355.00,3.16,7.16,0.03,0.01
42206.00,156.75,157.18,155.34,155.76,2743900.00,151.56,2743931.00,102622000000.00,7578355.00,3.13,7.10,0.03,0.01
42207.00,155.59,156.31,154.44,155.41,3067700.00,151.22,3067734.00,102400000000.00,7578355.00,3.12,7.08,0.03,0.01
42208.00,151.92,153.69,149.02,149.50,5176400.00,145.47,5176373.00,99865979500.00,7578355.00,3.05,7.11,0.03,0.01
42209.00,148.86,150.80,148.70,149.33,3433600.00,145.31,3433648.00,98325170850.00,8799257.00,3.00,7.11,0.03,0.01
42212.00,148.64,149.00,147.70,148.71,3117600.00,144.70,3117558.00,97937828950.00,8799257.00,2.99,7.08,0.03,0.01
42213.00,148.85,151.72,148.32,151.11,3277700.00,147.04,3277739.00,99437216950.00,8799257.00,3.03,7.19,0.03,0.01
42214.00,151.44,151.69,150.71,151.45,2176900.00,147.37,2176889.00,99649630250.00,8799257.00,3.04,7.21,0.03,0.01
42215.00,151.00,151.73,150.33,151.57,2119100.00,147.49,2120011.00,99761599650.00,8799257.00,3.04,7.23,0.03,0.01
42216.00,152.53,152.81,151.03,151.34,1619600.00,147.26,1619622.00,99617908300.00,8799257.00,3.04,7.22,0.03,0.01
42219.00,150.79,151.78,148.94,150.12,2355100.00,146.07,2355658.00,98855719400.00,8799257.00,3.01,7.16,0.03,0.01
42220.00,150.93,151.54,150.11,150.40,1811900.00,146.35,1811933.00,99030648000.00,8799257.00,3.02,7.18,0.03,0.01
42221.00,151.85,153.24,150.92,151.01,1765600.00,146.94,1765640.00,99411742450.00,8799257.00,3.03,7.21,0.03,0.01
42222.00,150.89,151.22,148.90,149.26,1764800.00,145.24,1764818.00,98318438700.00,8799257.00,3.00,7.12,0.03,0.01
42223.00,148.48,150.00,148.16,148.89,1668700.00,144.88,1669711.00,98087283050.00,8799257.00,2.99,7.10,0.03,0.01
42226.00,150.00,151.40,149.89,151.24,1571800.00,147.16,1571784.00,99555433800.00,8799257.00,3.04,7.22,0.03,0.01
42227.00,150.00,150.00,148.26,148.48,1810800.00,144.48,1810785.00,97831137600.00,9869741.00,2.98,7.08,0.03,0.02
42228.00,147.24,148.71,146.07,148.52,2036700.00,144.52,2054319.00,97856127400.00,9869741.00,2.98,7.09,0.03,0.02
42229.00,148.00,148.56,147.08,147.40,1793100.00,143.43,1793138.00,97156413000.00,9869741.00,2.96,7.03,0.03,0.02
42230.00,147.66,148.51,147.32,148.28,1401900.00,144.28,1401860.00,97706188600.00,9869741.00,2.98,7.08,0.03,0.02
42233.00,147.43,149.31,146.36,149.24,1648900.00,145.22,1648944.00,98305943800.00,9869741.00,3.00,7.12,0.03,0.02
42234.00,148.63,148.92,147.88,148.31,1705500.00,144.31,1706387.00,97724930950.00,9869741.00,2.98,7.08,0.03,0.02
42235.00,146.20,147.55,145.28,145.87,2525700.00,142.93,2525741.00,96200553150.00,9869741.00,2.93,6.96,0.03,0.02
42236.00,144.51,144.87,143.34,143.35,3281700.00,140.46,3281679.00,94626195750.00,9869741.00,2.88,6.84,0.03,0.02
42237.00,143.52,145.32,141.92,142.09,5442000.00,139.22,5442026.00,93839017050.00,9869741.00,2.85,6.78,0.03,0.02
42240.00,137.12,142.09,134.00,138.58,7359500.00,135.78,7359480.00,91646218779.00,9869741.00,2.78,6.61,0.03,0.02
42241.00,141.86,142.06,137.39,137.64,5435900.00,134.86,5435890.00,91058958094.00,9738207.00,2.76,6.57,0.03,0.02
42242.00,140.00,142.79,138.53,142.72,4562200.00,139.84,4562206.00,94232664772.00,9738207.00,2.87,6.81,0.03,0.02
42243.00,143.75,144.95,141.33,143.90,4104600.00,141.00,4104567.00,94969864355.00,9738207.00,2.89,6.87,0.03,0.02
42244.00,143.02,144.32,142.80,144.21,2664100.00,141.30,2664554.00,95163535431.00,9738207.00,2.90,6.88,0.03,0.02
42247.00,143.00,143.83,142.02,142.14,2514900.00,139.27,2514923.00,93870312435.00,9738207.00,2.85,6.78,0.03,0.02
42248.00,139.48,140.49,137.94,138.50,3671400.00,135.71,3671447.00,91596239146.00,9738207.00,2.78,6.61,0.03,0.02
42249.00,140.54,141.24,139.24,141.24,3312700.00,138.39,3312687.00,93308041567.00,9738207.00,2.84,6.74,0.03,0.02
42250.00,141.94,142.90,141.31,141.74,2606200.00,138.88,2606203.00,93620414271.00,9738207.00,2.85,6.76,0.03,0.02
42251.00,139.94,140.67,139.16,139.84,3195800.00,137.02,3195773.00,92433397994.00,9738207.00,2.81,6.67,0.03,0.02
42255.00,142.05,143.55,141.52,143.43,2432900.00,140.54,2432857.00,94676234012.00,9738207.00,2.88,6.84,0.03,0.02
42256.00,144.86,145.35,140.57,140.86,2642800.00,138.02,2642784.00,93070638311.00,9738207.00,2.83,6.72,0.03,0.02
42257.00,141.00,141.91,140.15,140.78,2031200.00,137.94,2031210.00,93020658679.00,11191177.00,2.83,6.72,0.03,0.02
42258.00,140.61,141.33,139.77,141.26,2505200.00,138.41,2506009.00,93320536475.00,11191177.00,2.84,6.74,0.03,0.02
42261.00,141.52,141.58,140.03,140.81,2277200.00,137.97,2277158.00,93039401041.00,11191177.00,2.83,6.72,0.03,0.02
42262.00,141.56,143.84,141.04,143.60,2690800.00,140.70,2690814.00,94782440732.00,11191177.00,2.88,6.85,0.03,0.02
42263.00,143.51,144.46,143.21,144.20,2060300.00,141.29,2060707.00,95157287977.00,11191177.00,2.89,6.88,0.03,0.02
42264.00,143.81,145.55,142.52,142.95,2855100.00,140.07,2855145.00,94376356216.00,11191177.00,2.87,6.82,0.03,0.02
42265.00,141.17,141.30,139.21,139.62,6526000.00,136.80,6526037.00,92295954004.00,11191177.00,2.80,6.66,0.03,0.02
42268.00,140.50,141.08,139.35,140.04,2492600.00,137.21,2492937.00,92558347076.00,11191177.00,2.81,6.68,0.03,0.02
42269.00,138.27,138.51,137.25,138.02,2775300.00,135.24,2775299.00,91296361350.00,11191177.00,2.77,6.59,0.03,0.02
42270.00,138.53,138.90,136.86,137.66,2684500.00,134.88,2684501.00,91071453002.00,11191177.00,2.76,6.57,0.03,0.02
42271.00,136.63,138.03,135.39,137.58,2690300.00,134.80,2690259.00,91021473370.00,12356967.00,2.76,6.56,0.03,0.02
42272.00,139.62,140.12,138.57,139.56,3767200.00,136.74,3767195.00,92258469280.00,12356967.00,2.80,6.66,0.03,0.02
42275.00,138.30,139.70,138.30,138.38,3468900.00,135.59,3468936.00,91521269697.00,12356967.00,2.78,6.60,0.03,0.02
42276.00,138.62,142.16,138.43,141.55,4946000.00,138.69,4946046.00,93501712643.00,12356967.00,2.84,6.75,0.03,0.02
42277.00,142.52,143.23,140.50,141.77,3619300.00,138.91,3619263.00,93639156633.00,12356967.00,2.85,6.76,0.03,0.02
42278.00,142.21,142.50,139.58,140.80,2486300.00,137.96,2486292.00,93033153587.00,12356967.00,2.83,6.72,0.03,0.02
42279.00,139.08,143.30,138.57,143.20,3064400.00,140.31,3064411.00,94532542568.00,12356967.00,2.87,6.83,0.03,0.02
42282.00,144.30,146.60,143.63,146.32,2987200.00,143.37,2987249.00,96481748244.00,12356967.00,2.94,6.98,0.03,0.02
42283.00,145.99,146.64,145.40,145.79,2256800.00,142.85,2256802.00,96150633178.00,12356967.00,2.93,6.96,0.03,0.02
42284.00,146.74,148.54,146.13,147.54,1954000.00,144.56,1957149.00,97243937643.00,12356967.00,2.96,7.04,0.03,0.02
42285.00,146.65,149.56,146.59,149.48,2008800.00,146.46,2008766.00,98455943737.00,12356967.00,3.00,7.13,0.03,0.02
42286.00,149.56,150.65,149.30,149.90,2294000.00,146.88,2293990.00,98718336809.00,12732989.00,3.01,7.15,0.03,0.02
42289.00,150.26,150.56,149.54,150.06,1429300.00,147.03,1429298.00,98818296074.00,12732989.00,3.01,7.16,0.03,0.02
42290.00,148.91,150.00,148.73,149.11,2027600.00,146.10,2027618.00,98224787935.00,12732989.00,2.99,7.11,0.03,0.02
42291.00,149.00,149.66,148.18,148.32,2260300.00,145.33,2260312.00,97731239062.00,12732989.00,2.98,7.08,0.03,0.02
42292.00,149.64,149.88,148.02,149.19,2588500.00,146.18,2589025.00,98274767568.00,12732989.00,3.00,7.12,0.03,0.02
42293.00,149.77,149.78,147.48,148.70,2490300.00,145.70,2490502.00,97968642318.00,12732989.00,2.99,7.10,0.03,0.02
42296.00,147.97,148.42,147.23,148.00,2004200.00,145.01,2004235.00,97531320532.00,12732989.00,2.97,7.06,0.03,0.02
42297.00,147.45,149.67,147.13,149.11,2409300.00,146.10,2409281.00,98224787935.00,12732989.00,2.99,7.11,0.03,0.02
42298.00,149.50,151.39,148.90,149.82,3009900.00,146.80,3012100.00,98668357176.00,12732989.00,3.01,7.15,0.03,0.02
42299.00,151.34,157.04,150.65,156.00,5111900.00,152.85,5111866.00,106955000000.00,12732989.00,3.18,7.86,0.03,0.02
42300.00,156.54,157.19,154.50,155.79,2997400.00,152.65,2997423.00,105417000000.00,12732989.00,3.13,7.85,0.03,0.02
42303.00,156.06,156.76,155.64,156.54,2136100.00,153.38,2136125.00,105879000000.00,11510154.00,3.14,7.88,0.03,0.02
42304.00,156.00,157.00,155.08,156.73,1970100.00,153.57,1970111.00,105996000000.00,11510154.00,3.14,7.89,0.03,0.02
42305.00,156.49,158.33,156.20,158.08,2724700.00,154.89,2724680.00,106827000000.00,11510154.00,3.17,7.96,0.03,0.02
42306.00,157.75,157.91,156.88,157.61,1484600.00,154.43,1484607.00,106576000000.00,11510154.00,3.16,7.96,0.03,0.02
42307.00,157.80,158.68,157.21,157.21,2672100.00,154.04,2672128.00,106329000000.00,11510154.00,3.15,7.94,0.03,0.02
42310.00,157.51,160.09,157.34,159.92,2701800.00,156.69,2701780.00,107998000000.00,11510154.00,3.21,8.08,0.03,0.02
42311.00,159.48,159.80,158.67,158.75,2972800.00,155.55,2972822.00,107277000000.00,11510154.00,3.18,8.02,0.03,0.02
42312.00,159.00,159.48,158.61,158.91,2254000.00,155.70,2254169.00,107376000000.00,11510154.00,3.19,8.03,0.03,0.02
42313.00,159.38,159.58,158.27,158.99,2023900.00,155.78,2023902.00,107425000000.00,11510154.00,3.19,8.03,0.03,0.02
42314.00,158.02,159.26,157.73,159.26,1860000.00,156.05,1859957.00,107591000000.00,11510154.00,3.19,8.05,0.03,0.02
42317.00,158.67,158.67,156.75,157.47,2421000.00,154.29,2421017.00,106489000000.00,11510154.00,3.16,7.96,0.03,0.02
42318.00,157.23,157.64,156.43,157.59,1962900.00,154.41,1962870.00,106563000000.00,9435342.00,3.16,7.96,0.03,0.02
42319.00,157.86,159.49,157.54,159.05,2518900.00,155.84,2527087.00,107462000000.00,9435342.00,3.19,8.04,0.03,0.02
42320.00,157.78,158.29,156.16,156.30,2305600.00,153.15,2305645.00,105769000000.00,9435342.00,3.14,7.90,0.03,0.02
42321.00,156.00,156.92,155.60,155.65,2434500.00,152.51,2434539.00,105369000000.00,9435342.00,3.12,7.86,0.03,0.02
42324.00,155.61,158.26,155.61,158.21,2395000.00,155.02,2394999.00,106945000000.00,9435342.00,3.17,7.99,0.03,0.02
42325.00,158.36,158.53,156.52,157.03,2393000.00,153.86,2392966.00,106218000000.00,9435342.00,3.15,7.93,0.03,0.02
42326.00,156.18,157.50,156.08,157.39,2226900.00,155.23,2226895.00,106440000000.00,9435342.00,3.16,7.95,0.03,0.02
42327.00,157.63,158.51,156.71,158.38,1518200.00,156.20,1518174.00,107050000000.00,9435342.00,3.18,8.00,0.03,0.02
42328.00,158.68,159.84,158.34,158.95,1891100.00,156.77,1891113.00,107401000000.00,9435342.00,3.19,8.03,0.03,0.02
42331.00,158.90,159.77,158.16,158.65,1430400.00,156.47,1430410.00,107216000000.00,9435342.00,3.18,8.02,0.03,0.02
42332.00,157.37,158.34,156.89,157.75,2100600.00,155.58,2100625.00,106662000000.00,8419698.00,3.16,7.97,0.03,0.01
42333.00,158.06,158.47,157.63,157.63,1184100.00,155.46,1184162.00,106588000000.00,8419698.00,3.16,7.96,0.03,0.01
42335.00,157.51,158.49,156.94,157.99,876100.00,155.82,876130.00,106809000000.00,8419698.00,3.17,7.98,0.03,0.01
42338.00,158.10,158.47,156.57,156.58,2934200.00,154.43,2934244.00,105941000000.00,8419698.00,3.14,7.91,0.03,0.01
42339.00,156.41,157.67,156.17,156.90,2259000.00,154.74,2258962.00,106138000000.00,8419698.00,3.15,7.93,0.03,0.01
42340.00,156.88,157.25,155.51,155.70,2034700.00,153.56,2034661.00,105400000000.00,8419698.00,3.12,7.87,0.03,0.01
42341.00,156.56,156.90,153.71,154.38,2609500.00,152.26,2609503.00,104587000000.00,8419698.00,3.10,7.80,0.03,0.01
42342.00,154.79,158.39,154.57,158.22,2175800.00,156.05,2175780.00,106951000000.00,8419698.00,3.17,7.99,0.03,0.01
42345.00,157.53,158.00,156.81,157.75,2142800.00,155.58,2142784.00,106662000000.00,8419698.00,3.16,7.97,0.03,0.01
42346.00,156.44,157.86,155.68,156.79,2350400.00,154.64,2350423.00,106071000000.00,8419698.00,3.15,7.92,0.03,0.01
42347.00,156.17,158.24,154.94,156.05,2660800.00,153.91,2660838.00,105615000000.00,7170217.00,3.13,7.88,0.03,0.01
42348.00,155.73,158.69,155.59,157.52,2551200.00,155.36,2551244.00,106520000000.00,7170217.00,3.16,7.96,0.03,0.01
42349.00,155.55,156.40,154.42,154.83,2523200.00,152.70,2523192.00,104864000000.00,7170217.00,3.11,7.82,0.03,0.01
42352.00,155.29,157.77,154.34,157.63,3462200.00,155.46,3462196.00,106588000000.00,7170217.00,3.16,7.96,0.03,0.01
42353.00,151.99,153.02,147.08,148.13,8625300.00,146.10,8645905.00,100739000000.00,7170217.00,2.97,7.48,0.03,0.01
42354.00,148.15,150.54,147.74,149.95,4774100.00,147.89,4774134.00,101859000000.00,7170217.00,3.01,7.58,0.03,0.01
42355.00,150.15,150.86,148.83,148.85,3053900.00,146.81,3053902.00,101182000000.00,7170217.00,2.99,7.52,0.03,0.01
42356.00,148.21,148.60,146.76,146.92,5736400.00,144.90,5736432.00,99993553960.00,7170217.00,2.95,7.42,0.03,0.01
42359.00,147.58,148.33,146.69,147.48,2284400.00,145.45,2284411.00,100338000000.00,7170217.00,2.96,7.45,0.03,0.01
42360.00,148.12,149.49,147.28,148.97,2528700.00,146.92,2528661.00,101256000000.00,7170217.00,2.99,7.53,0.03,0.01
42361.00,149.69,151.58,149.52,151.16,2215300.00,149.08,2215346.00,102604000000.00,7170217.00,3.03,7.64,0.03,0.01
42362.00,150.82,151.80,150.58,151.19,848400.00,149.11,848403.00,102623000000.00,6945036.00,3.03,7.64,0.03,0.01
42366.00,151.13,151.77,150.27,151.22,1275200.00,149.14,1275184.00,102641000000.00,6945036.00,3.03,7.64,0.03,0.01
42367.00,152.20,153.26,152.00,152.89,1824700.00,150.79,1824695.00,103669000000.00,6945036.00,3.07,7.72,0.03,0.01
42368.00,152.79,153.70,151.73,151.91,1553100.00,149.82,1553075.00,103066000000.00,6945036.00,3.05,7.68,0.03,0.01
42369.00,151.73,152.12,150.63,150.64,1607100.00,148.57,1607102.00,102284000000.00,6945036.00,3.02,7.61,0.03,0.01
42373.00,148.05,148.32,145.40,146.82,3277200.00,144.80,3277188.00,99931982660.00,6945036.00,2.95,7.42,0.03,0.01
42374.00,146.82,147.50,145.61,147.46,2688100.00,145.43,2688082.00,100326000000.00,6945036.00,2.96,7.45,0.03,0.01
42375.00,145.59,145.76,143.42,144.49,2997100.00,142.51,2997126.00,98497371370.00,6945036.00,2.90,7.30,0.03,0.01
42376.00,142.52,143.13,140.63,140.97,3553500.00,139.03,3553519.00,96330061610.00,6945036.00,2.83,7.12,0.03,0.01
42377.00,141.36,142.50,140.22,140.49,2664000.00,138.56,2663979.00,96034519370.00,6945036.00,2.82,7.10,0.03,0.01
42380.00,140.97,141.43,139.41,140.46,2775500.00,138.53,2775527.00,96016047980.00,6945036.00,2.82,7.10,0.03,0.01
42381.00,141.36,142.15,139.13,140.86,2363500.00,138.93,2363612.00,96262333180.00,7250617.00,2.83,7.12,0.03,0.01
42382.00,140.89,142.19,138.54,138.72,2598300.00,136.81,2598252.00,94944707360.00,7250617.00,2.78,7.01,0.03,0.01
42383.00,139.74,142.44,138.86,141.18,3720400.00,139.24,3720400.00,96459361340.00,7250617.00,2.83,7.13,0.03,0.01
42384.00,138.30,140.10,137.21,138.69,4683500.00,136.78,4683496.00,94926235970.00,7250617.00,2.78,7.01,0.03,0.01
42388.00,140.10,140.80,137.41,138.39,3399800.00,136.49,3399796.00,94741522070.00,7250617.00,2.78,6.99,0.03,0.01
42389.00,136.95,137.75,134.64,136.96,4136300.00,135.08,4136338.00,93861052480.00,7250617.00,2.75,6.92,0.03,0.01
42390.00,136.96,138.67,136.15,137.76,3355200.00,135.87,3355469.00,94353622880.00,7250617.00,2.76,6.96,0.03,0.01
42391.00,140.14,140.43,138.08,139.52,2979100.00,137.60,2979077.00,95437277760.00,7250617.00,2.80,7.05,0.03,0.01
42394.00,138.96,139.37,137.53,137.57,2805500.00,135.68,2805458.00,94236637410.00,7250617.00,2.76,6.95,0.03,0.01
42395.00,141.79,145.02,140.33,144.78,5129100.00,142.79,5129123.00,98023928140.00,7250617.00,2.94,7.51,0.03,0.01
42396.00,144.95,147.97,144.05,145.55,3596400.00,143.55,3596399.00,97568999548.00,7193166.00,2.93,7.55,0.03,0.01
42397.00,146.16,147.84,145.22,147.32,3067400.00,145.30,3067960.00,98647513867.00,7193166.00,2.97,7.64,0.03,0.01
42398.00,148.24,151.00,148.00,151.00,3993200.00,148.93,3993211.00,100890000000.00,7193166.00,3.04,7.83,0.03,0.01
42401.00,149.33,149.79,148.10,148.73,2701500.00,146.69,2701512.00,99506669342.00,7193166.00,2.99,7.71,0.03,0.01
42402.00,147.59,148.28,146.05,147.87,3581800.00,145.84,3581835.00,98982645435.00,7193166.00,2.98,7.67,0.03,0.01
42403.00,149.36,152.85,148.96,152.52,5766800.00,150.42,5766764.00,101816000000.00,7193166.00,3.07,7.91,0.03,0.01
42404.00,152.42,154.38,151.78,153.44,3458400.00,151.33,3458366.00,102377000000.00,7193166.00,3.09,7.96,0.03,0.01
42405.00,153.20,153.88,151.82,153.47,3368500.00,151.36,3368495.00,102395000000.00,7193166.00,3.09,7.96,0.03,0.01
42408.00,151.63,154.43,151.01,153.90,2505400.00,151.79,2505355.00,102657000000.00,7193166.00,3.10,7.98,0.03,0.01
42409.00,152.95,155.76,152.45,154.74,2968400.00,152.61,2968410.00,103169000000.00,7602991.00,3.11,8.03,0.03,0.01
42410.00,154.43,155.49,152.12,152.45,2911900.00,151.44,2911985.00,101773000000.00,7602991.00,3.07,7.91,0.03,0.01
42411.00,149.91,152.00,149.00,150.67,3182200.00,149.67,3182232.00,100128000000.00,7602991.00,3.01,7.84,0.03,0.01
42412.00,150.67,154.07,150.67,153.96,2292200.00,152.94,2292155.00,102119000000.00,7602991.00,3.08,8.01,0.03,0.01
42416.00,155.00,155.90,154.26,155.53,2140600.00,154.50,2140576.00,103069000000.00,7602991.00,3.11,8.09,0.03,0.01
42417.00,156.00,157.13,155.60,156.62,2156100.00,155.58,2156064.00,103728000000.00,7602991.00,3.13,8.15,0.03,0.01
42418.00,156.35,156.97,155.97,156.78,2010200.00,155.74,2010220.00,103825000000.00,7602991.00,3.13,8.16,0.03,0.01
42419.00,157.00,157.09,155.87,156.45,2121300.00,155.42,2121331.00,103625000000.00,7602991.00,3.13,8.14,0.03,0.01
42422.00,156.45,158.48,156.45,157.70,2207600.00,156.66,2207565.00,104382000000.00,7602991.00,3.15,8.21,0.03,0.01
42423.00,157.63,157.69,155.17,156.17,1922800.00,155.14,1922779.00,103456000000.00,7602991.00,3.12,8.13,0.03,0.01
42424.00,154.84,157.62,153.64,157.22,1937800.00,156.18,1937839.00,104091000000.00,7052088.00,3.14,8.18,0.03,0.01
42425.00,157.54,159.00,157.01,158.99,1718100.00,157.94,1718362.00,105162000000.00,7052088.00,3.18,8.27,0.03,0.01
42426.00,159.15,159.50,158.08,158.27,1843700.00,157.22,1843721.00,104726000000.00,7052088.00,3.16,8.24,0.03,0.01
42429.00,158.01,159.12,156.82,156.87,1993200.00,155.83,1993169.00,103879000000.00,7052088.00,3.14,8.16,0.03,0.01
42430.00,158.75,159.70,157.61,159.59,2204100.00,158.53,2204125.00,105525000000.00,7052088.00,3.19,8.31,0.03,0.01
42431.00,158.88,159.88,158.54,159.41,1807200.00,158.36,1807199.00,105416000000.00,7052088.00,3.19,8.30,0.03,0.01
42432.00,159.41,159.69,158.51,159.38,1926000.00,158.33,1926039.00,105398000000.00,7052088.00,3.19,8.29,0.03,0.01
42433.00,159.46,160.29,158.92,160.07,1766300.00,159.01,1766328.00,105815000000.00,7052088.00,3.20,8.33,0.03,0.01
42436.00,159.98,160.57,158.17,160.57,2012800.00,159.51,2012810.00,106118000000.00,7052088.00,3.21,8.36,0.03,0.01
42437.00,159.40,160.61,159.35,160.20,2020100.00,159.14,2020133.00,105894000000.00,7052088.00,3.20,8.34,0.03,0.01
42438.00,160.50,160.78,159.52,160.09,1883000.00,159.03,1883182.00,105828000000.00,7052088.00,3.20,8.33,0.03,0.01
42439.00,160.77,160.80,158.28,159.89,1875700.00,158.83,1875660.00,105707000000.00,6740326.00,3.20,8.32,0.03,0.01
42440.00,161.14,162.05,160.65,161.88,1697200.00,160.81,1697205.00,106911000000.00,6740326.00,3.24,8.42,0.03,0.01
42443.00,161.61,162.77,161.00,161.81,1747300.00,160.74,1747318.00,106868000000.00,6740326.00,3.23,8.42,0.03,0.01
42444.00,160.16,162.50,159.35,162.41,1827900.00,161.34,1828242.00,107231000000.00,6740326.00,3.25,8.45,0.03,0.01
42445.00,161.96,163.30,161.52,162.89,1927700.00,161.81,1927690.00,107522000000.00,6740326.00,3.26,8.48,0.03,0.01
42446.00,163.16,164.36,162.84,163.75,2790000.00,162.67,2790076.00,108042000000.00,6740326.00,3.27,8.52,0.03,0.01
42447.00,164.15,165.33,163.90,165.33,5853000.00,164.24,5853042.00,108998000000.00,6740326.00,3.30,8.60,0.03,0.01
42450.00,165.05,165.31,164.41,164.84,2095100.00,163.75,2095053.00,108701000000.00,6740326.00,3.29,8.58,0.03,0.01
42451.00,164.50,165.50,164.39,164.91,2146300.00,163.82,2146288.00,108744000000.00,6740326.00,3.30,8.58,0.03,0.01
42452.00,164.60,164.99,163.46,164.27,2305000.00,163.18,2304955.00,108357000000.00,6740326.00,3.28,8.55,0.03,0.01
42453.00,163.68,164.54,163.05,164.46,1868800.00,163.37,1868769.00,108598000000.00,7293893.00,3.29,8.56,0.03,0.01
42457.00,164.93,166.65,164.58,166.28,2336700.00,165.18,2336768.00,109701000000.00,7293893.00,3.33,8.65,0.03,0.01
42458.00,164.93,164.99,163.12,164.39,2525000.00,163.30,2525004.00,108556000000.00,7293893.00,3.29,8.56,0.03,0.01
42459.00,165.37,167.22,165.16,166.75,2195300.00,165.65,2195874.00,109985000000.00,7293893.00,3.34,8.68,0.03,0.01
42460.00,166.75,167.50,166.50,166.63,1777200.00,165.53,1777204.00,109913000000.00,7293893.00,3.33,8.67,0.03,0.01
42461.00,165.63,167.74,164.79,167.53,2011600.00,166.42,2011569.00,110458000000.00,7293893.00,3.35,8.72,0.03,0.01
42464.00,167.11,167.49,165.92,166.40,2022800.00,165.30,2022797.00,109773000000.00,7293893.00,3.33,8.66,0.03,0.01
42465.00,165.18,166.55,164.65,165.81,1617400.00,164.71,1617437.00,109416000000.00,7293893.00,3.32,8.63,0.03,0.01
42466.00,165.34,167.08,164.84,166.81,2092200.00,165.71,2092183.00,110022000000.00,7293893.00,3.34,8.68,0.03,0.01
42467.00,165.88,167.23,165.25,167.16,2728300.00,166.05,2728268.00,110234000000.00,7293893.00,3.35,8.70,0.03,0.01
42468.00,167.71,167.99,166.10,166.63,1729300.00,165.53,1729301.00,109913000000.00,7293893.00,3.33,8.67,0.03,0.01
42471.00,167.12,167.96,166.57,166.59,1521100.00,165.49,1521065.00,109888000000.00,6068551.00,3.33,8.67,0.03,0.01
42472.00,167.01,168.40,166.93,168.03,1636500.00,166.92,1636492.00,110761000000.00,6068551.00,3.36,8.74,0.03,0.01
42473.00,168.47,168.90,167.71,168.59,1545900.00,167.48,1545911.00,111100000000.00,6068551.00,3.37,8.77,0.03,0.01
42474.00,169.00,169.00,167.88,168.16,1213400.00,167.05,1213407.00,110839000000.00,6068551.00,3.37,8.75,0.03,0.01
