Pricing Date,"CF Industries Holdings, Inc. (NYSE:CF) - Share Pricing","CF Industries Holdings, Inc. (NYSE:CF) - Day High Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Low Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Open Price","CF Industries Holdings, Inc. (NYSE:CF) - Volume","CF Industries Holdings, Inc. (NYSE:CF) - Total Enterprise Value","CF Industries Holdings, Inc. (NYSE:CF) - Short Interest as % of Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Dividend Yield","CF Industries Holdings, Inc. (NYSE:CF) - Shares Sold Short","CF Industries Holdings, Inc. (NYSE:CF) - Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Market Cap/Total Revenues","CF Industries Holdings, Inc. (NYSE:CF) - P/BV","CF Industries Holdings, Inc. (NYSE:CF) - Latest Annualized Dividend Per Share"
"Monday, June 20, 2011",27.714,27.92,27.034,27.76,16097295,10814699310,0.03156945,0.002886,11283395,357415000,2.136349,2.268038,0.08
"Tuesday, June 21, 2011",29.356,29.402,27.916,28.004,11312525,11401574740,0.03156945,0.002725,11283395,357415000,2.262924,2.402414,0.08
"Wednesday, June 22, 2011",28.55,29.594,28.48,29.172,9706305,11113498250,0.03156945,0.002802,11283395,357415000,2.200793,2.336454,0.08
"Thursday, June 23, 2011",28.594,28.606,27.4,28.058,11411220,11129224510,0.03156945,0.002797,11283395,357415000,2.204185,2.340054,0.08
"Friday, June 24, 2011",28.13,29.352,28.118,28.642,8529855,10963383950,0.02963944,0.002843,10593580,357415000,2.168417,2.302082,0.08
"Monday, June 27, 2011",28.796,29.04,28.018,28.354,8149830,11201422340,0.02963944,0.002778,10593580,357415000,2.219756,2.356586,0.08
"Tuesday, June 28, 2011",29.394,29.41,28.676,28.844,9350230,11415156510,0.02963944,0.002721,10593580,357415000,2.265853,2.405524,0.08
"Wednesday, June 29, 2011",29.87,30.21,29.282,29.734,13546710,11585286050,0.02963944,0.002678,10593580,357415000,2.302546,2.444479,0.08
"Thursday, June 30, 2011",28.334,29.064,28.076,28.912,29620325,11036296610,0.02963944,0.002823,10593580,357415000,2.184142,2.318777,0.08
"Friday, July 01, 2011",27.904,28.686,27.554,28.646,18511310,10882608160,0.02963944,0.002866,10593580,357415000,2.150996,2.283587,0.08
"Tuesday, July 05, 2011",28.626,28.768,27.654,28.22,17479695,11140661790,0.02963944,0.002794,10593580,357415000,2.206651,2.342673,0.08
"Wednesday, July 06, 2011",28.59,28.956,28.258,28.61,8219645,11127794850,0.02963944,0.002798,10593580,357415000,2.203876,2.339727,0.08
"Thursday, July 07, 2011",29.138,29.294,28.764,28.998,10201940,11323658270,0.02963944,0.002745,10593580,357415000,2.246119,2.384574,0.08
"Friday, July 08, 2011",29.802,29.858,28.31,28.322,12482825,11560981830,0.02963944,0.002684,10593580,357415000,2.297304,2.438914,0.08
"Monday, July 11, 2011",28.972,29.538,28.5,29.468,10851775,11264327380,0.02963944,0.002761,10593580,357415000,2.233323,2.370989,0.08
"Tuesday, July 12, 2011",29.5,30.448,29.162,29.164,19019770,11453042500,0.02154529,0.002711,7700610,357415000,2.274024,2.414199,0.08
"Wednesday, July 13, 2011",30.022,30.508,29.806,29.808,10614720,11639613130,0.02154529,0.002664,7700610,357415000,2.314263,2.456918,0.08
"Thursday, July 14, 2011",29.958,30.774,29.624,30.22,9534245,11616738570,0.02154529,0.00267,7700610,357415000,2.309329,2.451681,0.08
"Friday, July 15, 2011",30.844,30.848,29.904,30.066,9603510,11933408260,0.02154529,0.002593,7700610,357415000,2.377627,2.524188,0.08
"Monday, July 18, 2011",30.312,30.98,30.05,30.92,8732995,11743263480,0.02154529,0.002639,7700610,357415000,2.336618,2.480651,0.08
"Tuesday, July 19, 2011",31.33,31.47,30.77,30.77,12361015,12107111950,0.02154529,0.002553,7700610,357415000,2.415091,2.563961,0.08
"Wednesday, July 20, 2011",31.48,31.8,31.286,31.684,8094360,12160724200,0.02154529,0.002541,7700610,357415000,2.426654,2.576237,0.08
"Thursday, July 21, 2011",32.238,32.332,31.6,31.764,8727825,12431644770,0.02154529,0.002481,7700610,357415000,2.485084,2.63827,0.08
"Friday, July 22, 2011",32.05,32.42,31.838,32.174,6481035,12364450750,0.02154529,0.002496,7700610,357415000,2.470592,2.622884,0.08
"Monday, July 25, 2011",32.058,32.65,31.804,31.872,7147285,12367310070,0.02154529,0.002495,7700610,357415000,2.471209,2.623539,0.08
"Tuesday, July 26, 2011",31.898,32.264,31.436,32.07,5433195,12310123670,0.0257769,0.002507,9213050,357415000,2.458875,2.610445,0.08
"Wednesday, July 27, 2011",31.174,31.906,31.004,31.606,7296760,12051355210,0.0257769,0.002566,9213050,357415000,2.403065,2.551195,0.08
"Thursday, July 28, 2011",31.766,32.386,31.3,31.43,6950920,12262944890,0.0257769,0.002518,9213050,357415000,2.4487,2.599642,0.08
"Friday, July 29, 2011",31.064,31.58,30.458,30.802,9502410,12012039560,0.0257769,0.002575,9213050,357415000,2.394586,2.542193,0.08
"Monday, August 01, 2011",31.45,31.934,31.12,31.634,7531740,12150001750,0.0257769,0.002543,9213050,357415000,2.424341,2.573782,0.08
"Tuesday, August 02, 2011",30.582,31.92,30.572,31.18,11434685,11839765530,0.0257769,0.002615,9213050,357415000,2.357431,2.502747,0.08
"Wednesday, August 03, 2011",31.004,31.32,29.578,30.908,13770300,11990594660,0.0257769,0.00258,9213050,357415000,2.389961,2.537282,0.08
"Thursday, August 04, 2011",28.318,30.71,28.252,30.628,17035035,10843877970,0.0257769,0.0113,9213050,357415000,1.972804,2.082334,0.32
"Friday, August 05, 2011",29.332,30.163,27.664,29.97,22994550,11245894980,0.0256799,0.010909,9213050,358765000,2.051164,2.159908,0.32
"Monday, August 08, 2011",27.65,29.3,26.88,27.892,27080780,10642452250,0.0256799,0.011573,9213050,358765000,1.933543,2.036051,0.32
"Tuesday, August 09, 2011",30.006,30.064,28.152,28.234,25692450,11487702590,0.02543094,0.010664,9123730,358765000,2.098296,2.209539,0.32
"Wednesday, August 10, 2011",29.918,31.718,29.2,29.676,21620970,11456131270,0.02543094,0.010695,9123730,358765000,2.092143,2.203059,0.32
"Thursday, August 11, 2011",32.838,33.27,30.81,31.136,24349660,12503725070,0.02543094,0.009744,9123730,358765000,2.296336,2.418078,0.32
"Friday, August 12, 2011",33.64,33.768,32.468,32.662,15687620,12791454600,0.02543094,0.009512,9123730,358765000,2.352419,2.477134,0.32
"Monday, August 15, 2011",33.928,33.998,33.018,33.866,13286515,12894778920,0.02543094,0.009431,9123730,358765000,2.372559,2.498341,0.32
"Tuesday, August 16, 2011",33.562,33.988,33.024,33.374,11806595,12763470930,0.02543094,0.009534,9123730,358765000,2.346965,2.47139,0.32
"Wednesday, August 17, 2011",34.382,34.584,33.582,33.71,13319290,13057658230,0.02543094,0.009307,9123730,358765000,2.404307,2.531772,0.32
"Thursday, August 18, 2011",32.84,33.6,32.526,33.36,15189270,12504442600,0.02543094,0.009744,9123730,358765000,2.296476,2.418225,0.32
"Friday, August 19, 2011",32.962,34.088,32.232,32.404,17139260,12548211930,0.02543094,0.009708,9123730,358765000,2.305007,2.427208,0.32
"Monday, August 22, 2011",34.114,34.894,33.688,34.052,15673860,12961509210,0.02543094,0.00938,9123730,358765000,2.385566,2.512038,0.32
"Tuesday, August 23, 2011",35.79,35.79,34.204,34.344,16682550,13562799350,0.02543094,0.008941,9123730,358765000,2.502767,2.635453,0.32
"Wednesday, August 24, 2011",35.08,36.078,34.348,35.666,15164705,13308076200,0.03544638,0.009122,12716920,358765000,2.453117,2.583171,0.32
"Thursday, August 25, 2011",35.034,35.62,34.41,35.12,12037170,13291573010,0.03544638,0.009133,12716920,358765000,2.449901,2.579783,0.32
"Friday, August 26, 2011",36.07,36.122,34.46,34.706,11590835,13663253550,0.03544638,0.008871,12716920,358765000,2.522347,2.656071,0.32
"Monday, August 29, 2011",37.72,37.738,36.406,36.482,14336500,14255215800,0.03544638,0.008483,12716920,358765000,2.637731,2.777571,0.32
"Tuesday, August 30, 2011",37.956,38.54,37.356,37.356,12809560,14339884340,0.03544638,0.00843,12716920,358765000,2.654234,2.79495,0.32
"Wednesday, August 31, 2011",36.55,38.518,35.92,38.366,14837615,13835460750,0.03544638,0.008755,12716920,358765000,2.555913,2.691417,0.32
"Thursday, September 01, 2011",36.5,37.246,36.192,36.706,9861305,13817522500,0.03544638,0.008767,12716920,358765000,2.552417,2.687735,0.32
"Friday, September 02, 2011",36.378,36.606,35.172,35.624,7868845,13773753170,0.03544638,0.008796,12716920,358765000,2.543886,2.678751,0.32
"Tuesday, September 06, 2011",37.138,37.2,35.582,35.698,12049665,14046414570,0.03544638,0.008616,12716920,358765000,2.597032,2.734715,0.32
"Wednesday, September 07, 2011",36.648,37.722,36.306,37.722,9985535,13870619720,0.03544638,0.008731,12716920,358765000,2.562766,2.698633,0.32
"Thursday, September 08, 2011",37.02,37.4,36.19,36.238,10410735,14004080300,0.03544638,0.008643,12716920,358765000,2.58878,2.726026,0.32
"Friday, September 09, 2011",36.018,37.266,35.692,36.608,8344870,13644597770,0.03544638,0.008884,12716920,358765000,2.518711,2.652242,0.32
"Monday, September 12, 2011",35.408,36.454,34.68,35.744,11435410,13425751120,0.04065097,0.009037,14584145,358765000,2.476054,2.607324,0.32
"Tuesday, September 13, 2011",35.44,36.046,35,35.658,9227300,13437231600,0.04065097,0.009029,14584145,358765000,2.478292,2.60968,0.32
"Wednesday, September 14, 2011",35.944,36.406,34.772,35.832,10328660,13618049160,0.04065097,0.008902,14584145,358765000,2.513536,2.646793,0.32
"Thursday, September 15, 2011",35.076,36.19,34.73,36.044,10790075,13306641140,0.04065097,0.009123,14584145,358765000,2.452838,2.582876,0.32
"Friday, September 16, 2011",35.03,35.376,34.508,35.166,9522070,13290137950,0.04065097,0.009135,14584145,358765000,2.449621,2.579489,0.32
"Monday, September 19, 2011",35.016,35.294,34.254,34.606,8418355,13285115240,0.04065097,0.009138,14584145,358765000,2.448642,2.578458,0.32
"Tuesday, September 20, 2011",32.734,35.19,32.548,35.19,19517705,12466413510,0.04065097,0.009775,14584145,358765000,2.289063,2.410419,0.32
"Wednesday, September 21, 2011",30.588,33.404,30.584,32.72,17342335,11696503820,0.04065097,0.010461,14584145,358765000,2.138995,2.252395,0.32
"Thursday, September 22, 2011",29.378,30.058,27.704,29.368,22446645,11262398170,0.04065097,0.010892,14584145,358765000,2.054381,2.163295,0.32
"Friday, September 23, 2011",29.138,29.79,28.364,28.886,14399995,11176294570,0.04065097,0.010982,14584145,358765000,2.037598,2.145622,0.32
"Monday, September 26, 2011",30.418,30.514,27.618,29.47,17574920,11635513770,0.0385704,0.01052,13837710,358765000,2.127107,2.239877,0.32
"Tuesday, September 27, 2011",30.99,31.92,30.5,30.892,15953335,11840727350,0.0385704,0.010325,13837710,358765000,2.167107,2.281997,0.32
"Wednesday, September 28, 2011",28.996,30.668,28.892,30.344,12303510,11125349940,0.0385704,0.011036,13837710,358765000,2.027668,2.135166,0.32
"Thursday, September 29, 2011",28.188,30.102,27.8,29.666,15943570,10835467820,0.0385704,0.011352,13837710,358765000,1.971165,2.075667,0.32
"Friday, September 30, 2011",24.678,26.8,24.618,26.502,25536595,9576202670,0.0385704,0.012967,13837710,358765000,1.725713,1.817203,0.32
"Monday, October 03, 2011",24.196,25.822,23.9,24.202,19222265,9403277940,0.0385704,0.013225,13837710,358765000,1.692008,1.78171,0.32
"Tuesday, October 04, 2011",24.82,24.888,23.068,23.748,21760830,9627147300,0.0385704,0.012892,13837710,358765000,1.735643,1.827659,0.32
"Wednesday, October 05, 2011",26.708,26.946,24.812,25.1,16940360,10304495620,0.0385704,0.011981,13837710,358765000,1.86767,1.966685,0.32
"Thursday, October 06, 2011",28.548,28.592,26.524,26.54,18806970,10964623220,0.0385704,0.011209,13837710,358765000,1.99634,2.102177,0.32
"Friday, October 07, 2011",26.942,28.79,26.4,28.744,14775900,10388446630,0.0385704,0.011877,13837710,358765000,1.884033,1.983916,0.32
"Monday, October 10, 2011",28.078,28.916,27.6,27.762,9883905,10796003670,0.0385704,0.011396,13837710,358765000,1.963473,2.067567,0.32
"Tuesday, October 11, 2011",29.362,29.6,27.874,27.948,10780390,11256657930,0.03080238,0.010898,11050815,358765000,2.053262,2.162117,0.32
"Wednesday, October 12, 2011",28.92,29.274,28.21,28.992,16785095,11098083800,0.03080238,0.011065,11050815,358765000,2.022353,2.129569,0.32
"Thursday, October 13, 2011",29.504,29.68,28.438,29.032,8652150,11307602560,0.03080238,0.010845,11050815,358765000,2.063192,2.172573,0.32
"Friday, October 14, 2011",30.1,30.39,29.316,30.208,6465615,11521426500,0.03080238,0.010631,11050815,358765000,2.10487,2.216461,0.32
"Monday, October 17, 2011",29.048,29.952,28.87,29.944,6718805,11144005720,0.03080238,0.011016,11050815,358765000,2.031304,2.138995,0.32
"Tuesday, October 18, 2011",29.722,29.994,28.16,29.098,8867685,11385813330,0.03080238,0.010766,11050815,358765000,2.078437,2.188626,0.32
"Wednesday, October 19, 2011",28.704,29.826,28.594,29.65,8612405,11020590560,0.03080238,0.011148,11050815,358765000,2.007249,2.113664,0.32
"Thursday, October 20, 2011",29.462,29.552,28.022,28.56,10693380,11292534430,0.03080238,0.010861,11050815,358765000,2.060255,2.16948,0.32
"Friday, October 21, 2011",30.68,30.68,29.992,30.11,8207700,11729510200,0.03080238,0.01043,11050815,358765000,2.145429,2.25917,0.32
"Monday, October 24, 2011",31.828,31.98,30.898,30.898,8315970,12141372420,0.03080238,0.010054,11050815,358765000,2.225708,2.343705,0.32
"Tuesday, October 25, 2011",31.58,32.618,31.1,31.698,9390650,12052398700,0.03080238,0.010132,11050815,358765000,2.208365,2.325443,0.32
"Wednesday, October 26, 2011",32.322,32.529,30.886,32.236,9214305,12318602330,0.02696363,0.0099,9673605,358765000,2.260253,2.380081,0.32
"Thursday, October 27, 2011",33.602,34.3,32.568,33.462,8541020,12777821530,0.02696363,0.009523,9673605,358765000,2.349762,2.474336,0.32
"Friday, October 28, 2011",34.028,34.478,33.256,33.754,8357255,12930655420,0.02696363,0.009404,9673605,358765000,2.379552,2.505705,0.32
"Monday, October 31, 2011",32.454,33.6,32.434,33.6,6633280,12365959310,0.02696363,0.00986,9673605,358765000,2.269483,2.389801,0.32
"Tuesday, November 01, 2011",31.726,32.774,30.288,31,14979135,12060778390,0.02696363,0.010086,9673605,358765000,2.026344,2.582556,0.32
"Wednesday, November 02, 2011",33.862,34.128,32.1,32.126,12178735,12827100430,0.02696363,0.00945,9673605,358765000,2.16277,2.756431,0.32
"Thursday, November 03, 2011",34.864,35.182,33.16,34.138,9584670,13212730960,0.02690738,0.009178,9673605,359515000,2.231423,2.712289,0.32
"Friday, November 04, 2011",34.764,35.394,34.352,34.6,6993735,13176779460,0.02690738,0.009204,9673605,359515000,2.225023,2.70451,0.32
"Monday, November 07, 2011",34.804,35.09,34.308,34.478,5122615,13191160060,0.02690738,0.009194,9673605,359515000,2.227583,2.707621,0.32
"Tuesday, November 08, 2011",35.284,35.298,34.076,35.016,6314975,12214350960,0.02958832,0.009069,9673605,326940000,2.053684,2.744964,0.32
"Wednesday, November 09, 2011",33.216,34.582,33.1,34.036,10593870,11538239040,0.02644274,0.009633,8645190,326940000,1.933317,2.584081,0.32
"Thursday, November 10, 2011",33.828,34,32.744,33.566,8393985,11738326320,0.02644274,0.009459,8645190,326940000,1.968938,2.631692,0.32
"Friday, November 11, 2011",34.524,34.718,33.998,34.156,5386160,11965876560,0.02644274,0.009268,8645190,326940000,2.009449,2.685838,0.32
"Monday, November 14, 2011",34.194,34.748,33.74,34.478,6025500,11857986360,0.02644274,0.009358,8645190,326940000,1.990241,2.660166,0.32
"Tuesday, November 15, 2011",33.902,34.616,33.9,34.14,6411570,11762519880,0.02644274,0.009438,8645190,326940000,1.973245,2.637449,0.32
"Wednesday, November 16, 2011",33.396,34.244,33.318,33.84,12391225,11597088240,0.02644274,0.009581,8645190,326940000,1.943794,2.598084,0.32
"Thursday, November 17, 2011",29.638,32.668,29.314,32.66,30250165,10368447720,0.02644274,0.010796,8645190,326940000,1.725062,2.305726,0.32
"Friday, November 18, 2011",30.336,31.4,30.056,30.528,20740170,10596651840,0.02644274,0.010548,8645190,326940000,1.765689,2.360028,0.32
"Monday, November 21, 2011",29.87,30.306,29.2,29.498,10776150,10444297800,0.02644274,0.010713,8645190,326940000,1.738565,2.323775,0.32
"Tuesday, November 22, 2011",30.204,30.782,29.562,29.836,7522780,10553495760,0.02644274,0.010594,8645190,326940000,1.758006,2.349759,0.32
"Wednesday, November 23, 2011",28.96,30.12,28.742,29.822,9099690,10146782400,0.02644274,0.011049,8645190,326940000,1.685599,2.25298,0.32
"Friday, November 25, 2011",27.95,29.056,27.82,28.896,4914020,9816573000,0.02644274,0.011449,8645190,326940000,1.626813,2.174406,0.32
"Monday, November 28, 2011",29.208,29.542,29.022,29.288,9130345,10227863520,0.02747128,0.010955,8981460,326940000,1.700034,2.272273,0.32
"Tuesday, November 29, 2011",28.752,29.49,28.666,29.132,7687355,10078778880,0.02747128,0.011129,8981460,326940000,1.673493,2.236798,0.32
"Wednesday, November 30, 2011",27.96,29.558,27.622,29.498,18310530,9819842400,0.02747128,0.011444,8981460,326940000,1.627395,2.175184,0.32
"Thursday, December 01, 2011",29.396,29.65,28.002,28.342,14084025,10289328240,0.02747128,0.010885,8981460,326940000,1.710976,2.286899,0.32
"Friday, December 02, 2011",28.146,29.808,27.78,29.804,13760745,9880653240,0.02747128,0.011369,8981460,326940000,1.638221,2.189654,0.32
"Monday, December 05, 2011",28.158,28.706,27.572,28.538,11911015,9884576520,0.02747128,0.011364,8981460,326940000,1.638919,2.190587,0.32
"Tuesday, December 06, 2011",29.364,29.68,28.776,28.866,12616335,10278866160,0.02747128,0.010897,8981460,326940000,1.709114,2.28441,0.32
"Wednesday, December 07, 2011",29.394,29.978,29.1,29.222,9680495,10288674360,0.02747128,0.010886,8981460,326940000,1.71086,2.286744,0.32
"Thursday, December 08, 2011",28.386,29.188,28.204,29.118,8100580,9959118840,0.02747128,0.011273,8981460,326940000,1.65219,2.208325,0.32
"Friday, December 09, 2011",28.312,28.578,27.768,28.308,9790370,9934925280,0.02165627,0.011302,7080300,326940000,1.647883,2.202568,0.32
"Monday, December 12, 2011",27.87,28.062,27.446,27.872,8776820,9790417800,0.02165627,0.011481,7080300,326940000,1.622156,2.168182,0.32
"Tuesday, December 13, 2011",26.944,28.276,26.553,28.076,11453855,9487671360,0.02165627,0.011876,7080300,326940000,1.568259,2.096143,0.32
"Wednesday, December 14, 2011",25.994,26.914,25.876,26.854,10324605,9177078360,0.02165627,0.01231,7080300,326940000,1.512965,2.022236,0.32
"Thursday, December 15, 2011",26.032,26.494,25.606,26.464,8423585,9189502080,0.02165627,0.012292,7080300,326940000,1.515177,2.025192,0.32
"Friday, December 16, 2011",25.978,26.45,25.882,26.158,10745800,9171847320,0.02165627,0.012318,7080300,326940000,1.512034,2.020991,0.32
"Monday, December 19, 2011",25.974,26.4,25.702,25.986,8103300,9170539560,0.02165627,0.01232,7080300,326940000,1.511801,2.02068,0.32
"Tuesday, December 20, 2011",27.586,27.696,26.554,26.616,8445325,9697566840,0.02165627,0.0116,7080300,326940000,1.605626,2.146088,0.32
"Wednesday, December 21, 2011",27.646,27.784,27.23,27.454,7506845,9717183240,0.02165627,0.011574,7080300,326940000,1.609119,2.150756,0.32
"Thursday, December 22, 2011",28.548,28.75,27.802,27.816,7461385,10012083120,0.02165627,0.011209,7080300,326940000,1.661619,2.220928,0.32
"Friday, December 23, 2011",28.83,29.1,28.548,28.658,4521910,10104280200,0.02165627,0.011099,7080300,326940000,1.678033,2.242866,0.32
"Tuesday, December 27, 2011",29.162,29.308,28.402,28.86,5381695,10212824280,0.02413931,0.010973,7892105,326940000,1.697357,2.268695,0.32
"Wednesday, December 28, 2011",28.45,29.298,28.258,29.176,5160375,9980043000,0.02413931,0.011247,7892105,326940000,1.655915,2.213304,0.32
"Thursday, December 29, 2011",28.798,28.938,27.8,27.856,6648610,10093818120,0.02413931,0.011111,7892105,326940000,1.67617,2.240377,0.32
"Friday, December 30, 2011",28.996,29.458,28.74,28.926,5117665,10158552240,0.02413931,0.011036,7892105,326940000,1.687695,2.255781,0.32
"Tuesday, January 03, 2012",30.762,30.892,29.916,29.916,9244065,10735928280,0.02413931,0.010402,7892105,326940000,1.790484,2.393169,0.32
"Wednesday, January 04, 2012",31.598,31.75,31.09,31.312,12630315,11009250120,0.02413931,0.010127,7892105,326940000,1.839142,2.458207,0.32
"Thursday, January 05, 2012",31.932,32.278,31.366,31.496,11743565,11118448080,0.02413931,0.010021,7892105,326940000,1.858583,2.484191,0.32
"Friday, January 06, 2012",31.598,32.234,31.294,32.234,9817660,11009250120,0.02413931,0.010127,7892105,326940000,1.839142,2.458207,0.32
"Monday, January 09, 2012",31.96,32.05,31.602,31.858,7497100,11127602400,0.02413931,0.010012,7892105,326940000,1.860212,2.486369,0.32
"Tuesday, January 10, 2012",33.242,33.338,32.802,32.802,10012690,11546739480,0.02413931,0.009626,7892105,326940000,1.934831,2.586104,0.32
"Wednesday, January 11, 2012",33.432,33.534,32.452,33.086,9599545,11608858080,0.01939007,0.009571,6339390,326940000,1.945889,2.600885,0.32
"Thursday, January 12, 2012",33.258,33.646,31.818,32.48,16278140,11551970520,0.01939007,0.009621,6339390,326940000,1.935762,2.587348,0.32
"Friday, January 13, 2012",34.51,34.54,32.748,32.964,13430425,11961299400,0.01939007,0.009272,6339390,326940000,2.008634,2.684749,0.32
"Tuesday, January 17, 2012",34.536,34.898,34.084,34.398,11405455,11969799840,0.01939007,0.009265,6339390,326940000,2.010147,2.686772,0.32
"Wednesday, January 18, 2012",33.558,35.048,33.3,34.444,15806295,11650052520,0.01939007,0.009535,6339390,326940000,1.953223,2.610687,0.32
"Thursday, January 19, 2012",34.236,34.288,33.472,33.794,10312455,11871717840,0.01939007,0.009346,6339390,326940000,1.992686,2.663433,0.32
"Friday, January 20, 2012",35.098,35.528,34.138,34.216,12433995,12153540120,0.01939007,0.009117,6339390,326940000,2.042858,2.730494,0.32
"Monday, January 23, 2012",34.696,35.238,34.45,35,8553630,12022110240,0.01939007,0.009222,6339390,326940000,2.01946,2.699219,0.32
"Tuesday, January 24, 2012",34.472,34.566,33.6,34.358,7207360,11948875680,0.01939007,0.009282,6339390,326940000,2.006422,2.681793,0.32
"Wednesday, January 25, 2012",36.212,36.346,34.256,34.444,14040265,12517751280,0.02968809,0.008836,9706225,326940000,2.107698,2.817159,0.32
"Thursday, January 26, 2012",34.81,36.734,34.678,36.15,13138015,12059381400,0.02968809,0.009192,9706225,326940000,2.026095,2.708088,0.32
"Friday, January 27, 2012",35.918,36.332,34.564,34.564,9096810,12421630920,0.02968809,0.008909,9706225,326940000,2.090586,2.794287,0.32
"Monday, January 30, 2012",35.412,35.696,34.62,35.27,7065610,12256199280,0.02968809,0.009036,9706225,326940000,2.061134,2.754922,0.32
"Tuesday, January 31, 2012",35.476,36.272,34.908,35.996,8867530,12277123440,0.02968809,0.00902,9706225,326940000,2.064859,2.759901,0.32
"Wednesday, February 01, 2012",36.762,36.942,35.826,35.97,11830530,12697568280,0.02968809,0.008704,9706225,326940000,2.13971,2.859947,0.32
"Thursday, February 02, 2012",36.46,37.13,36.42,36.8,6901405,12598832400,0.02968809,0.008776,9706225,326940000,2.122132,2.836452,0.32
"Friday, February 03, 2012",37.35,37.574,36.724,37.006,12003520,12889809000,0.02968809,0.008567,9706225,326940000,2.173934,2.905691,0.32
"Monday, February 06, 2012",37.484,37.7,36.9,37.27,8458225,12933618960,0.02968809,0.008536,9706225,326940000,2.181734,2.916115,0.32
"Tuesday, February 07, 2012",37.7,37.9,36.732,37.432,8963510,13004238000,0.02968809,0.008488,9706225,326940000,2.194306,2.932919,0.32
"Wednesday, February 08, 2012",37.902,38.48,37.408,38.006,8640330,13070279880,0.02968809,0.008442,9706225,326940000,2.206063,2.948634,0.32
"Thursday, February 09, 2012",37.146,38.472,37.078,38.063,12180595,12823113240,0.04015263,0.008614,13127500,326940000,2.162061,2.88982,0.32
"Friday, February 10, 2012",36.03,36.546,35.9,36.416,9082140,12458248200,0.04015263,0.008881,13127500,326940000,2.097104,2.803,0.32
"Monday, February 13, 2012",36.462,36.884,36.062,36.502,7691670,12599486280,0.04015263,0.008776,13127500,326940000,2.122249,2.836608,0.32
"Tuesday, February 14, 2012",35.58,36.444,35.254,36.408,10222030,12311125200,0.04015263,0.008993,13127500,326940000,2.070912,2.767991,0.32
"Wednesday, February 15, 2012",35.836,36.166,35.414,35.702,10938055,12512921840,0.04015263,0.008929,13127500,326940000,1.921353,2.577165,0.32
"Thursday, February 16, 2012",35.178,36.156,34.52,35.828,16775405,12297795320,0.04015263,0.009096,13127500,326940000,1.886074,2.529845,0.32
"Friday, February 17, 2012",35.768,35.894,35,35.514,8556120,12490689920,0.04015263,0.008946,13127500,326940000,1.917707,2.572275,0.32
"Tuesday, February 21, 2012",36.86,37.582,35.852,35.868,10964340,12847708400,0.04015263,0.008681,13127500,326940000,1.976255,2.650807,0.32
"Wednesday, February 22, 2012",37.208,37.65,36.758,36.758,6794640,12961483520,0.04015263,0.0086,13127500,326940000,1.994913,2.675833,0.32
"Thursday, February 23, 2012",37.464,37.892,36.4,37.116,9543420,13045180160,0.04015263,0.008541,13127500,326940000,2.008639,2.694244,0.32
"Friday, February 24, 2012",36.776,37.66,36.718,37.456,5951210,12820245440,0.04015263,0.008701,13127500,326940000,1.971751,2.644766,0.32
"Monday, February 27, 2012",37.826,37.959,36.25,36.57,9699955,13175575880,0.03743605,0.008459,12255815,327380000,2.030777,2.721108,0.32
"Tuesday, February 28, 2012",38.312,39.096,37.776,37.902,12929995,13334682560,0.03743605,0.008352,12255815,327380000,2.056869,2.75607,0.32
"Wednesday, February 29, 2012",37.2,38.692,36.95,38.538,13548135,12970636000,0.03743605,0.008602,12255815,327380000,1.997168,2.676076,0.32
"Thursday, March 01, 2012",37.846,37.942,36.98,37.864,8942185,13182123480,0.03743605,0.008455,12255815,327380000,2.03185,2.722547,0.32
"Friday, March 02, 2012",37.65,38.4,37.364,37.704,7566185,13117957000,0.03743605,0.008499,12255815,327380000,2.021328,2.708447,0.32
"Monday, March 05, 2012",35.596,37.16,35.24,36.94,15667070,12445518480,0.03743605,0.008989,12255815,327380000,1.911054,2.560688,0.32
"Tuesday, March 06, 2012",33.794,34.95,33.67,34.84,16499570,11855579720,0.03743605,0.009469,12255815,327380000,1.814309,2.431056,0.32
"Wednesday, March 07, 2012",35.168,35.52,34.136,34.408,12468510,12305399840,0.03743605,0.009099,12255815,327380000,1.888076,2.529899,0.32
"Thursday, March 08, 2012",36.6,36.7,35.59,35.9,10796765,12774208000,0.03743605,0.008743,12255815,327380000,1.964956,2.632913,0.32
"Friday, March 09, 2012",35.746,36.832,35.626,36.576,9706995,12494625480,0.03936772,0.008952,12888205,327380000,1.919107,2.571478,0.32
"Monday, March 12, 2012",36,36.502,35.696,35.696,7741875,12577780000,0.03936772,0.008888,12888205,327380000,1.932744,2.589751,0.32
"Tuesday, March 13, 2012",36.054,36.586,35.616,36.42,8056970,12595458520,0.03936772,0.008875,12888205,327380000,1.935643,2.593635,0.32
"Wednesday, March 14, 2012",36.3,36.374,35.674,35.918,6978880,12675994000,0.03936772,0.008815,12888205,327380000,1.94885,2.611332,0.32
"Thursday, March 15, 2012",36.23,36.8,36.02,36.448,6131090,12653077400,0.03936772,0.008832,12888205,327380000,1.945092,2.606296,0.32
"Friday, March 16, 2012",36.842,37.32,36.4,36.466,10975600,12853433960,0.03936772,0.008685,12888205,327380000,1.977948,2.650322,0.32
