Pricing Date,"CF Industries Holdings, Inc. (NYSE:CF) - Share Pricing","CF Industries Holdings, Inc. (NYSE:CF) - Day High Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Low Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Open Price","CF Industries Holdings, Inc. (NYSE:CF) - Volume","CF Industries Holdings, Inc. (NYSE:CF) - Total Enterprise Value","CF Industries Holdings, Inc. (NYSE:CF) - Short Interest as % of Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Dividend Yield","CF Industries Holdings, Inc. (NYSE:CF) - Shares Sold Short","CF Industries Holdings, Inc. (NYSE:CF) - Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Market Cap/Total Revenues","CF Industries Holdings, Inc. (NYSE:CF) - P/BV","CF Industries Holdings, Inc. (NYSE:CF) - Latest Annualized Dividend Per Share"
"Tuesday, August 14, 2007",11.48,11.699,11.094,11.45,10314250,2678045000,0.07044156,0.001393,19609170,278375000,1.477527,3.422295,0.016
"Wednesday, August 15, 2007",10.568,11.89,10.476,11.41,9011500,2424167000,0.07044156,0.001514,19609170,278375000,1.360149,3.150419,0.016
"Thursday, August 16, 2007",10.606,10.612,9.248,10.312,11333000,2434745250,0.07044156,0.001508,19609170,278375000,1.36504,3.161747,0.016
"Friday, August 17, 2007",10.912,11.958,10.302,10.632,13080250,2519928000,0.07044156,0.001466,19609170,278375000,1.404423,3.252969,0.016
"Monday, August 20, 2007",11.348,11.526,10.976,10.988,6434000,2641299500,0.07044156,0.001409,19609170,278375000,1.460538,3.382944,0.016
"Tuesday, August 21, 2007",11.52,11.868,11.228,11.348,5458500,2689180000,0.07044156,0.001388,19609170,278375000,1.482676,3.434219,0.016
"Wednesday, August 22, 2007",12.242,12.314,11.679,11.679,6887500,2890166750,0.07973927,0.001306,22197420,278375000,1.5756,3.649454,0.016
"Thursday, August 23, 2007",12.106,12.502,11.972,12.142,5370000,2852307750,0.07973927,0.001321,22197420,278375000,1.558096,3.608911,0.016
"Friday, August 24, 2007",12.634,12.634,12.04,12.18,3751000,2999289750,0.07973927,0.001266,22197420,278375000,1.626052,3.766313,0.016
"Monday, August 27, 2007",12.416,12.698,12.29,12.636,3369000,2938604000,0.07973927,0.001288,22197420,278375000,1.597995,3.701325,0.016
"Tuesday, August 28, 2007",11.59,12.376,11.402,12.24,6964500,2708666250,0.07973927,0.00138,22197420,278375000,1.491685,3.455087,0.016
"Wednesday, August 29, 2007",12.126,12.22,11.636,11.716,3642500,2857875250,0.07973927,0.001319,22197420,278375000,1.56067,3.614873,0.016
"Thursday, August 30, 2007",12.09,12.4,11.876,11.924,5487000,2847853750,0.07973927,0.001323,22197420,278375000,1.556037,3.604141,0.016
"Friday, August 31, 2007",12.666,12.786,12.358,12.46,4749000,3008197750,0.07973927,0.001263,22197420,278375000,1.630171,3.775852,0.016
"Tuesday, September 04, 2007",13.036,13.232,12.586,12.698,5676500,3111196500,0.07973927,0.001227,22197420,278375000,1.677792,3.886153,0.016
"Wednesday, September 05, 2007",13.22,13.24,12.594,12.92,5485500,3162417500,0.07973927,0.00121,22197420,278375000,1.701473,3.941005,0.016
"Thursday, September 06, 2007",13.094,13.32,12.826,13.222,4025500,3127342250,0.07973927,0.001221,22197420,278375000,1.685256,3.903443,0.016
"Friday, September 07, 2007",12.6,12.916,12.4,12.8,4702500,2989825000,0.07973927,0.001269,22197420,278375000,1.621676,3.756177,0.016
"Monday, September 10, 2007",12.424,12.8,12.028,12.704,4808500,2940831000,0.07973927,0.001287,22197420,278375000,1.599024,3.70371,0.016
"Tuesday, September 11, 2007",12.718,12.904,12.428,12.514,4019500,3022673250,0.07973927,0.001258,22197420,278375000,1.636864,3.791354,0.016
"Wednesday, September 12, 2007",12.244,12.784,12.182,12.694,5393500,2890723500,0.07973927,0.001306,22197420,278375000,1.575858,3.65005,0.016
"Thursday, September 13, 2007",12.618,12.74,12.256,12.35,4236500,2994835750,0.07973927,0.001268,22197420,278375000,1.623993,3.761543,0.016
"Friday, September 14, 2007",12.808,12.89,12.35,12.478,4171500,3047727000,0.07973927,0.001249,22197420,278375000,1.648447,3.818184,0.016
"Monday, September 17, 2007",13.142,13.3,12.802,12.812,6849500,3140704250,0.07973927,0.001217,22197420,278375000,1.691434,3.917752,0.016
"Tuesday, September 18, 2007",13.732,13.786,12.868,13.276,7438000,3304945500,0.07973927,0.001165,22197420,278375000,1.76737,4.093637,0.016
"Wednesday, September 19, 2007",13.958,14.512,13.544,13.86,7257000,3367858250,0.07973927,0.001146,22197420,278375000,1.796457,4.16101,0.016
"Thursday, September 20, 2007",13.9,14.188,13.796,13.96,12843000,3351712500,0.07973927,0.001151,22197420,278375000,1.788992,4.143719,0.016
