Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
8/21/2008,32.33,162.9911,10789379072,12432580,306.9226,32.5,31.622,31.5724,68.9803,50.3088,11069906944,0.3451,1.22,32.33,91.7125,0.2712,29.8894,,,,,,,,
8/22/2008,32.402,162.9734,10814031872,8775610,307.8288,32.942,32.301,31.62,70.6413,50.4561,11094560768,0.3416,1.2178,32.402,90.1348,0.2687,29.3753,,,,,,,,
8/25/2008,32.242,165.2442,10759246848,12371240,305.815,33.024,31.9,31.8002,59.9424,50.1148,11039775744,0.3529,1.2125,32.242,85.7985,0.2508,27.962,,,,,,,,
8/26/2008,31.014,166.0678,10338776064,27123890,290.3587,32.166,30.765,31.7863,21.8479,47.5605,10619303936,0.3442,1.2106,31.014,79.2427,0.2654,25.8255,,,,,,,,
8/27/2008,31.573,164.8816,10530179072,16479070,297.3946,31.943,30.95,31.7879,45.4985,48.7896,10810707968,0.345,1.211,31.573,79.1591,0.2624,25.7982,,,,,,,,
8/28/2008,31.654,164.8575,10557914112,11322200,298.4141,32.1,31.413,31.7047,48.8621,48.9689,10838441984,0.341,1.2075,31.654,80.2764,0.2566,26.1624,,,,,,,,
8/29/2008,31.372,165.0152,10461356032,8283250,294.8647,31.998,30.973,31.6318,36.9525,48.3591,10741884928,0.3448,1.2069,31.372,74.2953,0.2728,24.2131,,,,,,,,
9/2/2008,30.854,167.8548,10283991040,16811840,288.3449,32.2,30.657,31.6447,22.1063,47.2413,10564519936,0.3439,1.2081,30.854,77.2145,0.2792,25.1645,,,,,,,,
9/3/2008,29.325,169.1163,9760455680,30294620,269.1001,31.0935,28.967,31.4888,7.9552,44.1266,10040984576,0.3338,1.2093,29.325,82.6966,0.2795,26.9511,,,,,,,,
9/4/2008,27.114,171.7764,9003402240,33819088,241.2712,29.2,27.035,30.988,3.3306,40.1653,9283930112,0.3261,1.2227,27.114,82.5172,0.2781,26.8926,,,,,,,,
9/5/2008,27.066,171.7991,8986966016,30353520,240.6671,27.6,26.07,30.4616,3.2687,40.0845,9267494912,0.3239,1.2222,27.066,79.9415,0.2353,26.0532,,,,,,,,
9/8/2008,27.438,168.6893,9114340352,40602472,245.3493,28.88,26.5065,29.9652,20.4499,41.0357,9394869248,0.3141,1.219,27.438,77.976,0.2367,25.4126,,,,,,,,
9/9/2008,25.413,170.9596,8420973568,31813200,219.8615,27.863,25.201,29.2823,8.3459,37.6682,8701501440,0.3088,1.231,25.413,74.3907,0.2292,24.2442,,,,,,,,
9/10/2008,26.41,170.1256,8762349568,27072240,232.4103,26.765,25.5,28.8219,36.2238,40.1689,9042878464,0.3144,1.2329,26.41,89.1933,0.1239,29.0684,,,,,,,,
9/11/2008,28.252,169.5491,9393056768,38232768,255.5947,28.389,25.3645,28.4898,65.3942,44.4298,9673585664,0.3239,1.2403,28.252,84.7064,0.2166,27.6061,,,,,,,,
9/12/2008,28.201,169.5953,9375594496,32503550,254.9528,28.6,26.91,28.1445,64.1751,44.3394,9656123392,0.3247,1.2415,28.201,78.4551,0.2242,25.5688,,,,,,,,
9/15/2008,27.302,165.4239,9067773952,26290710,243.6375,28.387,26.807,27.7375,42.9867,42.7524,9348301824,0.3156,1.2246,27.302,76.7485,0.2208,25.0126,,,,,,,,
9/16/2008,26.649,165.576,8844184576,43348320,235.4185,27.887,26.2,27.317,31.6142,41.6328,9124712448,0.3035,1.215,26.649,77.9757,0.2259,25.4125,,,,,,,,
9/17/2008,25.446,166.5762,8432272896,35764208,220.2769,27,24.77,26.9291,18.2626,39.6535,8712801280,0.3061,1.2081,25.446,80.3343,0.2259,26.1812,,,,,,,,
9/18/2008,30.525,167.3913,10171340800,48581060,284.2039,30.525,23.612,27.2702,77.7559,50.029,10451868672,0.3349,1.2689,30.525,76.3466,0.2121,24.8816,0.0986,,,,,,,
9/19/2008,28.975,168.8511,9640614912,32321570,264.6948,31.13,28.05,27.4611,58.3232,47.4533,9921142784,0.3214,1.2244,28.975,67.6945,0.2268,22.0619,0.1083,,,,,,,
9/22/2008,26.863,168.7176,8917458944,20268420,238.112,29.349,26.56,27.4036,38.6041,44.2426,9197986816,0.3134,1.2338,26.863,60.3474,0.238,20.2336,,,8.2187,,3.2392,37.8468,,0
9/23/2008,26.35,168.9518,8741805056,23403840,231.6551,27.766,26.139,27.4973,34.3702,43.503,9022333952,0.3092,1.2323,26.35,59.4303,0.2346,19.9261,,,,,,,,
9/24/2008,26.727,168.6093,8870891520,21047260,236.4003,27.865,26.2,27.529,41.449,44.212,9151420416,0.3119,1.232,26.727,56.5415,0.2333,18.9576,,,,,,,,
9/25/2008,27.55,167.9693,9152690176,25335170,246.759,27.969,26.536,27.4588,56.7311,45.7495,9433218048,0.3122,1.2322,27.55,54.0534,0.2416,18.1233,,,,,,,,
9/26/2008,26.075,169.2599,8647644160,23589220,228.1938,26.739,25.464,27.2462,33.3385,43.5255,8928173056,0.3051,1.2322,26.075,55.3313,0.2233,18.5518,,,,,,,,
9/29/2008,23.12,169.8503,7635842048,44363740,191.0006,25.237,22.7,26.828,14.8891,39.5418,7916370432,0.3103,1.2303,23.12,51.8981,0.2156,17.4007,,,,,,,,
9/30/2008,24.823,168.7615,8164263936,36383248,212.4355,25.1,23.576,26.6454,42.4301,42.6701,8499483648,0.3127,1.2289,24.823,51.6512,0.2167,17.3179,,,,,,,,
10/1/2008,24.449,170.2399,8036205056,20181730,207.7281,25.253,23.825,26.5457,38.3429,42.1743,8371424768,0.3103,1.2293,24.449,49.9723,0.1733,16.755,,,,,,,,
10/2/2008,23.352,171.5784,7660588544,25878870,193.9207,24.841,23.003,25.8284,26.9296,40.7381,7995808256,0.3114,1.2273,23.352,51.8814,0.178,17.3951,,,,,,,,
10/3/2008,22.237,172.3438,7278808576,27863520,179.8867,24.3795,22.053,25.1546,18.5233,39.3298,7614028288,0.3131,1.2316,22.237,64.621,0.0856,21.6665,,,,,,,,
10/6/2008,22.768,168.0773,7460624896,42007500,186.5702,22.77,20.376,24.7451,33.3791,40.3458,7795844608,0.3291,1.2102,22.768,60.7372,0.0723,20.3643,,,,,,,,
10/7/2008,21.444,169.5447,7007282176,29997540,169.9056,23.369,21.251,24.2545,19.8456,38.6753,7342501888,0.3302,1.2041,21.444,55.1218,0.0697,18.4815,,,,,,,,
10/8/2008,21.331,169.654,6968590848,33452280,168.4833,22.8,20.675,23.7149,18.8663,38.5344,7303810560,0.3314,1.2035,21.331,54.9967,0.0931,18.4396,,,,,,,,
10/9/2008,20.618,170.0949,6724456960,23736560,159.5091,22.4,20.161,23.0217,12.8602,37.6396,7059676672,0.3403,1.1696,20.618,58.2137,0.1114,19.5182,,,,,,,,
10/10/2008,21.375,168.0553,6983656448,41678072,169.0371,21.553,19.8,22.5517,42.1764,39.1905,7318876160,0.347,1.1656,21.375,61.6998,0.1091,20.687,,,,,,,,
10/13/2008,26.605,171.7719,8713933824,53094088,234.8647,27.148,22.023,22.9002,87.1116,48.3683,9049153536,0.3808,1.2379,26.605,60.3457,0.1091,20.233,,,,,,,,
10/14/2008,25.025,173.0509,8233429504,33174790,214.978,27.483,24.7,22.9204,64.4245,46.1897,8568649216,0.3708,1.2397,25.025,60.4574,0.0828,20.2705,,,,,,,,
10/15/2008,22.72,176.578,7444189184,29404960,185.966,25,22.403,22.7475,41.037,43.2497,7779408896,0.3747,1.2256,22.72,51.5923,0.0585,17.2981,,,,,,,,
10/16/2008,22.63,176.633,7413372928,41101152,184.8332,22.857,20.502,22.6753,40.1826,43.1387,7748592640,0.3604,1.2097,22.63,46.4747,0.076,15.5823,,,,,,,,
10/17/2008,23.952,175.6906,7866030592,37018832,201.4726,24.758,21.825,22.8468,58.993,45.2714,8201250304,0.3747,1.2075,23.952,43.5569,0.0667,14.604,,,,,,,,
10/20/2008,25.438,178.5093,8374842368,31571080,220.1762,25.697,24.204,23.1138,73.2017,47.5584,8710062080,0.3699,1.2062,25.438,50.8195,0.0475,17.039,,,,,,,,
10/21/2008,24.867,178.7801,8179329536,23187810,212.9893,26,24.3139,23.4561,61.016,46.7813,8514549248,0.3731,1.2039,24.867,51.4674,0.0522,17.2563,,,,,,,,
10/22/2008,24.909,176.5714,8193710592,43203620,213.5179,25.8565,23.745,23.8139,61.7191,46.8474,8528930304,0.3858,1.1786,24.909,51.7843,0.0519,17.3625,,,,,,,,
10/23/2008,21.254,184.2525,6942225920,66917752,167.5142,24.033,20.6,23.8775,18.4001,42.1369,7277445120,0.3514,1.1666,21.254,50.0333,0.0729,16.7754,,,,,,,,
10/24/2008,19.122,187.9128,6212221440,38558192,140.6797,19.998,17.633,23.6522,11.3995,39.7265,6547441152,0.3485,1.1778,19.122,49.7122,0.0686,16.6678,,,,,,,,
10/27/2008,17.9,194.4118,5793804288,27489380,125.2989,19.2,17.85,22.7817,8.5897,38.4232,6129024000,0.3349,1.1848,17.9,56.9553,0.0545,19.0963,0.0209,,,,,,,
10/28/2008,20.895,193.8354,6819302912,39914800,162.9956,20.998,18.265,22.3687,52.0446,43.1516,7154522624,0.3265,1.1982,20.895,52.7661,0.0601,17.6917,,,,,,,,
10/29/2008,21.192,193.4801,6920996864,35660352,166.7338,22.378,20.304,22.2159,55.2117,43.5959,7256216576,0.3314,1.1969,21.192,50.8016,0.056,17.033,,,,,,,,
10/30/2008,21.36,193.0549,6978520576,30706240,168.8483,22.587,21.015,22.0889,57.5883,43.8527,7313740288,0.3254,1.1932,21.36,52.8797,0.0401,17.7298,,,,,,,,
10/31/2008,20.6,194.0201,6718293504,22824670,159.2826,21.2575,20.017,21.7537,42.3423,42.9379,7053513216,0.3321,1.189,20.6,51.2181,0.0299,17.1727,,,,,,,,
11/3/2008,20.472,196.1164,6674466304,23615870,157.6715,21.559,20.208,21.2571,39.6878,42.7824,7009686016,0.331,1.1883,20.472,46.2241,0.0049,15.4983,,,,,,,,
11/4/2008,23.462,194.6895,7698252800,47866460,195.3052,23.975,20.614,21.1166,81.1323,47.3867,8033472512,0.3498,1.2059,23.462,44.3809,0.0015,14.8803,,,,,,,,
11/5/2008,21.729,197.6112,7104867328,29235340,173.4928,23.084,21.627,20.7986,50.7896,45.2056,7440087040,0.3483,1.208,21.729,46.0516,0.0364,15.4404,,,,,,,,
11/6/2008,20.966,198.7279,6843613696,27658220,163.8892,21.891,20.33,20.7698,40.7298,44.2774,7178832896,0.3531,1.2018,20.966,43.3522,0.0435,14.5354,,,,,,,,
11/7/2008,21.8,196.5769,7129178112,27291050,174.3864,22.295,21.216,21.0376,55.2593,45.5418,7464397824,0.3423,1.2009,21.8,32.5083,0.0171,10.8995,,,,,,,,
11/10/2008,21.128,195.5368,6899082752,27435580,165.9283,22.8,20.378,21.3604,42.629,44.6964,7234302464,0.3354,1.2017,21.128,31.2042,0.0041,10.4623,,,,,,,,
11/11/2008,19.083,199.9318,6155477504,46525440,140.1888,20.5,18.686,21.1792,20.8624,42.2287,6490697216,0.3087,1.2077,19.083,27.1208,0.0262,9.0932,,,,,,,,
11/12/2008,18.299,198.4989,5930423296,37476600,130.321,19.502,18.05,20.8899,16.1271,41.3238,6265643008,0.3128,1.2023,18.299,26.7822,0.001,8.9797,,,,,,,,
11/13/2008,18.987,197.6523,6165996544,62857680,138.9805,19,16.2,20.6526,35.4218,42.4434,6501216256,0.3,1.1854,18.987,27.3513,0.0144,9.1705,,,,,,,,
11/14/2008,17.889,199.4768,5790037504,32533440,125.1605,19.373,17.75,20.3815,22.8423,41.1472,6125257216,0.303,1.1873,17.889,27.9207,0.0472,9.3614,,,,,,,,
11/17/2008,13.409,225.064,4256069632,125625344,68.7728,16.5,13.051,19.6752,7.1978,36.4489,4591289344,0.2508,1.2102,13.409,30.0702,0.0726,10.0821,,,,,,,,
11/18/2008,12.876,226.0822,4079674368,88624864,62.0642,14.059,12.15,18.6166,6.4139,35.9437,4414894080,0.2391,1.2077,12.876,34.6154,0.0667,11.606,,,,,,,,
11/19/2008,11.174,233.0439,3496096512,83583424,40.6419,13.322,11.1,17.5611,4.215,34.3703,3831315968,0.2302,1.2213,11.174,33.0238,0.0502,11.0724,,,,,,,,
11/20/2008,11.035,233.5023,3448436480,61835272,38.8924,12.094,10.555,16.568,4.0451,34.2436,3783656192,0.2418,1.2013,11.035,28.4373,0.0725,9.5346,,,,,,,,
11/21/2008,11.269,232.7352,3528669696,43981712,41.8376,11.8,10.621,15.5149,12.9091,34.6629,3863889408,0.217,1.1846,11.269,28.9659,0.0721,9.7118,,,,,,,,
11/24/2008,11.513,234.7067,3612332032,34517460,44.9087,11.85,10.917,14.5534,23.9038,35.1092,3947551744,0.2068,1.1689,11.513,27.7716,0.0685,9.3114,,,,,,,,
11/25/2008,12.403,232.7483,3917493248,40331352,56.1108,12.83,11.701,13.8854,54.992,36.7397,4252712960,0.2295,1.1684,12.403,27.9004,0.0697,9.3546,,,,,,,,
11/26/2008,14.275,230.8037,4559360512,47535632,79.6728,14.491,12.097,13.483,80.3369,40.0191,4894580224,0.2517,1.1829,14.275,26.6745,0.059,8.9436,,,,,,,,
11/28/2008,13.588,231.8374,4323803136,22846950,71.0258,14.195,12.665,12.9431,61.3265,39.2467,4659022848,0.2371,1.1802,13.588,28.6954,0.0579,9.6212,,,,,,,,
12/1/2008,11.631,244.1023,3652791552,42432392,46.394,12.5,11.38,12.3173,30.4937,37.1347,3988011264,0.23,1.1898,11.631,26.594,0.0524,8.9166,,,,,,,,
12/2/2008,11.857,243.1575,3730281984,41146152,49.2385,12.141,11.4,12.1621,36.0622,37.5362,4065501696,0.2186,1.1841,11.857,25.4204,0.0405,8.5231,,,,,,,,
12/3/2008,11.367,244.7466,3562271744,41525460,43.0711,12.169,10.71,12.0112,28.6083,37.006,3897491456,0.2026,1.1767,11.367,27.1333,0.044,9.0974,,,,,,,,
12/4/2008,11.453,244.571,3591759360,34145408,44.1536,11.9863,11.182,12.0391,32.2926,37.1672,3926979072,0.2105,1.1723,11.453,27.711,0.047,9.2911,,,,,,,,
12/5/2008,10.91,246.2855,3405576704,53217528,37.3191,11.347,10.28,12.0266,21.6909,36.5564,3740796416,0.1778,1.1585,10.91,28.7014,0.0733,9.6232,,,,,,,,
12/8/2008,11.795,253.398,3709023488,72314304,48.4581,12.435,11.327,12.0792,56.5581,38.2669,4044243200,0.187,1.1621,11.795,32.078,0.0593,10.7553,,,,,,,,
12/9/2008,10.936,256.3132,3414491392,70362176,37.6463,12.495,10.705,12.0215,34.3139,37.2582,3749711104,0.1776,1.1657,10.936,32.89,0.0676,11.0275,,,,,,,,
12/10/2008,10.454,258.0853,3249224448,59410752,31.5796,11.248,10.05,11.8266,25.78,36.6968,3584444160,0.1652,1.163,10.454,31.7545,0.0663,10.6468,,,,,,,,
12/11/2008,11.13,256.1953,3481009664,123038328,40.0881,12.1,10.78,11.5121,51.2737,38.0512,3816229376,0.1837,1.1533,11.13,31.8166,0.0693,10.6676,,,,,,,,
12/12/2008,11.4,255.3788,3573586688,42282420,43.4865,11.65,10.7,11.2933,59.5897,38.594,3908806400,0.1864,1.1537,11.4,29.9415,0.0689,10.0389,,,,,,,,
12/15/2008,11.809,271.4807,3713823744,38576032,48.6344,11.989,11.15,11.3111,70.8816,39.4258,4049043456,0.2082,1.1526,11.809,30.3999,0.0791,10.1927,,,,,,,,
12/16/2008,13.2,268.8458,4190766848,63799800,66.1422,13.349,12.658,11.4454,87.9949,42.1813,4525986304,0.2175,1.1622,13.2,30.0737,0.074,10.0833,,,,,,,,
12/17/2008,13.55,267.5381,4310773760,49050520,70.5475,14.245,12.705,11.6637,90.1744,42.8579,4645993472,0.2246,1.1611,13.55,30.0988,0.0722,10.0917,,,,,,,,
12/18/2008,13.069,268.9418,4145849856,30908310,64.4934,14.044,12.952,11.8253,65.6172,42.1566,4481069568,0.2224,1.1619,13.069,29.6001,0.0705,9.9245,,,,,,,,
12/19/2008,13.107,268.8634,4158879232,20722740,64.9717,13.401,12.951,12.045,66.6922,42.2338,4494098944,0.2244,1.162,13.107,30.8098,0.0436,10.3301,,,,,,,,
12/22/2008,12.307,284.0294,3884577024,23146830,54.9025,13.236,12.14,12.0962,33.56,41.0401,4219796480,0.221,1.1641,12.307,29.5591,0.0451,9.5486,,,9.0489,,3.2451,31.9986,38.9254,0
12/23/2008,12.5,283.022,3950752256,19991240,57.3317,12.6,12.15,12.2526,43.6842,41.4531,4285971968,0.2293,1.1636,12.5,30.6956,0.0452,9.9157,,,,,,,,
12/24/2008,12.372,282.8361,3906863872,8368220,55.7206,12.65,12.312,12.4444,37.9338,41.2548,4242083584,0.2253,1.1632,12.372,31.2652,0.0487,10.0997,,,,,,,,
12/26/2008,12.389,282.8014,3912692992,3540970,55.9346,12.55,12.25,12.5703,39.5198,41.2934,4247912448,0.2238,1.163,12.389,30.7848,0.0446,9.9445,,,,,,,,
12/29/2008,12.185,291.8079,3842745856,12331180,53.3669,12.696,12.01,12.6488,27.0687,40.9595,4177965568,0.2227,1.1629,12.185,28.8844,0.044,9.3306,,,,,,,,
12/30/2008,12.693,290.148,4016927744,14094730,59.7609,12.695,12.2,12.7372,66.4967,42.1642,4352147456,0.2076,1.1638,12.693,28.2664,0.0364,9.131,,,,,,,,
12/31/2008,13.057,289.0411,4086739456,15658340,64.3424,13.194,12.651,12.7229,78.8096,43.026,4476955136,0.2094,1.1642,13.057,27.3543,0.0307,8.8364,,,,,,,,
1/2/2009,13.541,287.952,4252692480,16570630,70.4342,13.6,13.004,12.722,87.7724,44.1702,4642907648,0.2085,1.1638,13.541,25.8899,0.0296,8.3633,,,,,,,,
1/5/2009,13.784,289.897,4336011776,24138080,73.4928,13.998,13.015,12.7935,90.7264,44.7466,4726226944,0.2121,1.1629,13.784,26.2011,0.026,8.4638,,,,,,,,
1/6/2009,13.573,290.0302,4263664384,27668260,70.837,13.9396,13.337,12.8401,69.0116,44.3354,4653879808,0.2085,1.1622,13.573,24.9167,0.0262,8.0489,,,,,,,,
1/7/2009,12.734,293.0459,3975990016,20095900,60.2769,13.216,12.502,12.8828,28.4284,42.7209,4366205440,0.2035,1.1648,12.734,24.8427,0.0246,8.025,,,,,,,,
1/8/2009,12.465,293.941,3883756032,22422600,56.8911,12.6,12.03,12.8793,22.1609,42.211,4273971200,0.198,1.1645,12.465,26.313,0.0366,8.5,,,,,,,,
1/9/2009,12.064,295.3084,3746262016,14846080,51.8439,12.693,11.872,12.8485,14.8435,41.4482,4136477184,0.1939,1.165,12.064,24.8795,0.0466,8.0369,,,,,,,,
1/12/2009,11.41,304.6792,3522019840,16519890,43.6123,12.199,11.35,12.7506,8.2109,40.2219,3912235264,0.1911,1.1675,11.41,25.1731,0.0534,8.1318,,,,,,,,
1/13/2009,11.55,303.6981,3570022656,26000510,45.3745,11.973,11.392,12.6871,19.7282,40.611,3960238080,0.1889,1.1675,11.55,25.5199,0.0588,8.2438,,,,,,,,
1/14/2009,10.975,305.9849,3372868096,28598620,38.1372,11.66,10.714,12.5153,11.1269,39.518,3763083520,0.1871,1.1686,10.975,25.4217,0.0517,8.2121,0.4518,,,,,,,
1/15/2009,10.944,305.1125,3362238720,30276200,37.747,11.275,10.5,12.304,10.7479,39.4588,3752454144,0.1859,1.1685,10.944,26.2438,0.0605,8.4776,,,,,,,,
1/16/2009,11.59,301.779,3583737856,29524160,45.8779,11.666,11.019,12.1089,56.7698,41.3536,3973953280,0.1955,1.1699,11.59,26.1825,0.0565,8.4578,,,,,,,,
1/20/2009,10.965,314.1853,3369439232,25580730,38.0113,11.548,10.922,11.827,32.4711,40.0976,3759654656,0.2052,1.1681,10.965,28.8491,0.0547,9.3192,,,,,,,,
1/21/2009,11.092,313.1308,3412984832,28107460,39.6098,11.45,10.807,11.5789,40.2643,40.4776,3803200000,0.1954,1.1615,11.092,29.2117,0.0543,9.4364,,,,,,,,
1/22/2009,11.253,312.4553,3468188160,27260000,41.6362,11.45,10.921,11.4308,51.0143,40.9687,3858403328,0.2014,1.1601,11.253,29.2413,0.0577,9.4459,,,,,,,,
1/23/2009,11.195,309.1117,3448301056,31530180,40.9062,11.429,10.7,11.3038,46.4931,40.8431,3838516480,0.1964,1.1596,11.195,28.5124,0.0652,9.2105,,,,,,,,
1/26/2009,11.557,327.0917,3572422912,26985110,45.4626,11.93,11.294,11.2531,70.7569,41.9913,3962638336,0.2032,1.1605,11.557,28.3989,0.0708,9.1738,,,,,,,,
1/27/2009,11.53,326.6115,3563165184,18477700,45.1227,11.9,11.316,11.2651,67.3404,41.9285,3953380608,0.1997,1.1598,11.53,29.2434,0.0807,9.4466,,,,,,,,
1/28/2009,12.716,322.6033,3969818112,45960312,60.0503,12.998,11.809,11.3817,92.1893,45.6233,4360033792,0.2122,1.1665,12.716,28.4103,0.0725,9.1775,,,,,,,,
1/29/2009,12.864,321.9299,4020564224,33239430,61.9132,13.176,12.5,11.5706,93.163,46.0662,4410779648,0.2217,1.1611,12.864,28.2536,0.0685,9.1269,,,,,,,,
1/30/2009,12.877,320.1275,4025021440,19772670,62.0768,13.251,12.8,11.7639,93.2735,46.1061,4415237120,0.2276,1.1593,12.877,31.8891,0.105,10.3013,,,,,,,,
2/2/2009,12.552,348.0012,3913586176,20350330,57.9862,12.94,12.323,11.8601,58.0784,45.2407,4303801856,0.2342,1.1604,12.552,29.6527,0.1087,9.5788,,,,,,,,
2/3/2009,12.517,347.5412,3901585664,18100220,57.5456,12.75,12.225,12.0153,54.7417,45.1463,4291800832,0.2353,1.159,12.517,30.3403,0.1116,9.8009,,,,,,,,
2/4/2009,12.9,345.2333,4032907776,24417390,62.3663,13.425,12.604,12.1961,76.7073,46.4122,4423122944,0.2427,1.1582,12.9,29.9318,0.1061,9.669,,,,,,,,
2/5/2009,12.529,344.1549,3905700096,24702000,57.6967,12.783,12.274,12.3237,44.9844,45.3631,4295915520,0.2321,1.1553,12.529,29.0629,0.1121,9.3883,,,,,,,,
2/6/2009,12.461,344.4884,3882384384,31852070,56.8408,12.66,12,12.4503,40.3918,45.1695,4272599808,0.2226,1.1517,12.461,27.755,0.1381,8.9658,,,,,,,,
2/9/2009,14.057,361.272,4429617152,43515592,76.9289,14.188,12.901,12.7003,87.0255,50.3174,4819832832,0.246,1.1523,14.057,29.0435,0.1535,9.382,,,,,,,,
2/10/2009,13.084,366.0129,4095997184,26145110,64.6822,14.146,13.023,12.8557,50.7311,47.5046,4486212608,0.2449,1.154,13.084,30.062,0.1636,9.711,,,,,,,,
2/11/2009,13.386,364.508,4199546368,17034300,68.4833,13.732,13.1561,12.9227,58.7421,48.4302,4589761536,0.2471,1.1543,13.386,30.9023,0.1723,9.9825,,,,,,,,
2/12/2009,13.2,364.428,4135771136,18500670,66.1422,13.2732,12.7,12.9563,51.0706,47.8922,4525986304,0.2434,1.1541,13.2,29.8743,0.1599,9.6504,,,,,,,,
2/13/2009,12.82,365.7375,4005477632,13522620,61.3593,13.194,12.75,12.9506,36.4734,46.7935,4395693056,0.2481,1.1558,12.82,32.3746,0.1531,10.4581,,,,,,,,
2/17/2009,12.235,384.331,3804893952,23097480,53.9962,12.497,11.965,12.9189,21.9715,45.1442,4195109376,0.2661,1.155,12.235,32.6018,0.1571,10.5315,,,,,,,,
2/18/2009,12.809,423.3864,4001705984,28067860,61.2209,13.01,12.335,12.9481,50.7765,47.0389,4391921152,0.2752,1.155,12.809,33.1088,0.1627,10.6953,,,,,,,,
2/19/2009,13.257,421.4213,4155315200,44539992,66.8597,13.9,13.183,12.9838,65.6305,48.4758,4545530368,0.2843,1.1534,13.257,33.6477,0.1659,10.8694,,,,,,,,
2/20/2009,13.627,418.0714,4282179840,33321440,71.5167,13.898,12.816,13.0936,74.9829,49.6431,4672395264,0.2918,1.1521,13.627,31.1569,0.174,10.0647,,,,,,,,
2/23/2009,13.176,441.2956,4127542016,16500630,65.8401,14.029,13.112,13.1651,50.0712,48.2644,4517757440,0.2858,1.1517,13.176,32.8087,0.1942,10.5983,,,,,,,,
2/24/2009,14.276,433.8322,4504707584,29773020,79.6853,14.525,12.977,13.187,77.4637,51.6524,4894922752,0.2906,1.1557,14.276,35.7067,0.1985,11.5345,,,,,,,,
2/25/2009,14.376,433.2181,4538995200,29840150,80.944,14.8,14.022,13.3162,79.0323,51.9483,4929210880,0.2939,1.1552,14.376,36.6448,0.1909,11.8375,,,,,,,,
2/26/2009,14.594,430.3607,4613742592,25580830,83.6879,15.3,14.505,13.437,82.92,52.6026,5003958272,0.2999,1.1537,14.594,35.6224,0.1765,11.5073,,,,,,,,
2/27/2009,14.832,428.9565,4695347712,22551520,86.6834,15.245,14.089,13.6002,86.8981,53.3204,5085562880,0.3119,1.1484,14.832,35.1823,0.1863,11.3651,,,,,,,,
3/2/2009,13.722,449.6055,4314753024,23001560,72.7124,14.7113,13.626,13.6904,33.0486,49.6897,4704968704,0.3128,1.1503,13.722,37.8002,0.1923,12.2107,,,,,,,,
3/3/2009,14.459,444.8972,4567454208,21202720,81.9887,14.7,13.857,13.9128,58.5998,51.9376,4957669376,0.3273,1.1489,14.459,38.1565,0.1937,12.3258,,,,,,,,
3/4/2009,15.732,438.3102,5003937792,38340848,98.0113,16.35,15.17,14.2051,79.1832,55.4911,5394152960,0.339,1.1532,15.732,38.4243,0.1984,12.4123,,,,,,,,
3/5/2009,16.151,436.034,5147603456,31458570,103.2851,16.492,15.8,14.4945,83.2859,56.584,5537818624,0.3523,1.1436,16.151,39.1592,0.2022,12.6497,,,,,,,,
3/6/2009,15.702,438.5178,4993651200,21375490,97.6337,16.36,15.11,14.702,63.2488,55.0845,5383866368,0.3408,1.1421,15.702,36.5923,0.1962,11.8206,,,,,,,,
3/9/2009,15.508,444.6154,4927133184,16705480,95.1919,16.335,15.278,14.9352,54.7171,54.4397,5317348352,0.3469,1.1423,15.508,39.776,0.1979,12.849,,,,,,,,
3/10/2009,16.659,438.282,5321785344,23589320,109.679,16.792,15.95,15.1735,79.4211,57.4937,5712000512,0.3465,1.1411,16.659,39.6707,0.1941,12.815,,,,,,,,
3/11/2009,16.818,436.0892,5376302592,27056490,111.6803,17.21,16.05,15.4177,81.5112,57.897,5766518272,0.3471,1.1411,16.818,39.6778,0.1969,12.8173,,,,,,,,
3/12/2009,16.94,435.4733,5418134016,17620930,113.2159,17.095,16.358,15.6523,83.4462,58.2117,5808349184,0.3372,1.1354,16.94,39.6754,0.2018,12.8165,,,,,,,,
3/13/2009,17.266,433.0203,5529911808,17460200,117.3191,17.625,16.7,15.8957,88.3382,59.0577,5920127488,0.3413,1.1348,17.266,41.3839,0.2163,13.3684,,,,,,,,
3/16/2009,16.134,444.2996,5141774336,25795050,103.0711,17.175,16.082,16.1369,34.789,55.0541,5531990016,0.3386,1.1361,16.134,42.6539,0.2286,13.7786,,,,,,,,
3/17/2009,17.54,437.7156,5623860736,26739820,120.7678,17.58,15.8,16.445,69.3754,58.6554,6014075904,0.3498,1.1408,17.54,41.6424,0.2191,13.4519,,,,,,,,
3/18/2009,17.5,437.9522,5610145280,22689940,120.2643,17.589,16.9702,16.6218,67.8399,58.5174,6000360960,0.3434,1.1388,17.5,42.227,0.2173,13.6407,,,,,,,,
3/19/2009,17.519,432.335,5616659968,11752960,120.5035,17.8,17.1832,16.7586,68.3392,58.5653,6006875648,0.346,1.1383,17.519,41.5049,0.2164,13.4075,,,,,,,,
