Pricing Date,3M Company (NYSE:MMM) - Share Pricing,3M Company (NYSE:MMM) - Day High Price,3M Company (NYSE:MMM) - Day Low Price,3M Company (NYSE:MMM) - Day Open Price,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding,3M Company (NYSE:MMM) - Latest Annualized Dividend Per Share
Nov-24-2010,84.66,84.81,84.08,84.49,3859150,60753962940,2.32099500,3.90350600,7267611,0.024805,0.01016650,2.10
Nov-26-2010,84.40,85.07,83.92,84.46,1661261,60568099600,2.31386700,3.89151800,7267611,0.024881,0.01016650,2.10
Nov-29-2010,84.22,84.38,83.00,83.70,3589925,60439424980,2.30893200,3.88321900,7267611,0.024934,0.01016650,2.10
Nov-30-2010,83.98,84.30,83.03,83.25,3463696,60267858820,2.30235300,3.87215300,7267611,0.025005,0.01016650,2.10
Dec-01-2010,86.05,86.73,85.40,85.42,5153681,61747616950,2.35910300,3.96759700,7267611,0.024404,0.01016650,2.10
Dec-02-2010,86.51,87.13,86.15,86.24,4259664,62076452090,2.37171400,3.98880600,7267611,0.024274,0.01016650,2.10
Dec-03-2010,86.94,87.24,85.81,86.06,2911458,62383841460,2.38350300,4.00863300,7267611,0.024154,0.01016650,2.10
Dec-06-2010,86.88,87.42,86.62,87.00,3165513,62340949920,2.38185800,4.00586600,7267611,0.024171,0.01016650,2.10
Dec-07-2010,84.19,87.07,83.81,86.68,10361730,60417979210,2.30811000,3.88183600,7267611,0.024943,0.01016650,2.10
Dec-08-2010,84.68,84.82,83.23,83.23,5146773,60768260120,2.32154400,3.90442900,7267611,0.024799,0.01016650,2.10
Dec-09-2010,84.11,85.05,83.72,84.98,3598277,60360790490,2.30591700,3.87814700,7643357,0.024967,0.01069212,2.10
Dec-10-2010,84.32,84.42,83.75,84.35,4453235,60510910880,2.31167400,3.88783000,7643357,0.024905,0.01069212,2.10
Dec-13-2010,85.30,85.72,84.43,84.54,4265210,61211472700,2.33854100,3.93301600,7643357,0.024618,0.01069212,2.10
Dec-14-2010,85.84,85.91,85.02,85.23,2873898,61597496560,2.35334500,3.95791400,7643357,0.024464,0.01069212,2.10
Dec-15-2010,85.81,87.00,85.45,85.84,4760391,61576050790,2.35252300,3.95653100,7643357,0.024472,0.01069212,2.10
Dec-16-2010,86.40,86.58,85.15,85.89,2670589,61997817600,2.36869800,3.98373400,7643357,0.024305,0.01069212,2.10
Dec-17-2010,86.37,86.65,85.90,86.39,3657173,61976371830,2.36787600,3.98235100,7643357,0.024313,0.01069212,2.10
Dec-20-2010,87.34,87.82,86.11,86.60,4002506,62669785060,2.39446900,4.02707600,7643357,0.024043,0.01069212,2.10
Dec-21-2010,86.53,87.60,86.23,87.52,3266770,62090749270,2.37226200,3.98972800,7643357,0.024269,0.01069212,2.10
Dec-22-2010,86.72,86.90,85.83,86.41,2396791,62226572480,2.37747100,3.99848900,7643357,0.024215,0.01069212,2.10
Dec-23-2010,86.47,86.86,86.23,86.79,1890335,62047857730,2.37061700,3.98696200,7643357,0.024285,0.01069212,2.10
Dec-27-2010,87.01,87.25,86.00,86.38,1585444,62433881590,2.38542200,4.01186000,5800775,0.024135,0.00811457,2.10
Dec-28-2010,86.74,87.42,86.44,87.01,1769915,62240869660,2.37801900,3.99941100,5800775,0.024210,0.00811457,2.10
Dec-29-2010,86.76,87.20,86.55,86.84,1666804,62255166840,2.37856800,4.00033300,5800775,0.024204,0.00811457,2.10
Dec-30-2010,86.54,87.03,86.37,86.78,1502884,62097897860,2.37253600,3.99019000,5800775,0.024266,0.00811457,2.10
Dec-31-2010,86.30,86.98,86.01,86.53,1791416,61926331700,2.36595700,3.97912400,5800775,0.024333,0.00811457,2.10
Jan-03-2011,86.79,87.33,86.74,86.75,2632781,62276612610,2.37939000,4.00171700,5800775,0.024196,0.00811457,2.10
Jan-04-2011,86.67,87.28,86.28,87.00,2644054,62190829530,2.37610000,3.99618400,5800775,0.024229,0.00811457,2.10
Jan-05-2011,86.67,87.90,86.12,86.29,4081543,62190829530,2.37610000,3.99618400,5800775,0.024229,0.00811457,2.10
Jan-06-2011,86.14,87.19,85.63,86.86,3453076,61811954260,2.36157000,3.97174600,5800775,0.024378,0.00811457,2.10
Jan-07-2011,86.23,87.31,85.95,86.55,3355467,61876291570,2.36403800,3.97589600,5800775,0.024353,0.00811457,2.10
Jan-10-2011,87.15,87.33,85.72,85.72,3475188,62533961850,2.38926000,4.01831500,5800775,0.024096,0.00811457,2.10
Jan-11-2011,87.74,88.34,87.33,87.33,3025965,62955728660,2.40543500,4.04551900,5711560,0.023934,0.00798977,2.10
Jan-12-2011,88.66,88.76,87.92,88.02,2732857,63613398940,2.43065700,4.08793900,5711560,0.023685,0.00798977,2.10
Jan-13-2011,88.04,88.87,87.76,88.47,2351899,63170186360,2.41366000,4.05935200,5711560,0.023852,0.00798977,2.10
Jan-14-2011,88.10,88.11,87.45,87.74,2094220,63213077900,2.41530500,4.06211800,5711560,0.023836,0.00798977,2.10
Jan-18-2011,88.14,88.50,87.71,87.84,2323974,63241672260,2.41640100,4.06396200,5711560,0.023825,0.00798977,2.10
Jan-19-2011,87.96,88.74,87.66,88.25,2302202,63112997640,2.41146600,4.05566300,5711560,0.023874,0.00798977,2.10
Jan-20-2011,88.04,88.38,87.25,87.86,2167996,63170186360,2.41366000,4.05935200,5711560,0.023852,0.00798977,2.10
Jan-21-2011,89.29,89.39,88.37,88.66,3911376,64063760110,2.44792900,4.11698700,5711560,0.023518,0.00798977,2.10
Jan-24-2011,90.32,90.50,89.06,89.21,6321634,64800064880,2.47616700,4.16447800,5711560,0.023250,0.00798977,2.10
Jan-25-2011,88.50,89.50,87.20,89.40,7480949,64239021500,2.37285300,3.93394600,5711560,0.023728,0.00798977,2.10
Jan-26-2011,89.57,89.72,88.43,88.58,4097853,64745869460,2.39186300,3.98150900,5587265,0.023445,0.00784752,2.10
Jan-27-2011,89.19,90.29,89.02,89.20,3282353,64475317820,2.38171600,3.96461700,5587265,0.023545,0.00784752,2.10
Jan-28-2011,87.44,89.69,87.25,89.43,4927754,63229356320,2.33498400,3.88682700,5587265,0.024016,0.00784752,2.10
Jan-31-2011,87.92,88.19,87.31,87.93,4116491,63571105760,2.34780200,3.90816400,5587265,0.023885,0.00784752,2.10
Feb-01-2011,87.79,88.30,87.44,88.02,3995188,63478548620,2.34433000,3.90238500,5587265,0.023920,0.00784752,2.10
Feb-02-2011,87.75,88.45,87.68,87.68,2892511,63450069500,2.34326200,3.90060700,5587265,0.023931,0.00784752,2.10
Feb-03-2011,87.95,88.27,87.55,87.82,1982901,63592465100,2.34860300,3.90949800,5587265,0.023877,0.00784752,2.10
Feb-04-2011,88.29,88.39,87.65,87.92,1973857,63834537620,2.35768200,3.92461100,5587265,0.023785,0.00784752,2.10
Feb-07-2011,88.79,89.25,87.81,88.17,2621662,64190526620,2.37103400,3.94683700,5587265,0.023651,0.00784752,2.10
Feb-08-2011,89.47,89.50,88.78,88.97,2709539,64674671660,2.38919300,3.97706400,5587265,0.024589,0.00784752,2.20
Feb-09-2011,90.78,90.84,89.65,89.67,4786503,65607362840,2.42417500,4.03529500,4914880,0.024234,0.00690313,2.20
Feb-10-2011,90.46,90.68,89.96,90.24,2787469,65379529880,2.41563000,4.02107100,4914880,0.024320,0.00690313,2.20
Feb-11-2011,91.80,91.95,90.06,90.34,3410002,66333580400,2.45141300,4.08063500,4914880,0.023965,0.00690313,2.20
Feb-14-2011,91.90,92.30,91.72,91.72,3418920,66404778200,2.45408300,4.08508000,4914880,0.023939,0.00690313,2.20
Feb-15-2011,92.00,92.14,91.00,91.52,2971859,66475976000,2.45675400,4.08952600,4914880,0.023913,0.00690313,2.20
Feb-16-2011,92.33,92.95,91.45,91.46,3906440,67155047980,2.46497000,4.19695400,4914880,0.023827,0.00690480,2.20
Feb-17-2011,92.73,92.96,92.02,92.14,3134112,67439770380,2.47564900,4.21513600,4914880,0.023724,0.00690480,2.20
Feb-18-2011,92.96,92.97,92.05,92.73,3435166,67603485760,2.48179000,4.22559100,4914880,0.023666,0.00690480,2.20
Feb-22-2011,92.00,93.65,91.82,92.73,5032395,66920152000,2.45616000,4.18195300,4914880,0.023913,0.00690480,2.20
Feb-23-2011,90.26,92.58,89.87,92.57,5361408,65681609560,2.40970700,4.10286000,4914880,0.024374,0.00690480,2.20
Feb-24-2011,90.03,90.73,89.27,90.43,3996068,65517894180,2.40356600,4.09240500,4914880,0.024436,0.00690480,2.20
Feb-25-2011,90.25,90.67,89.69,89.75,2859485,65674491500,2.40944000,4.10240500,5325549,0.024376,0.00748174,2.20
Feb-28-2011,92.23,92.64,91.10,91.90,4797334,67083867380,2.46230000,4.19240800,5325549,0.023853,0.00748174,2.20
Mar-01-2011,90.46,92.35,90.44,92.19,4009080,65823970760,2.41504600,4.11195100,5325549,0.024320,0.00748174,2.20
Mar-02-2011,91.32,92.20,90.24,90.24,2809598,66436123920,2.43800600,4.15104300,5325549,0.024091,0.00748174,2.20
Mar-03-2011,92.81,93.40,91.85,91.85,3064574,67496714860,2.47778500,4.21877300,5325549,0.023704,0.00748174,2.20
Mar-04-2011,92.19,93.29,91.35,92.71,2772720,67055395140,2.46123300,4.19059000,5325549,0.023863,0.00748174,2.20
Mar-07-2011,92.40,93.55,92.02,92.58,3792165,67204874400,2.46683900,4.20013600,5325549,0.023809,0.00748174,2.20
Mar-08-2011,93.75,94.16,92.30,92.37,3624359,68165812500,2.50288000,4.26150100,5325549,0.023466,0.00748174,2.20
Mar-09-2011,93.17,93.74,92.58,93.52,2118433,67752965020,2.48739600,4.23513700,5656914,0.023612,0.00794727,2.20
Mar-10-2011,90.01,92.32,90.00,92.32,5102425,65503658060,2.40303200,4.09149600,5656914,0.024441,0.00794727,2.20
Mar-11-2011,91.61,92.05,89.71,89.71,3507211,66642547660,2.44574800,4.16422500,5656914,0.024014,0.00794727,2.20
Mar-14-2011,91.02,91.21,89.90,91.21,3553196,66222582120,2.42999700,4.13740600,5656914,0.024170,0.00794727,2.20
Mar-15-2011,89.50,90.09,88.06,89.05,5277635,65140637000,2.38941700,4.06831300,5656914,0.024581,0.00794727,2.20
Mar-16-2011,87.55,89.24,86.91,89.06,6389969,63752615300,2.33735700,3.97967400,5656914,0.025128,0.00794727,2.20
Mar-17-2011,88.69,88.97,88.05,88.59,3583709,64564074140,2.36779200,4.03149400,5656914,0.024805,0.00794727,2.20
Mar-18-2011,88.98,90.10,88.53,89.72,4828820,64770497880,2.37553400,4.04467600,5656914,0.024724,0.00794727,2.20
Mar-21-2011,90.95,91.80,90.17,90.27,3576928,66172755700,2.42812800,4.13422400,5656914,0.024189,0.00794727,2.20
Mar-22-2011,90.70,91.48,90.41,90.96,2067467,65994804200,2.42145300,4.12286000,5656914,0.024255,0.00794727,2.20
Mar-23-2011,92.14,92.66,90.60,90.62,3978431,67019804840,2.45989800,4.18831700,5656914,0.023876,0.00794727,2.20
Mar-24-2011,92.58,92.98,91.89,92.61,2596984,67332906900,2.47164100,4.20831800,5639660,0.023763,0.00792304,2.20
Mar-25-2011,92.27,92.96,92.13,92.87,2750593,67112247350,2.46336500,4.19422600,5639660,0.023843,0.00792304,2.20
Mar-28-2011,92.12,92.82,92.12,92.42,2414605,67005476600,2.45936000,4.18740800,5639660,0.023881,0.00792304,2.20
Mar-29-2011,92.84,92.90,91.90,92.27,2222234,67517976200,2.47858200,4.22013600,5639660,0.023696,0.00792304,2.20
Mar-30-2011,92.47,93.16,92.33,92.84,3567170,67254608350,2.46870400,4.20331800,5639660,0.023791,0.00792304,2.20
Mar-31-2011,93.50,93.67,92.36,92.41,3206819,67987767500,2.49620300,4.25013700,5639660,0.023529,0.00792304,2.20
Apr-01-2011,93.13,94.33,92.62,93.53,3547233,67724399650,2.48632500,4.23331900,5639660,0.023622,0.00792304,2.20
Apr-04-2011,93.64,93.83,92.68,92.68,1962849,68087420200,2.49994000,4.25650100,5639660,0.023494,0.00792304,2.20
Apr-05-2011,93.39,94.00,93.02,93.51,2305954,67909468950,2.49326600,4.24513700,5639660,0.023557,0.00792304,2.20
Apr-06-2011,93.82,94.10,93.22,93.94,2499136,68215545100,2.50474600,4.26468300,5639660,0.023449,0.00792304,2.20
Apr-07-2011,93.19,93.93,92.60,93.51,3439683,67767107950,2.48792600,4.23604600,5639660,0.023607,0.00792304,2.20
Apr-08-2011,93.22,93.75,92.62,93.59,2464598,67788462100,2.48872700,4.23741000,5639660,0.023600,0.00792304,2.20
Apr-11-2011,93.80,94.64,93.40,93.59,3221707,68201309000,2.50421200,4.26377400,7693381,0.023454,0.01080827,2.20
Apr-12-2011,92.37,93.27,92.03,93.20,3912566,67183427850,2.46603500,4.19877200,7693381,0.023817,0.01080827,2.20
Apr-13-2011,92.86,93.25,92.55,93.07,2838631,67532212300,2.47911600,4.22104500,7693381,0.023691,0.01080827,2.20
Apr-14-2011,92.94,93.22,91.75,92.43,2290819,67589156700,2.48125200,4.22468200,7693381,0.023671,0.01080827,2.20
Apr-15-2011,92.82,93.14,91.98,92.89,3111787,67503740100,2.47804800,4.21922700,7693381,0.023701,0.01080827,2.20
Apr-18-2011,91.45,91.94,90.58,91.94,3642975,66528567250,2.44147300,4.15695200,7693381,0.024056,0.01080827,2.20
Apr-19-2011,91.86,92.03,91.47,91.65,2435097,66820407300,2.45241900,4.17558900,7693381,0.023949,0.01080827,2.20
Apr-20-2011,93.76,94.42,92.93,92.97,3640779,68172836800,2.50314400,4.26195600,7693381,0.023464,0.01080827,2.20
Apr-21-2011,93.92,94.43,93.66,94.09,2931209,68286725600,2.50741600,4.26922900,7693381,0.023424,0.01080827,2.20
Apr-25-2011,94.12,94.32,93.27,93.91,2181979,68429086600,2.51275500,4.27832000,7693381,0.023374,0.01080827,2.20
Apr-26-2011,95.94,96.59,94.39,95.01,8005772,69877571700,2.47205600,4.03699800,7693381,0.022930,0.01080827,2.20
Apr-27-2011,96.47,96.54,95.38,95.67,3777149,70136363190,2.48142400,4.05930000,7563022,0.022805,0.01064349,2.20
Apr-28-2011,97.23,97.30,96.09,96.11,3598414,70676401710,2.50097300,4.09127900,7563022,0.022626,0.01064349,2.20
Apr-29-2011,97.21,97.50,96.86,96.92,3086601,70662190170,2.50045900,4.09043800,7563022,0.022631,0.01064349,2.20
May-02-2011,96.92,97.95,96.65,97.58,3026864,70456122840,2.49299900,4.07823500,7563022,0.022699,0.01064349,2.20
May-03-2011,96.83,97.50,96.58,96.93,2939183,70392170910,2.49068400,4.07444800,7563022,0.022720,0.01064349,2.20
May-04-2011,96.20,97.00,95.74,96.55,3229952,69944507400,2.47447900,4.04793800,7563022,0.022869,0.01064349,2.20
May-05-2011,94.92,96.28,94.40,95.61,4163320,69427968840,2.44155500,4.08924400,7563022,0.023177,0.01064349,2.20
May-06-2011,95.60,96.83,95.36,95.73,3672175,69911161200,2.45904600,4.11853900,7563022,0.023012,0.01064349,2.20
May-09-2011,95.99,96.46,95.30,95.30,2039894,70188286230,2.46907800,4.13534100,7563022,0.022919,0.01064349,2.20
May-10-2011,95.71,96.43,95.63,96.24,3286903,69989324670,2.46187600,4.12327800,6398617,0.022986,0.00900482,2.20
May-11-2011,95.52,96.00,94.44,95.77,3458978,69854315040,2.45698800,4.11509300,6398617,0.023031,0.00900482,2.20
May-12-2011,96.65,96.94,95.11,95.18,3951181,70657267050,2.48605400,4.16377400,6398617,0.022762,0.00900482,2.20
May-13-2011,96.01,97.18,95.19,96.61,2920635,70202497770,2.46959200,4.13620300,6398617,0.022914,0.00900482,2.20
May-16-2011,95.46,96.23,95.27,95.54,2606956,69811680420,2.45544500,4.11250800,6398617,0.023046,0.00900482,2.20
May-17-2011,93.86,95.46,93.14,95.28,4773725,68674757220,2.41428900,4.04357800,6398617,0.023439,0.00900482,2.20
May-18-2011,93.94,94.18,92.75,93.72,3341518,68731603380,2.41634700,4.04702500,6398617,0.023419,0.00900482,2.20
May-19-2011,94.71,95.00,93.93,94.34,2386828,69278747670,2.43615300,4.08019700,6398617,0.023228,0.00900482,2.20
May-20-2011,93.56,94.65,93.13,94.55,3487659,68461584120,2.40657300,4.03065400,6398617,0.023514,0.00900482,2.20
May-23-2011,92.49,92.88,91.76,92.29,2990188,67701266730,2.37905000,3.98455800,6398617,0.023786,0.00900482,2.20
May-24-2011,91.97,92.92,91.93,92.92,3218292,67331766690,2.36567400,3.96215500,7056976,0.023920,0.00993133,2.20
May-25-2011,92.69,93.03,91.38,91.54,2814531,67843382130,2.38419400,3.99317400,7056976,0.023735,0.00993133,2.20
May-26-2011,92.82,93.20,92.03,92.65,2672373,67935757140,2.38753800,3.99877400,7056976,0.023701,0.00993133,2.20
May-27-2011,93.47,93.99,93.10,93.46,1987187,68397632190,2.40425800,4.02677700,7056976,0.023536,0.00993133,2.20
May-31-2011,94.38,94.68,93.49,94.05,3181485,69044257260,2.42766500,4.06598100,7056976,0.023310,0.00993133,2.20
Jun-01-2011,91.44,94.33,91.33,94.33,3456156,66955160880,2.35204200,3.93932300,7056976,0.024059,0.00993133,2.20
Jun-02-2011,91.46,92.11,90.97,91.35,2745980,66969372420,2.35255600,3.94018400,7056976,0.024054,0.00993133,2.20
Jun-03-2011,90.70,91.23,90.19,90.19,3108261,66429333900,2.33300700,3.90744300,7056976,0.024255,0.00993133,2.20
Jun-06-2011,90.62,90.93,90.24,90.38,2955177,66372487740,2.33094900,3.90399600,7056976,0.024277,0.00993133,2.20
Jun-07-2011,90.85,91.99,90.74,90.86,3051248,66535920450,2.33686500,3.91390500,7056976,0.024215,0.00993133,2.20
Jun-08-2011,90.91,91.35,90.36,90.94,3469872,66578555070,2.33840900,3.91649000,7056976,0.024199,0.00993133,2.20
Jun-09-2011,91.96,92.43,90.99,91.36,2493278,67324660920,2.36541700,3.96172500,6613575,0.023923,0.00930733,2.20
Jun-10-2011,90.73,91.90,90.64,91.44,2765139,66450651210,2.33377900,3.90873500,6613575,0.024247,0.00930733,2.20
Jun-13-2011,91.30,91.87,90.90,91.14,2543230,66855680100,2.34844000,3.93329100,6613575,0.024096,0.00930733,2.20
Jun-14-2011,92.59,92.99,92.04,92.28,2839046,67772324430,2.38162200,3.98886600,6613575,0.023760,0.00930733,2.20
Jun-15-2011,91.03,92.08,90.58,91.70,3407667,66663824310,2.34149500,3.92165900,6613575,0.024167,0.00930733,2.20
Jun-16-2011,91.58,91.88,90.66,91.07,2995789,67054641660,2.35564300,3.94535400,6613575,0.024022,0.00930733,2.20
Jun-17-2011,91.78,92.63,91.53,92.30,3764214,67196757060,2.36078700,3.95397000,6613575,0.023970,0.00930733,2.20
Jun-20-2011,92.56,92.87,91.41,91.42,2026665,67751007120,2.38085000,3.98757300,6613575,0.023768,0.00930733,2.20
Jun-21-2011,93.43,93.79,92.33,92.81,2438432,68369209110,2.40322900,4.02505400,6613575,0.023547,0.00930733,2.20
Jun-22-2011,92.80,93.92,92.72,93.33,2676777,67921545600,2.38702400,3.99791300,6613575,0.023706,0.00930733,2.20
Jun-23-2011,92.34,92.42,90.73,92.04,3804334,67594680180,2.37519200,3.97809500,6613575,0.023824,0.00930733,2.20
Jun-24-2011,90.89,92.53,90.68,92.34,4179820,66564343530,2.33789400,3.91562800,7559406,0.024205,0.01063841,2.20
Jun-27-2011,92.25,92.66,90.84,91.08,2783795,67530728250,2.37287700,3.97421800,7559406,0.023848,0.01063841,2.20
Jun-28-2011,93.02,93.02,92.42,92.63,2729913,68077872540,2.39268300,4.00739000,7559406,0.023650,0.01063841,2.20
Jun-29-2011,93.11,93.64,92.68,93.42,3071694,68141824470,2.39499800,4.01126800,7559406,0.023627,0.01063841,2.20
Jun-30-2011,94.85,95.06,93.35,93.38,4201764,69378228450,2.43975400,4.08622900,7559406,0.023194,0.01063841,2.20
Jul-01-2011,96.67,96.95,94.83,94.83,4659666,70671478590,2.48656900,4.16463600,7559406,0.022757,0.01063841,2.20
Jul-05-2011,96.14,96.86,96.06,96.40,3063472,70294872780,2.47293600,4.14180300,7559406,0.022883,0.01063841,2.20
Jul-06-2011,97.24,97.50,96.10,96.12,3704034,71076507480,2.50123100,4.18919200,7559406,0.022624,0.01063841,2.20
Jul-07-2011,97.97,98.19,97.17,97.73,3312074,71595228690,2.52000800,4.22064100,7559406,0.022455,0.01063841,2.20
Jul-08-2011,97.62,97.67,96.99,97.12,3014844,71346526740,2.51100500,4.20556300,7559406,0.022536,0.01063841,2.20
Jul-11-2011,96.56,97.00,96.06,96.45,4510390,70593315120,2.48373900,4.15989700,7559406,0.022783,0.01063841,2.20
Jul-12-2011,95.88,97.22,95.80,97.11,4578317,70110122760,2.46624800,4.13060200,6522124,0.022945,0.00917863,2.20
Jul-13-2011,96.19,97.30,96.03,96.09,2816056,70330401630,2.47422200,4.14395700,6522124,0.022871,0.00917863,2.20
Jul-14-2011,94.98,95.78,94.56,94.82,5397030,69470603460,2.44309800,4.09182900,6522124,0.023162,0.00917863,2.20
Jul-15-2011,95.47,95.63,94.72,95.20,3924023,69818786190,2.45570200,4.11293900,6522124,0.023043,0.00917863,2.20
Jul-18-2011,94.60,95.12,93.71,95.10,2951703,69200584200,2.43332400,4.07545800,6522124,0.023255,0.00917863,2.20
Jul-19-2011,94.27,94.94,93.38,94.94,4756841,68966093790,2.42483500,4.06124200,6522124,0.023337,0.00917863,2.20
Jul-20-2011,94.25,94.92,94.15,94.83,2807906,68951882250,2.42432100,4.06038000,6522124,0.023342,0.00917863,2.20
Jul-21-2011,95.84,96.09,94.50,95.01,3540882,70081699680,2.46521900,4.12887900,6522124,0.022954,0.00917863,2.20
Jul-22-2011,95.38,96.38,95.11,96.09,2846219,69754834260,2.45338700,4.10906200,6522124,0.023065,0.00917863,2.20
Jul-25-2011,95.07,95.53,93.90,94.84,3438665,69534555390,2.44541300,4.09570600,6522124,0.023140,0.00917863,2.20
Jul-26-2011,89.93,92.50,89.56,91.92,11432430,64978189610,2.23637500,3.59646800,7532547,0.024463,0.01060061,2.20
Jul-27-2011,88.08,89.72,87.75,89.69,6658356,63571930880,2.18716000,3.52248300,7532547,0.024977,0.01061616,2.20
Jul-28-2011,87.57,88.72,87.41,88.19,4285864,63210067520,2.17449600,3.50208700,7532547,0.025122,0.01061616,2.20
Jul-29-2011,87.14,87.71,86.60,86.94,4888184,62904967040,2.16381900,3.48489100,7532547,0.025246,0.01061616,2.20
Aug-01-2011,86.77,88.17,85.54,87.98,5997900,62642438720,2.15463100,3.47009400,7532547,0.025354,0.01061616,2.20
Aug-02-2011,85.27,87.25,85.25,85.67,6407146,61578134720,2.11738400,3.41010600,7532547,0.025800,0.01061616,2.20
Aug-03-2011,86.18,86.45,84.82,85.56,6276942,62223812480,2.13998000,3.44649900,7532547,0.025527,0.01061616,2.20
Aug-04-2011,82.23,85.07,82.11,85.07,9061689,59833145280,2.04189600,3.36671200,7532547,0.026754,0.01061616,2.20
Aug-05-2011,82.75,84.22,81.24,83.44,8454618,60202104000,2.05480800,3.38800200,7532547,0.026586,0.01061616,2.20
Aug-08-2011,78.59,81.37,78.53,80.75,11496490,57250434240,1.95150900,3.21768100,7532547,0.027993,0.01061616,2.20
Aug-09-2011,82.69,82.86,78.06,80.23,12008330,60159531840,2.05331800,3.38554500,7789451,0.026605,0.01097823,2.20
Aug-10-2011,78.23,81.22,78.01,81.00,9377395,56995001280,1.94257000,3.20294100,7789451,0.028122,0.01097823,2.20
Aug-11-2011,81.22,82.36,78.29,78.69,7142235,59116513920,2.01681600,3.32536000,7789451,0.027086,0.01097823,2.20
Aug-12-2011,82.54,82.76,80.80,81.89,5718059,60053101440,2.04959400,3.37940400,7789451,0.026653,0.01097823,2.20
Aug-15-2011,83.31,83.66,81.97,82.66,4157195,60599444160,2.06871400,3.41093000,7789451,0.026407,0.01097823,2.20
Aug-16-2011,82.13,82.68,81.05,82.53,5078274,59762191680,2.03941300,3.36261800,7789451,0.026786,0.01097823,2.20
Aug-17-2011,80.93,83.03,80.58,82.19,5429400,58910748480,2.00961500,3.31348600,7789451,0.027183,0.01097823,2.20
Aug-18-2011,77.42,80.02,76.74,79.83,8546227,56420277120,1.92245600,3.16977800,7789451,0.028416,0.01097823,2.20
Aug-19-2011,76.87,78.82,76.60,76.65,6151853,56030032320,1.90879900,3.14725900,7789451,0.028619,0.01097823,2.20
Aug-22-2011,76.95,78.52,76.50,78.34,4434716,56086795200,1.91078500,3.15053500,7789451,0.028589,0.01097823,2.20
Aug-23-2011,79.67,79.81,76.87,77.17,5819100,58016733120,1.97832700,3.26189900,7789451,0.027613,0.01097823,2.20
Aug-24-2011,80.29,80.45,78.85,79.40,5176759,58456645440,1.99372300,3.28728300,10031137,0.027400,0.01413760,2.20
Aug-25-2011,78.19,80.65,77.79,80.45,6605758,56966619840,1.94157600,3.20130400,10031137,0.028136,0.01413760,2.20
Aug-26-2011,80.01,80.26,76.50,77.73,5389981,58257975360,1.98677000,3.27581900,10031137,0.027496,0.01413760,2.20
Aug-29-2011,82.10,82.23,80.90,81.30,3466934,59740905600,2.03866800,3.36138900,10031137,0.026796,0.01413760,2.20
Aug-30-2011,82.07,82.61,80.71,81.68,3734193,59719619520,2.03792300,3.36016100,10031137,0.026806,0.01413760,2.20
Aug-31-2011,82.98,83.37,82.20,82.70,4737646,60365297280,2.06051900,3.39741900,10031137,0.026512,0.01413760,2.20
Sep-01-2011,81.61,83.95,81.28,83.02,4535312,59393232960,2.02650000,3.34132700,10031137,0.026957,0.01413760,2.20
Sep-02-2011,79.35,80.33,78.92,80.02,4391281,57789681600,1.97038100,3.24879700,10031137,0.027725,0.01413760,2.20
Sep-06-2011,78.08,78.26,76.70,77.44,5271141,56888570880,1.93884500,3.19680000,10031137,0.028176,0.01413760,2.20
Sep-07-2011,80.57,80.64,78.66,79.36,5216110,58655315520,2.00067500,3.29874700,10031137,0.027305,0.01413760,2.20
Sep-08-2011,79.26,80.65,78.78,79.88,4723619,57725823360,1.96814600,3.24511200,10031137,0.027756,0.01413760,2.20
Sep-09-2011,76.65,78.18,76.00,78.06,7423451,55873934400,1.90333600,3.13825200,10031137,0.028701,0.01413760,2.20
Sep-12-2011,78.22,78.28,76.00,76.21,5848828,56987905920,1.94232100,3.20253200,10196257,0.028125,0.01437032,2.20
Sep-13-2011,77.81,78.79,77.19,78.28,6469078,56696996160,1.93214000,3.18574500,10196257,0.028274,0.01437032,2.20
Sep-14-2011,79.44,80.39,76.91,77.96,5402426,57853539840,1.97261600,3.25248200,10196257,0.027693,0.01437032,2.20
Sep-15-2011,80.63,81.03,79.48,80.18,4222294,58697887680,2.00216500,3.30120400,10196257,0.027285,0.01437032,2.20
Sep-16-2011,80.53,81.65,80.01,81.43,6027526,58626934080,1.99968200,3.29710900,10196257,0.027319,0.01437032,2.20
Sep-19-2011,79.21,79.57,77.88,79.57,4552695,57690346560,1.96690500,3.24306500,10196257,0.027774,0.01437032,2.20
Sep-20-2011,79.21,79.92,78.46,79.44,3914774,57690346560,1.96690500,3.24306500,10196257,0.027774,0.01437032,2.20
Sep-21-2011,76.34,79.76,76.27,79.33,4958394,55653978240,1.89563800,3.12556000,10196257,0.028818,0.01437032,2.20
Sep-22-2011,72.90,74.90,72.00,74.82,10108460,53213174400,1.81021800,2.98471700,10196257,0.030178,0.01437032,2.20
Sep-23-2011,73.99,74.33,72.34,72.64,4583749,53986568640,1.83728400,3.02934500,10196257,0.029733,0.01437032,2.20
Sep-26-2011,75.19,75.26,73.45,74.39,5033308,54838011840,1.86708200,3.07847600,11689097,0.029259,0.01647428,2.20
