Pricing Date,3M Company (NYSE:MMM) - Share Pricing,3M Company (NYSE:MMM) - Day High Price,3M Company (NYSE:MMM) - Day Low Price,3M Company (NYSE:MMM) - Day Open Price,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding,3M Company (NYSE:MMM) - Latest Annualized Dividend Per Share
Jun-29-2006,81.15,81.50,79.29,79.29,2780400,62519581800,2.83300500,5.56752700,6418658,0.022674,0.00851358,1.84
Jun-30-2006,80.77,81.75,80.71,81.64,3275800,62233087640,2.81973900,5.54145600,6418658,0.022780,0.00851358,1.84
Jul-03-2006,81.12,81.23,80.79,81.15,654600,62496963840,2.83195700,5.56546900,6418658,0.022682,0.00851358,1.84
Jul-05-2006,80.55,80.92,80.12,80.90,2158100,62067222600,2.81205800,5.52636200,6418658,0.022842,0.00851358,1.84
Jul-06-2006,81.39,81.60,80.81,80.87,2280500,62700525480,2.84138300,5.58399300,6418658,0.022607,0.00851358,1.84
Jul-07-2006,74.10,76.28,73.84,76.28,24360400,57204361200,2.58688400,5.08384100,6418658,0.024831,0.00851358,1.84
Jul-10-2006,73.11,74.62,72.82,74.48,9215500,56457968520,2.55232300,5.01592000,6418658,0.025167,0.00851358,1.84
Jul-11-2006,73.09,73.72,72.64,73.25,5431100,56442889880,2.55162400,5.01454700,6418658,0.025174,0.00851358,1.84
Jul-12-2006,72.72,73.60,72.46,73.50,4320700,56163935040,2.53870700,4.98916300,6418658,0.025302,0.00851358,1.84
Jul-13-2006,71.63,72.57,71.41,72.48,4816000,55342149160,2.50065500,4.91438000,6418658,0.025687,0.00851358,1.84
Jul-14-2006,71.22,71.97,70.88,71.66,4350900,55033037040,2.48634100,4.88625100,6418658,0.025835,0.00851358,1.84
Jul-17-2006,70.66,71.49,70.17,71.20,5183900,54610835120,2.46679100,4.84783000,6418658,0.026040,0.00851358,1.84
Jul-18-2006,70.85,71.03,70.49,70.90,5283100,54754082200,2.47342400,4.86086600,6418658,0.025970,0.00851358,1.84
Jul-19-2006,71.02,71.38,70.64,71.15,5367700,54882250640,2.47935900,4.87252900,6418658,0.025908,0.00851358,1.84
Jul-20-2006,71.10,71.70,71.06,71.40,3414300,54942565200,2.48215200,4.87801800,6418658,0.025879,0.00851358,1.84
Jul-21-2006,70.72,71.72,69.92,71.37,5618300,54656071040,2.46888600,4.85194700,6418658,0.026018,0.00851358,1.84
Jul-24-2006,71.69,71.69,70.74,71.05,3472600,55387385080,2.50274900,4.91849600,5936982,0.025666,0.00787469,1.84
Jul-25-2006,68.11,71.01,67.05,71.00,18860300,52815308520,2.33516600,4.45259600,5936982,0.027015,0.00787469,1.84
Jul-26-2006,69.06,69.83,67.35,68.11,9168600,53483409100,2.36554800,4.51470100,5936982,0.026643,0.00788198,1.84
Jul-27-2006,69.75,70.70,69.46,69.89,6141000,54003141250,2.38918300,4.55980900,5936982,0.026379,0.00788198,1.84
Jul-28-2006,70.52,70.58,69.78,70.31,4011600,54583132200,2.41555800,4.61014700,5936982,0.026091,0.00788198,1.84
Jul-31-2006,70.40,70.98,70.04,70.10,3075400,54492744000,2.41144800,4.60230200,5936982,0.026136,0.00788198,1.84
Aug-01-2006,69.91,70.11,69.44,70.00,3403400,54123658850,2.39466300,4.57026900,5936982,0.026319,0.00788198,1.84
Aug-02-2006,69.61,70.09,69.55,69.91,4835300,53897688350,2.38438700,4.55065700,5936982,0.026432,0.00788198,1.84
Aug-03-2006,69.28,69.79,69.21,69.61,4595900,53649120800,2.37308400,4.52908400,5936982,0.026558,0.00788198,1.84
Aug-04-2006,69.45,70.29,69.06,69.90,4134800,53777170750,2.37890700,4.54019700,5936982,0.026493,0.00788198,1.84
Aug-07-2006,69.00,69.41,68.78,69.40,3613700,53438215000,2.36349300,4.51077900,5936982,0.026666,0.00788198,1.84
Aug-08-2006,68.56,69.51,68.28,69.45,4072500,53106791600,2.34842100,4.48201500,5936982,0.026837,0.00788198,1.84
Aug-09-2006,68.30,69.36,68.18,69.36,3581000,52910950500,2.33951500,4.46501700,5936982,0.026939,0.00788198,1.84
Aug-10-2006,68.41,69.03,68.28,68.41,3124500,52993806350,2.34328300,4.47220900,5936982,0.026896,0.00788198,1.84
Aug-11-2006,68.53,68.94,68.37,68.55,3368600,53084194550,2.34739400,4.48005300,5936982,0.026849,0.00788198,1.84
Aug-14-2006,68.62,69.28,68.45,68.53,4531200,53151985700,2.35047600,4.48593700,5936982,0.026814,0.00788198,1.84
Aug-15-2006,69.78,69.84,69.19,69.49,4650600,54025738300,2.39021000,4.56177000,5936982,0.026368,0.00788198,1.84
Aug-16-2006,70.79,70.94,70.15,70.30,5245000,54786505650,2.42480600,4.62779800,5936982,0.025992,0.00788198,1.84
Aug-17-2006,71.20,71.57,70.50,70.79,3167400,55095332000,2.43885000,4.65460100,5936982,0.025842,0.00788198,1.84
Aug-18-2006,71.21,71.57,71.03,71.52,2485700,55102864350,2.43919300,4.65525500,5936982,0.025839,0.00788198,1.84
Aug-21-2006,71.12,71.46,70.94,71.30,2436900,55035073200,2.43611000,4.64937100,5936982,0.025871,0.00788198,1.84
Aug-22-2006,71.29,71.73,71.12,71.13,2092800,55163123150,2.44193300,4.66048500,4868308,0.025810,0.00646320,1.84
Aug-23-2006,70.34,71.43,70.04,71.05,2785000,54447549900,2.40939200,4.59838000,4868308,0.026158,0.00646320,1.84
Aug-24-2006,70.10,70.58,69.65,70.50,2485000,54266773500,2.40117200,4.58269000,4868308,0.026248,0.00646320,1.84
Aug-25-2006,69.92,70.40,69.62,70.06,3085100,54131191200,2.39500600,4.57092300,4868308,0.026315,0.00646320,1.84
Aug-28-2006,70.94,71.29,69.75,69.75,2653500,54899490900,2.42994500,4.63760400,4868308,0.025937,0.00646320,1.84
Aug-29-2006,71.61,71.81,70.45,70.94,3208000,55404158350,2.45289400,4.68140400,4868308,0.025694,0.00646320,1.84
Aug-30-2006,71.44,72.00,71.43,72.00,2572100,55276108400,2.44707100,4.67029100,4868308,0.025755,0.00646320,1.84
Aug-31-2006,71.70,71.97,71.45,71.80,1780800,55471949500,2.45597700,4.68728800,4868308,0.025662,0.00646320,1.84
Sep-01-2006,71.72,72.32,71.65,71.74,2487300,55487014200,2.45666200,4.68859500,4868308,0.025655,0.00646320,1.84
Sep-05-2006,71.35,72.00,71.13,71.74,2913000,55208317250,2.44398800,4.66440700,4868308,0.025788,0.00646320,1.84
Sep-06-2006,71.50,71.74,71.04,71.35,2503700,55321302500,2.44912600,4.67421300,4868308,0.025734,0.00646320,1.84
Sep-07-2006,70.59,71.70,70.59,71.50,3277100,54635858650,2.41795600,4.61472300,4868308,0.026066,0.00646320,1.84
Sep-08-2006,71.51,71.59,70.60,70.75,2316400,55328834850,2.44946900,4.67486700,4868308,0.025730,0.00646320,1.84
Sep-11-2006,71.35,71.52,70.80,71.52,2191200,55208317250,2.44398800,4.66440700,4868308,0.025788,0.00646320,1.84
Sep-12-2006,72.57,72.75,71.22,71.68,3867600,56127263950,2.48577800,4.74416300,4868308,0.025354,0.00646320,1.84
Sep-13-2006,73.37,73.79,72.60,72.60,3556400,56729851950,2.51318100,4.79646200,4868308,0.025078,0.00646320,1.84
Sep-14-2006,73.53,73.77,73.20,73.40,2624700,56850369550,2.51866100,4.80692100,4868308,0.025023,0.00646320,1.84
Sep-15-2006,74.14,74.70,74.02,74.25,5656700,57309842900,2.53955600,4.84679900,4868308,0.024817,0.00646320,1.84
Sep-18-2006,73.89,74.40,73.50,74.14,2478700,57121534150,2.53099200,4.83045600,4868308,0.024901,0.00646320,1.84
Sep-19-2006,73.25,75.37,72.96,74.78,2620900,56639463750,2.50907000,4.78861700,4868308,0.025119,0.00646320,1.84
Sep-20-2006,73.42,74.10,73.17,73.30,3855000,56767513700,2.51489300,4.79973000,4868308,0.025061,0.00646320,1.84
Sep-21-2006,73.11,73.95,72.67,73.75,3337700,56534010850,2.50427500,4.77946500,4868308,0.025167,0.00646320,1.84
Sep-22-2006,73.07,73.56,72.22,73.30,2408800,56503881450,2.50290500,4.77685000,5601879,0.025181,0.00743709,1.84
Sep-25-2006,73.70,73.80,72.63,73.18,4234600,56978419500,2.52448400,4.81803500,5601879,0.024966,0.00743709,1.84
Sep-26-2006,74.75,75.00,74.00,74.10,4889300,57769316250,2.56045000,4.88667700,5601879,0.024615,0.00743709,1.84
Sep-27-2006,74.65,74.97,74.35,74.85,3400800,57693992750,2.55702500,4.88014000,5601879,0.024648,0.00743709,1.84
Sep-28-2006,74.60,74.99,74.12,74.60,2737200,57656331000,2.55531200,4.87687100,5601879,0.024664,0.00743709,1.84
Sep-29-2006,74.42,75.00,74.30,74.60,2592200,57520748700,2.54914700,4.86510400,5601879,0.024724,0.00743709,1.84
Oct-02-2006,73.59,74.70,73.33,74.70,2943000,56895563650,2.52071600,4.81084400,5601879,0.025003,0.00743709,1.84
Oct-03-2006,74.03,74.12,73.00,73.26,2974100,57226987050,2.53578800,4.83960800,5601879,0.024854,0.00743709,1.84
Oct-04-2006,74.87,75.02,74.03,74.03,3025200,57859704450,2.56456100,4.89452200,5601879,0.024575,0.00743709,1.84
Oct-05-2006,75.92,75.95,75.00,75.00,2616500,58650601200,2.60052700,4.96316400,5601879,0.024236,0.00743709,1.84
Oct-06-2006,75.95,76.16,75.77,75.95,2595100,58673198250,2.60155500,4.96512600,5601879,0.024226,0.00743709,1.84
Oct-09-2006,75.80,75.91,75.43,75.56,1817900,58560213000,2.59641700,4.95532000,5601879,0.024274,0.00743709,1.84
Oct-10-2006,75.20,75.76,75.14,75.69,1898500,58108272000,2.57586500,4.91609500,5601879,0.024468,0.00743709,1.84
Oct-11-2006,75.47,75.60,74.99,75.20,2665400,58311645450,2.58511300,4.93374600,5601879,0.024380,0.00743709,1.84
Oct-12-2006,75.43,75.55,74.86,75.44,2110700,58281516050,2.58374300,4.93113100,5601879,0.024393,0.00743709,1.84
Oct-13-2006,75.40,75.92,75.35,75.83,1753200,58258919000,2.58271500,4.92917000,5601879,0.024403,0.00743709,1.84
Oct-16-2006,75.75,75.99,75.34,75.60,1933100,58522551250,2.59470400,4.95205100,5601879,0.024290,0.00743709,1.84
Oct-17-2006,75.80,76.00,75.15,75.25,2517000,58560213000,2.59641700,4.95532000,5601879,0.024274,0.00743709,1.84
Oct-18-2006,75.53,76.24,75.20,76.00,2566500,58356839550,2.58716800,4.93766900,5601879,0.024361,0.00743709,1.84
Oct-19-2006,76.40,76.47,75.53,75.53,2785900,59012154000,2.61696900,4.99454400,5601879,0.024083,0.00743709,1.84
Oct-20-2006,78.47,79.40,77.29,78.09,8004800,61777350450,2.63092400,5.26109800,5404648,0.023448,0.00717525,1.84
Oct-23-2006,80.09,80.88,78.50,78.50,5275300,62997591150,2.68523900,5.36971300,5404648,0.022974,0.00717525,1.84
Oct-24-2006,79.89,80.58,79.70,79.95,3196500,62846944150,2.67853300,5.35630400,5404648,0.023031,0.00717525,1.84
Oct-25-2006,79.46,79.95,78.82,79.75,2297600,62523053100,2.66411700,5.32747400,5404648,0.023156,0.00717525,1.84
Oct-26-2006,79.24,79.50,78.54,79.46,2392200,62357341400,2.65674000,5.31272400,5404648,0.023220,0.00717525,1.84
Oct-27-2006,78.95,79.73,78.88,79.20,2329100,60807095700,2.58773600,5.29328000,5404648,0.023305,0.00733962,1.84
Oct-30-2006,78.94,79.25,78.54,78.99,1193400,60799732040,2.58740900,5.29261000,5404648,0.023308,0.00733962,1.84
Oct-31-2006,78.84,79.60,78.11,78.99,2677300,60726095440,2.58413100,5.28590500,5404648,0.023338,0.00733962,1.84
Nov-01-2006,78.84,79.11,78.28,78.83,2910500,60726095440,2.58413100,5.28590500,5404648,0.023338,0.00733962,1.84
Nov-02-2006,78.88,79.30,78.58,78.84,2899900,60755550080,2.58544200,5.28858700,5404648,0.023326,0.00733962,1.84
Nov-03-2006,78.58,79.33,78.12,79.08,1815000,60534640280,2.57560900,5.26847300,5404648,0.023415,0.00733962,1.84
Nov-06-2006,79.59,79.77,78.58,78.90,2134000,61278369940,2.60871400,5.33619000,5404648,0.023118,0.00733962,1.84
Nov-07-2006,79.42,80.14,79.27,79.51,2122200,61153187720,2.60314100,5.32479200,5404648,0.023167,0.00733962,1.84
Nov-08-2006,79.42,79.75,79.00,79.44,1731500,61153187720,2.60314100,5.32479200,5404648,0.023167,0.00733962,1.84
Nov-09-2006,78.90,79.88,78.58,79.55,3261600,60770277400,2.58609700,5.28992800,5404648,0.023320,0.00733962,1.84
Nov-10-2006,79.19,79.36,78.68,79.15,2088900,60983823540,2.59560300,5.30937100,5404648,0.023235,0.00733962,1.84
Nov-13-2006,79.50,79.77,78.84,79.05,2574900,61212097000,2.60576400,5.33015600,5404648,0.023144,0.00733962,1.84
Nov-14-2006,80.09,80.20,78.84,79.50,2937900,61646552940,2.62510200,5.36971300,5404648,0.022974,0.00733962,1.84
Nov-15-2006,80.71,81.14,79.84,79.84,3439100,62103099860,2.64542400,5.41128100,5404648,0.022797,0.00733962,1.84
Nov-16-2006,80.29,80.94,80.13,80.25,1937200,61793826140,2.63165700,5.38312200,5404648,0.022916,0.00733962,1.84
Nov-17-2006,81.40,81.75,80.26,80.49,3049100,62611192400,2.66804000,5.45754300,5404648,0.022604,0.00733962,1.84
Nov-20-2006,81.38,81.50,80.83,81.40,1875700,62596465080,2.66738400,5.45620200,5404648,0.022609,0.00733962,1.84
Nov-21-2006,81.64,81.95,80.60,80.92,2842300,62787920240,2.67590600,5.47363400,5404648,0.022537,0.00733962,1.84
Nov-22-2006,81.47,81.77,80.86,81.60,1885100,62662738020,2.67033400,5.46223600,5087732,0.022585,0.00690924,1.84
Nov-24-2006,81.15,81.50,80.75,80.86,694500,62427100900,2.65984600,5.44078200,5087732,0.022674,0.00690924,1.84
Nov-27-2006,80.23,81.15,80.06,81.10,2833900,61749644180,2.62969100,5.37909900,5087732,0.022934,0.00690924,1.84
Nov-28-2006,80.41,80.70,79.75,79.90,2150900,61882190060,2.63559100,5.39116800,5087732,0.022882,0.00690924,1.84
Nov-29-2006,80.98,81.20,80.52,80.60,1779600,62301918680,2.65427300,5.42938400,5087732,0.022721,0.00690924,1.84
Nov-30-2006,81.46,81.80,80.57,80.88,2355000,62655374360,2.67000600,5.46156600,5087732,0.022587,0.00690924,1.84
Dec-01-2006,79.98,81.55,78.92,81.55,5475200,61565552680,2.62149700,5.36233800,5087732,0.023005,0.00690924,1.84
Dec-04-2006,80.89,81.29,80.01,80.42,2898100,62235645740,2.65132400,5.42335000,5087732,0.022746,0.00690924,1.84
Dec-05-2006,80.56,81.05,79.65,79.65,2734700,61992644960,2.64050700,5.40122400,5087732,0.022840,0.00690924,1.84
Dec-06-2006,79.80,80.66,79.70,80.55,2385400,61433006800,2.61559700,5.35027000,5087732,0.023057,0.00690924,1.84
Dec-07-2006,79.56,79.97,79.18,79.77,2516200,61256278960,2.60773000,5.33417900,5087732,0.023127,0.00690924,1.84
Dec-08-2006,78.56,78.72,77.35,78.72,5472500,60519912960,2.57495300,5.26713300,5087732,0.023421,0.00690924,1.84
Dec-11-2006,78.85,79.21,78.09,78.76,2811500,60733459100,2.58445900,5.28657600,5087732,0.023335,0.00690924,1.84
Dec-12-2006,79.01,79.40,78.23,78.84,4007500,60851277660,2.58970300,5.29730300,5087732,0.023288,0.00690924,1.84
Dec-13-2006,79.25,79.68,78.97,79.50,2561800,61028005500,2.59756900,5.31339400,5087732,0.023217,0.00690924,1.84
Dec-14-2006,78.77,79.45,78.50,79.40,3220100,60674549820,2.58183600,5.28121200,5087732,0.023359,0.00690924,1.84
Dec-15-2006,78.31,79.67,78.19,79.67,6215700,60335821460,2.56675900,5.25037100,5087732,0.023496,0.00690924,1.84
Dec-18-2006,78.35,79.01,78.23,78.35,2328100,60365276100,2.56807000,5.25305300,5087732,0.023484,0.00690924,1.84
Dec-19-2006,78.11,78.46,77.73,78.27,2844800,60188548260,2.56020400,5.23696200,5087732,0.023556,0.00690924,1.84
Dec-20-2006,78.83,79.20,78.15,78.30,2334600,60718731780,2.58380300,5.28523500,5087732,0.023341,0.00690924,1.84
Dec-21-2006,78.81,79.31,78.75,79.00,2368300,60704004460,2.58314800,5.28389400,5087732,0.023347,0.00690924,1.84
Dec-22-2006,78.35,79.01,78.34,78.82,1660800,60365276100,2.56807000,5.25305300,6063059,0.023484,0.00823376,1.84
Dec-26-2006,78.03,78.36,77.50,78.16,1963600,60129638980,2.55758200,5.23159800,6063059,0.023580,0.00823376,1.84
Dec-27-2006,78.47,78.68,78.15,78.33,1750400,60453640020,2.57200300,5.26109800,6063059,0.023448,0.00823376,1.84
Dec-28-2006,78.16,78.89,78.02,78.50,1686600,60225366560,2.56184300,5.24031400,6063059,0.023541,0.00823376,1.84
Dec-29-2006,77.93,78.49,77.82,78.10,1826600,60056002380,2.55430400,5.22489400,6063059,0.023610,0.00823376,1.84
Jan-03-2007,78.26,78.85,77.38,77.53,3781700,60299003160,2.56512000,5.24701900,6063059,0.023511,0.00823376,1.84
Jan-04-2007,77.95,78.41,77.45,78.40,2969600,60070729700,2.55495900,5.22623400,6063059,0.023604,0.00823376,1.84
Jan-05-2007,77.42,77.90,77.01,77.89,2765200,59680455720,2.53758800,5.19070000,6063059,0.023766,0.00823376,1.84
Jan-08-2007,77.59,78.04,76.97,77.42,2434500,59805637940,2.54316000,5.20209800,6063059,0.023714,0.00823376,1.84
Jan-09-2007,77.68,78.23,77.44,78.00,1896900,59871910880,2.54611000,5.20813200,6063059,0.023686,0.00823376,1.84
Jan-10-2007,77.85,77.96,77.04,77.31,1787500,59997093100,2.55168200,5.21953000,6063059,0.023635,0.00823376,1.84
Jan-11-2007,78.65,79.03,77.88,78.05,2372500,60586185900,2.57790300,5.27316700,6063059,0.023394,0.00823376,1.84
Jan-12-2007,79.36,79.50,78.22,78.41,2582200,61109005760,2.60117500,5.32076900,6063059,0.023185,0.00823376,1.84
Jan-16-2007,79.56,79.62,78.92,79.48,2526600,61256278960,2.60773000,5.33417900,6063059,0.023127,0.00823376,1.84
Jan-17-2007,78.91,79.51,78.75,79.33,2711300,60777641060,2.58642500,5.29059900,6063059,0.023317,0.00823376,1.84
Jan-18-2007,78.81,79.70,78.60,78.71,1963000,60704004460,2.58314800,5.28389400,6063059,0.023347,0.00823376,1.84
Jan-19-2007,79.25,79.88,78.82,79.09,2912100,61028005500,2.59756900,5.31339400,6063059,0.023217,0.00823376,1.84
Jan-22-2007,78.49,79.29,78.13,79.25,2139300,60468367340,2.57265900,5.26243900,5337294,0.023442,0.00724815,1.84
Jan-23-2007,78.85,79.15,78.33,78.71,1949500,60733459100,2.58445900,5.28657600,5337294,0.023335,0.00724815,1.84
Jan-24-2007,79.49,79.66,78.85,78.85,1772700,61204733340,2.60543600,5.32948500,5337294,0.023147,0.00724815,1.84
Jan-25-2007,79.01,79.75,78.83,79.56,2888700,60851277660,2.58970300,5.29730300,5337294,0.023288,0.00724815,1.84
Jan-26-2007,78.69,79.19,78.23,78.97,1996300,60615640540,2.57921400,5.27584800,5337294,0.023382,0.00724815,1.84
Jan-29-2007,78.96,79.20,78.25,78.54,3420300,60814459360,2.58806400,5.29395100,5337294,0.023302,0.00724815,1.84
Jan-30-2007,74.70,76.18,74.24,74.92,15659000,56641540200,2.39962200,5.50109300,5337294,0.024631,0.00724815,1.84
Jan-31-2007,74.30,74.68,73.09,74.21,9286700,56198170900,2.38028000,5.47163600,5337294,0.024764,0.00726792,1.84
Feb-01-2007,73.99,74.83,73.71,74.75,6501600,55970518370,2.37034900,5.44880700,5337294,0.024868,0.00726792,1.84
Feb-02-2007,73.87,74.07,73.72,73.87,5584500,55882394810,2.36650500,5.43997000,5337294,0.024908,0.00726792,1.84
Feb-05-2007,73.93,74.27,73.70,74.08,6350000,55926456590,2.36842700,5.44438800,5337294,0.024888,0.00726792,1.84
Feb-06-2007,74.27,74.50,73.82,73.91,4872900,56176140010,2.37931900,5.46942600,5337294,0.024774,0.00726792,1.84
Feb-07-2007,74.65,74.99,74.28,74.30,4051900,56455197950,2.39149300,5.49741100,5337294,0.024648,0.00726792,1.84
Feb-08-2007,74.64,74.89,74.11,74.88,3840200,56447854320,2.39117200,5.49667400,5337294,0.024651,0.00726792,1.84
Feb-09-2007,74.54,75.00,74.25,74.64,4022300,56374418020,2.38796900,5.48931000,5337294,0.024684,0.00726792,1.84
