5/20/11,94.55,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding
11/21/14,160.31,2472003,1.07326E+11,10903246,3.24,6.35,0.02,0.02
11/24/14,160.16,2358208,1.07146E+11,10903246,3.23,6.33,0.02,0.02
11/25/14,159,3646343,1.0598E+11,12662943,3.2,6.26,0.02,0.02
11/26/14,157.97,1823224,1.0614E+11,12662943,3.2,6.27,0.02,0.02
11/28/14,159.58,1565487,1.07281E+11,12662943,3.24,6.34,0.02,0.02
12/1/14,158.35,2502120,1.06044E+11,12662943,3.2,6.27,0.02,0.02
12/2/14,158.78,2504391,1.07608E+11,12662943,3.25,6.36,0.02,0.02
12/3/14,161.1,3040255,1.08671E+11,12662943,3.28,6.43,0.02,0.02
12/4/14,162,2165107,1.08671E+11,12662943,3.28,6.43,0.02,0.02
12/5/14,162.4,1722974,1.08678E+11,12662943,3.28,6.43,0.02,0.02
12/8/14,162.1,1905159,1.07819E+11,12662943,3.26,6.38,0.02,0.02
12/9/14,159.89,2051810,1.07755E+11,11398051,3.25,6.37,0.02,0.02
12/10/14,160.71,3251563,1.06095E+11,11398051,3.2,6.27,0.02,0.02
12/11/14,159.18,2437334,1.06678E+11,11398051,3.22,6.31,0.02,0.02
12/12/14,158.56,2823193,1.05377E+11,11398051,3.18,6.23,0.02,0.02
12/15/14,158.12,2610662,1.05204E+11,11398051,3.17,6.21,0.02,0.02
12/16/14,157.26,3383374,1.06614E+11,11398051,3.22,6.3,0.02,0.02
12/17/14,159.29,3948875,1.0684E+11,11398051,3.23,6.36,0.02,0.02
12/18/14,162.4,3359781,1.09829E+11,11398051,3.32,6.55,0.02,0.02
12/19/14,164.78,4891344,1.09944E+11,11398051,3.32,6.56,0.02,0.02
12/22/14,166.22,2090886,1.11082E+11,11398051,3.36,6.63,0.02,0.02
12/23/14,168.02,2190217,1.10828E+11,11398051,3.35,6.61,0.02,0.02
12/24/14,166.17,981961,1.10885E+11,9924248,3.35,6.62,0.02,0.02
12/26/14,167.34,1607376,1.1044E+11,9924248,3.34,6.59,0.02,0.02
12/29/14,166.3,1218833,1.10726E+11,9924248,3.35,6.61,0.02,0.02
12/30/14,166.55,1180680,1.10173E+11,9924248,3.33,6.57,0.02,0.02
12/31/14,166,1631764,1.09206E+11,9924248,3.3,6.51,0.02,0.02
1/2/15,164.71,2117562,1.09041E+11,9924248,3.29,6.5,0.02,0.02
1/5/15,163,3692901,1.06687E+11,9924248,3.22,6.35,0.02,0.02
1/6/15,160.82,3537144,1.056E+11,9924248,3.19,6.29,0.02,0.02
1/7/15,159.9,3081291,1.06331E+11,9924248,3.21,6.33,0.02,0.02
1/8/15,160.65,3149592,1.08767E+11,9924248,3.29,6.48,0.02,0.02
1/9/15,163.85,2378568,1.07489E+11,9924248,3.25,6.4,0.02,0.02
1/12/15,162.39,2149230,1.06929E+11,9463456,3.23,6.37,0.02,0.01
1/13/15,162.23,2706698,1.06853E+11,9463456,3.23,6.36,0.02,0.01
1/14/15,159.04,1983535,1.06357E+11,9463456,3.21,6.33,0.02,0.01
1/15/15,159.84,1881406,1.06242E+11,9463456,3.21,6.33,0.02,0.01
1/16/15,159.86,2349676,1.0773E+11,9463456,3.25,6.42,0.02,0.01
1/20/15,162.72,2096201,1.07692E+11,9463456,3.25,6.42,0.02,0.01
1/21/15,161.66,1597680,1.08074E+11,9463456,3.26,6.44,0.02,0.01
1/22/15,163.26,2225819,1.10205E+11,9463456,3.33,6.57,0.02,0.01
1/23/15,165.75,2249181,1.09015E+11,9463456,3.29,6.5,0.02,0.01
1/26/15,163.62,3556293,1.09155E+11,9463456,3.3,6.51,0.02,0.01
1/27/15,162.31,4190749,1.08389E+11,9112690,3.27,7.91,0.02,0.01
1/28/15,164.61,3574594,1.08586E+11,9112690,3.28,7.92,0.02,0.01
1/29/15,164.07,2674618,1.09979E+11,9112690,3.32,8.03,0.02,0.01
1/30/15,164.75,3561892,1.07543E+11,9112690,3.24,7.84,0.02,0.01
2/2/15,162.12,2379692,1.08892E+11,9112690,3.29,7.95,0.02,0.01
2/3/15,165.17,2604773,1.09858E+11,9112690,3.32,8.02,0.02,0.01
2/4/15,165.78,2363803,1.0914E+11,9112690,3.29,7.97,0.02,0.01
2/5/15,165.31,2050539,1.10246E+11,9112690,3.33,8.05,0.02,0.01
2/6/15,166.23,1826929,1.09941E+11,9112690,3.32,8.03,0.02,0.01
2/9/15,164.38,2072981,1.09159E+11,9112690,3.29,7.97,0.02,0.01
2/10/15,165.4,1885097,1.09782E+11,8973582,3.31,8.01,0.02,0.01
2/11/15,164.52,1695064,1.0893E+11,8973582,3.29,7.95,0.02,0.01
2/12/15,164.93,1615661,1.0972E+11,8973582,3.31,8.04,0.02,0.01
2/13/15,165.9,1792069,1.09739E+11,8973582,3.31,8.04,0.02,0.01
2/17/15,165.94,2100869,1.10361E+11,8973582,3.33,8.09,0.02,0.01
2/18/15,166.92,1552002,1.10666E+11,8973582,3.34,8.11,0.02,0.01
2/19/15,167.4,1648814,1.10469E+11,8973582,3.33,8.1,0.02,0.01
2/20/15,166.74,2416631,1.11123E+11,8973582,3.35,8.15,0.02,0.01
2/23/15,168.14,1835977,1.11561E+11,8973582,3.37,8.18,0.02,0.01
2/24/15,168.27,1770282,1.11758E+11,8973582,3.37,8.19,0.02,0.01
2/25/15,168.97,2019149,1.11612E+11,8115843,3.37,8.18,0.02,0.01
2/26/15,168.85,1789370,1.12069E+11,8115843,3.38,8.22,0.02,0.01
2/27/15,169.66,1946016,1.1146E+11,8115843,3.36,8.17,0.02,0.01
3/2/15,168.16,2223104,1.12634E+11,8115843,3.4,8.26,0.02,0.01
3/3/15,169.57,2232425,1.11218E+11,8115843,3.36,8.15,0.02,0.01
3/4/15,168.26,1575686,1.10514E+11,8115843,3.33,8.1,0.02,0.01
3/5/15,167.21,1547152,1.10774E+11,8115843,3.34,8.12,0.02,0.01
3/6/15,166.5,2114438,1.08737E+11,8115843,3.28,7.96,0.02,0.01
3/9/15,164.72,1608060,1.10012E+11,8115843,3.32,8.06,0.02,0.01
3/10/15,164.81,2564593,1.07404E+11,7690221,3.24,7.86,0.02,0.01
3/11/15,162.7,1894304,1.07067E+11,7690221,3.23,7.84,0.02,0.01
3/12/15,162.59,1715011,1.08806E+11,7690221,3.28,7.97,0.02,0.01
3/13/15,164.02,2284740,1.07708E+11,7690221,3.25,7.88,0.02,0.01
3/16/15,163.58,2111173,1.09911E+11,7690221,3.32,8.05,0.02,0.01
3/17/15,165.52,2557898,1.08654E+11,7690221,3.28,7.96,0.02,0.01
3/18/15,163.16,3062438,1.10076E+11,7690221,3.32,8.07,0.02,0.01
3/19/15,166.16,1953456,1.09562E+11,7690221,3.3,8.03,0.02,0.01
3/20/15,166.09,4371778,1.10089E+11,7690221,3.32,8.07,0.02,0.01
3/23/15,166.83,2157318,1.0986E+11,7690221,3.31,8.05,0.02,0.01
3/24/15,165.58,2090967,1.09981E+11,7731139,3.32,8.06,0.02,0.01
3/25/15,166.24,2540852,1.07683E+11,7731139,3.25,7.88,0.02,0.01
3/26/15,162,2050735,1.07705E+11,7731139,3.25,7.88,0.02,0.01
3/27/15,162.36,1722661,1.08283E+11,7731139,3.26,7.92,0.02,0.01
3/30/15,164.2,1684009,1.09903E+11,7731139,3.32,8.05,0.02,0.01
3/31/15,165.41,2081259,1.09205E+11,7731139,3.29,7.99,0.02,0.01
4/1/15,164.29,2148057,1.07661E+11,7731139,3.24,7.87,0.02,0.01
4/2/15,163.38,1852617,1.07839E+11,7731139,3.25,7.89,0.02,0.01
4/6/15,161.66,2560334,1.09541E+11,7731139,3.3,8.02,0.02,0.01
4/7/15,165.4,2479510,1.10005E+11,7731139,3.32,8.05,0.02,0.01
4/8/15,166.21,1754434,1.10043E+11,7731139,3.32,8.06,0.02,0.01
4/9/15,166.25,1680624,1.10374E+11,7731139,3.33,8.08,0.02,0.01
4/10/15,167.5,1501941,1.10551E+11,7297397,3.34,8.09,0.02,0.01
4/13/15,166.76,1860416,1.0977E+11,7297397,3.31,8.03,0.02,0.01
4/14/15,165.32,1915188,1.09865E+11,7297397,3.31,8.04,0.02,0.01
4/15/15,166.72,1995871,1.10151E+11,7297397,3.32,8.06,0.02,0.01
4/16/15,165.73,1662831,1.09802E+11,7297397,3.31,8.04,0.02,0.01
4/17/15,164.53,3063509,1.07146E+11,7297397,3.23,7.83,0.02,0.01
4/20/15,163,2394237,1.08925E+11,7297397,3.28,7.97,0.02,0.01
4/21/15,165.65,1970534,1.08601E+11,7297397,3.27,7.95,0.02,0.01
4/22/15,163.81,2228828,1.09027E+11,7297397,3.29,7.98,0.02,0.01
4/23/15,159.54,5704517,1.05217E+11,7297397,3.21,7.26,0.03,0.01
4/24/15,159.81,3043484,1.04636E+11,7121418,3.19,7.23,0.03,0.01
4/27/15,159.48,3448760,1.03995E+11,7121418,3.17,7.18,0.03,0.01
4/28/15,157.69,3387920,1.04217E+11,7121418,3.18,7.2,0.03,0.01
4/29/15,157.42,3078628,1.03355E+11,7121418,3.15,7.14,0.03,0.01
4/30/15,156.82,3510160,1.03022E+11,7121418,3.14,7.13,0.03,0.01
5/1/15,156.79,2160149,1.0384E+11,7121418,3.17,7.19,0.03,0.01
5/4/15,158.4,2240314,1.0469E+11,7121418,3.2,7.25,0.03,0.01
5/5/15,158.86,1947744,1.03986E+11,7121418,3.17,7.2,0.03,0.01
5/6/15,157.92,2203122,1.03815E+11,7121418,3.17,7.19,0.03,0.01
5/7/15,157.23,2112923,1.0443E+11,7121418,3.19,7.23,0.03,0.01
5/8/15,160.25,2025537,1.05692E+11,7121418,3.23,7.32,0.03,0.01
5/11/15,160.26,1708711,1.05248E+11,7236818,3.21,7.29,0.03,0.01
5/12/15,158.71,1864809,1.05356E+11,7236818,3.22,7.3,0.03,0.01
5/13/15,160.43,2587859,1.06143E+11,7236818,3.24,7.35,0.03,0.01
5/14/15,162.09,2462549,1.0731E+11,7236818,3.28,7.44,0.03,0.01
5/15/15,163.15,1923774,1.07405E+11,7236818,3.28,7.44,0.03,0.01
5/18/15,163,1748384,1.07132E+11,7236818,3.27,7.42,0.03,0.01
5/19/15,163.07,2076094,1.07291E+11,7236818,3.28,7.44,0.03,0.01
5/20/15,162.42,1978568,1.06517E+11,7236818,3.25,7.38,0.03,0.01
5/21/15,161.9,2401909,1.06618E+11,7236818,3.26,7.39,0.03,0.01
5/22/15,161.99,1822803,1.05933E+11,7236818,3.23,7.34,0.03,0.01
5/26/15,160.98,2471109,1.05051E+11,7236818,3.21,7.27,0.03,0.01
5/27/15,159.82,2625930,1.05959E+11,7593609,3.24,7.34,0.03,0.01
5/28/15,160.35,1578079,1.05863E+11,7593609,3.23,7.33,0.03,0.01
5/29/15,160.44,2880519,1.04728E+11,7593609,3.2,7.25,0.03,0.01
6/1/15,159.1,1906559,1.04665E+11,7593609,3.19,7.25,0.03,0.01
6/2/15,158.28,2481192,1.04728E+11,7593609,3.2,7.25,0.03,0.01
6/3/15,159.61,2074495,1.05413E+11,7593609,3.22,7.3,0.03,0.01
6/4/15,159.51,2237628,1.04265E+11,7593609,3.18,7.22,0.03,0.01
6/5/15,157.5,2314771,1.03459E+11,7593609,3.16,7.16,0.03,0.01
6/8/15,156.5,1608614,1.03148E+11,7593609,3.15,7.14,0.03,0.01
6/9/15,156.85,1810752,1.03396E+11,6705633,3.15,7.16,0.03,0.01
6/10/15,156.95,1758925,1.04703E+11,6705633,3.2,7.25,0.03,0.01
6/11/15,159.12,1854228,1.05223E+11,6705633,3.21,7.29,0.03,0.01
6/12/15,159.85,1910513,1.04068E+11,6705633,3.18,7.2,0.03,0.01
6/15/15,157.08,2353069,1.02692E+11,6705633,3.13,7.1,0.03,0.01
6/16/15,155.49,1729688,1.03085E+11,6705633,3.14,7.13,0.03,0.01
6/17/15,156.6,1839387,1.03377E+11,6705633,3.15,7.15,0.03,0.01
6/18/15,157.59,2528893,1.05071E+11,6705633,3.21,7.28,0.03,0.01
6/19/15,159.36,3287179,1.04646E+11,6705633,3.19,7.24,0.03,0.01
6/22/15,159.85,1447412,1.05109E+11,6705633,3.21,7.28,0.03,0.01
6/23/15,160.41,2286400,1.0521E+11,6705633,3.21,7.29,0.03,0.01
6/24/15,159.68,2862870,1.03751E+11,7633416,3.17,7.18,0.03,0.01
6/25/15,157.85,2564048,1.02723E+11,7633416,3.13,7.11,0.03,0.01
6/26/15,156.16,2625489,1.03466E+11,7633416,3.16,7.16,0.03,0.01
6/29/15,155.92,2474976,1.01474E+11,7633416,3.09,7.02,0.03,0.01
6/30/15,155,2561158,1.01696E+11,7633416,3.1,7.03,0.03,0.01
7/1/15,156.13,1726793,1.02552E+11,7633416,3.13,7.09,0.03,0.01
7/2/15,156.08,2022399,1.02381E+11,7633416,3.12,7.08,0.03,0.01
7/6/15,153.89,2172154,1.02191E+11,7633416,3.12,7.07,0.03,0.01
7/7/15,155.14,2865996,1.02413E+11,7633416,3.12,7.08,0.03,0.01
7/8/15,154.08,2613316,1.00687E+11,7633416,3.07,6.96,0.03,0.01
7/9/15,154.59,2069222,1.01347E+11,7633416,3.09,7.01,0.03,0.01
7/10/15,154.74,2061321,1.02108E+11,7578355,3.11,7.06,0.03,0.01
7/13/15,156.42,2107208,1.03072E+11,7578355,3.14,7.13,0.03,0.01
7/14/15,156.49,1812274,1.03269E+11,7578355,3.15,7.15,0.03,0.01
7/15/15,156.57,1786207,1.02774E+11,7578355,3.13,7.11,0.03,0.01
7/16/15,157.58,2023869,1.03516E+11,7578355,3.16,7.16,0.03,0.01
7/17/15,156.5,2429011,1.03212E+11,7578355,3.15,7.14,0.03,0.01
7/20/15,156.77,2349130,1.03485E+11,7578355,3.16,7.16,0.03,0.01
7/21/15,156.75,2743931,1.02622E+11,7578355,3.13,7.1,0.03,0.01
7/22/15,155.59,3067734,1.024E+11,7578355,3.12,7.08,0.03,0.01
7/23/15,151.92,5176373,99865979500,7578355,3.05,7.11,0.03,0.01
7/24/15,148.86,3433648,98325170850,8799257,3,7.11,0.03,0.01
7/27/15,148.64,3117558,97937828950,8799257,2.99,7.08,0.03,0.01
7/28/15,148.85,3277739,99437216950,8799257,3.03,7.19,0.03,0.01
7/29/15,151.44,2176889,99649630250,8799257,3.04,7.21,0.03,0.01
7/30/15,151,2120011,99761599650,8799257,3.04,7.23,0.03,0.01
7/31/15,152.53,1619622,99617908300,8799257,3.04,7.22,0.03,0.01
8/3/15,150.79,2355658,98855719400,8799257,3.01,7.16,0.03,0.01
8/4/15,150.93,1811933,99030648000,8799257,3.02,7.18,0.03,0.01
8/5/15,151.85,1765640,99411742450,8799257,3.03,7.21,0.03,0.01
8/6/15,150.89,1764818,98318438700,8799257,3,7.12,0.03,0.01
8/7/15,148.48,1669711,98087283050,8799257,2.99,7.1,0.03,0.01
8/10/15,150,1571784,99555433800,8799257,3.04,7.22,0.03,0.01
8/11/15,150,1810785,97831137600,9869741,2.98,7.08,0.03,0.02
8/12/15,147.24,2054319,97856127400,9869741,2.98,7.09,0.03,0.02
8/13/15,148,1793138,97156413000,9869741,2.96,7.03,0.03,0.02
8/14/15,147.66,1401860,97706188600,9869741,2.98,7.08,0.03,0.02
8/17/15,147.43,1648944,98305943800,9869741,3,7.12,0.03,0.02
8/18/15,148.63,1706387,97724930950,9869741,2.98,7.08,0.03,0.02
8/19/15,146.2,2525741,96200553150,9869741,2.93,6.96,0.03,0.02
8/20/15,144.51,3281679,94626195750,9869741,2.88,6.84,0.03,0.02
8/21/15,143.52,5442026,93839017050,9869741,2.85,6.78,0.03,0.02
8/24/15,137.12,7359480,91646218779,9869741,2.78,6.61,0.03,0.02
8/25/15,141.86,5435890,91058958094,9738207,2.76,6.57,0.03,0.02
8/26/15,140,4562206,94232664772,9738207,2.87,6.81,0.03,0.02
8/27/15,143.75,4104567,94969864355,9738207,2.89,6.87,0.03,0.02
8/28/15,143.02,2664554,95163535431,9738207,2.9,6.88,0.03,0.02
8/31/15,143,2514923,93870312435,9738207,2.85,6.78,0.03,0.02
9/1/15,139.48,3671447,91596239146,9738207,2.78,6.61,0.03,0.02
9/2/15,140.54,3312687,93308041567,9738207,2.84,6.74,0.03,0.02
9/3/15,141.94,2606203,93620414271,9738207,2.85,6.76,0.03,0.02
9/4/15,139.94,3195773,92433397994,9738207,2.81,6.67,0.03,0.02
9/8/15,142.05,2432857,94676234012,9738207,2.88,6.84,0.03,0.02
9/9/15,144.86,2642784,93070638311,9738207,2.83,6.72,0.03,0.02
9/10/15,141,2031210,93020658679,11191177,2.83,6.72,0.03,0.02
9/11/15,140.61,2506009,93320536475,11191177,2.84,6.74,0.03,0.02
9/14/15,141.52,2277158,93039401041,11191177,2.83,6.72,0.03,0.02
9/15/15,141.56,2690814,94782440732,11191177,2.88,6.85,0.03,0.02
9/16/15,143.51,2060707,95157287977,11191177,2.89,6.88,0.03,0.02
9/17/15,143.81,2855145,94376356216,11191177,2.87,6.82,0.03,0.02
9/18/15,141.17,6526037,92295954004,11191177,2.8,6.66,0.03,0.02
9/21/15,140.5,2492937,92558347076,11191177,2.81,6.68,0.03,0.02
9/22/15,138.27,2775299,91296361350,11191177,2.77,6.59,0.03,0.02
9/23/15,138.53,2684501,91071453002,11191177,2.76,6.57,0.03,0.02
9/24/15,136.63,2690259,91021473370,12356967,2.76,6.56,0.03,0.02
9/25/15,139.62,3767195,92258469280,12356967,2.8,6.66,0.03,0.02
9/28/15,138.3,3468936,91521269697,12356967,2.78,6.6,0.03,0.02
9/29/15,138.62,4946046,93501712643,12356967,2.84,6.75,0.03,0.02
9/30/15,142.52,3619263,93639156633,12356967,2.85,6.76,0.03,0.02
10/1/15,142.21,2486292,93033153587,12356967,2.83,6.72,0.03,0.02
10/2/15,139.08,3064411,94532542568,12356967,2.87,6.83,0.03,0.02
10/5/15,144.3,2987249,96481748244,12356967,2.94,6.98,0.03,0.02
10/6/15,145.99,2256802,96150633178,12356967,2.93,6.96,0.03,0.02
10/7/15,146.74,1957149,97243937643,12356967,2.96,7.04,0.03,0.02
10/8/15,146.65,2008766,98455943737,12356967,3,7.13,0.03,0.02
10/9/15,149.56,2293990,98718336809,12732989,3.01,7.15,0.03,0.02
10/12/15,150.26,1429298,98818296074,12732989,3.01,7.16,0.03,0.02
10/13/15,148.91,2027618,98224787935,12732989,2.99,7.11,0.03,0.02
10/14/15,149,2260312,97731239062,12732989,2.98,7.08,0.03,0.02
10/15/15,149.64,2589025,98274767568,12732989,3,7.12,0.03,0.02
10/16/15,149.77,2490502,97968642318,12732989,2.99,7.1,0.03,0.02
10/19/15,147.97,2004235,97531320532,12732989,2.97,7.06,0.03,0.02
10/20/15,147.45,2409281,98224787935,12732989,2.99,7.11,0.03,0.02
10/21/15,149.5,3012100,98668357176,12732989,3.01,7.15,0.03,0.02
10/22/15,151.34,5111866,1.06955E+11,12732989,3.18,7.86,0.03,0.02
10/23/15,156.54,2997423,1.05417E+11,12732989,3.13,7.85,0.03,0.02
10/26/15,156.06,2136125,1.05879E+11,11510154,3.14,7.88,0.03,0.02
10/27/15,156,1970111,1.05996E+11,11510154,3.14,7.89,0.03,0.02
10/28/15,156.49,2724680,1.06827E+11,11510154,3.17,7.96,0.03,0.02
10/29/15,157.75,1484607,1.06576E+11,11510154,3.16,7.96,0.03,0.02
10/30/15,157.8,2672128,1.06329E+11,11510154,3.15,7.94,0.03,0.02
11/2/15,157.51,2701780,1.07998E+11,11510154,3.21,8.08,0.03,0.02
11/3/15,159.48,2972822,1.07277E+11,11510154,3.18,8.02,0.03,0.02
11/4/15,159,2254169,1.07376E+11,11510154,3.19,8.03,0.03,0.02
11/5/15,159.38,2023902,1.07425E+11,11510154,3.19,8.03,0.03,0.02
11/6/15,158.02,1859957,1.07591E+11,11510154,3.19,8.05,0.03,0.02
11/9/15,158.67,2421017,1.06489E+11,11510154,3.16,7.96,0.03,0.02
11/10/15,157.23,1962870,1.06563E+11,9435342,3.16,7.96,0.03,0.02
11/11/15,157.86,2527087,1.07462E+11,9435342,3.19,8.04,0.03,0.02
11/12/15,157.78,2305645,1.05769E+11,9435342,3.14,7.9,0.03,0.02
11/13/15,156,2434539,1.05369E+11,9435342,3.12,7.86,0.03,0.02
11/16/15,155.61,2394999,1.06945E+11,9435342,3.17,7.99,0.03,0.02
11/17/15,158.36,2392966,1.06218E+11,9435342,3.15,7.93,0.03,0.02
11/18/15,156.18,2226895,1.0644E+11,9435342,3.16,7.95,0.03,0.02
11/19/15,157.63,1518174,1.0705E+11,9435342,3.18,8,0.03,0.02
11/20/15,158.68,1891113,1.07401E+11,9435342,3.19,8.03,0.03,0.02
11/23/15,158.9,1430410,1.07216E+11,9435342,3.18,8.02,0.03,0.02
11/24/15,157.37,2100625,1.06662E+11,8419698,3.16,7.97,0.03,0.01
11/25/15,158.06,1184162,1.06588E+11,8419698,3.16,7.96,0.03,0.01
11/27/15,157.51,876130,1.06809E+11,8419698,3.17,7.98,0.03,0.01
11/30/15,158.1,2934244,1.05941E+11,8419698,3.14,7.91,0.03,0.01
12/1/15,156.41,2258962,1.06138E+11,8419698,3.15,7.93,0.03,0.01
12/2/15,156.88,2034661,1.054E+11,8419698,3.12,7.87,0.03,0.01
12/3/15,156.56,2609503,1.04587E+11,8419698,3.1,7.8,0.03,0.01
12/4/15,154.79,2175780,1.06951E+11,8419698,3.17,7.99,0.03,0.01
12/7/15,157.53,2142784,1.06662E+11,8419698,3.16,7.97,0.03,0.01
12/8/15,156.44,2350423,1.06071E+11,8419698,3.15,7.92,0.03,0.01
12/9/15,156.17,2660838,1.05615E+11,7170217,3.13,7.88,0.03,0.01
12/10/15,155.73,2551244,1.0652E+11,7170217,3.16,7.96,0.03,0.01
12/11/15,155.55,2523192,1.04864E+11,7170217,3.11,7.82,0.03,0.01
12/14/15,155.29,3462196,1.06588E+11,7170217,3.16,7.96,0.03,0.01
12/15/15,151.99,8645905,1.00739E+11,7170217,2.97,7.48,0.03,0.01
12/16/15,148.15,4774134,1.01859E+11,7170217,3.01,7.58,0.03,0.01
12/17/15,150.15,3053902,1.01182E+11,7170217,2.99,7.52,0.03,0.01
12/18/15,148.21,5736432,99993553960,7170217,2.95,7.42,0.03,0.01
12/21/15,147.58,2284411,1.00338E+11,7170217,2.96,7.45,0.03,0.01
12/22/15,148.12,2528661,1.01256E+11,7170217,2.99,7.53,0.03,0.01
12/23/15,149.69,2215346,1.02604E+11,7170217,3.03,7.64,0.03,0.01
12/24/15,150.82,848403,1.02623E+11,6945036,3.03,7.64,0.03,0.01
12/28/15,151.13,1275184,1.02641E+11,6945036,3.03,7.64,0.03,0.01
12/29/15,152.2,1824695,1.03669E+11,6945036,3.07,7.72,0.03,0.01
12/30/15,152.79,1553075,1.03066E+11,6945036,3.05,7.68,0.03,0.01
12/31/15,151.73,1607102,1.02284E+11,6945036,3.02,7.61,0.03,0.01
1/4/16,148.05,3277188,99931982660,6945036,2.95,7.42,0.03,0.01
1/5/16,146.82,2688082,1.00326E+11,6945036,2.96,7.45,0.03,0.01
1/6/16,145.59,2997126,98497371370,6945036,2.9,7.3,0.03,0.01
1/7/16,142.52,3553519,96330061610,6945036,2.83,7.12,0.03,0.01
1/8/16,141.36,2663979,96034519370,6945036,2.82,7.1,0.03,0.01
1/11/16,140.97,2775527,96016047980,6945036,2.82,7.1,0.03,0.01
1/12/16,141.36,2363612,96262333180,7250617,2.83,7.12,0.03,0.01
1/13/16,140.89,2598252,94944707360,7250617,2.78,7.01,0.03,0.01
1/14/16,139.74,3720400,96459361340,7250617,2.83,7.13,0.03,0.01
1/15/16,138.3,4683496,94926235970,7250617,2.78,7.01,0.03,0.01
1/19/16,140.1,3399796,94741522070,7250617,2.78,6.99,0.03,0.01
1/20/16,136.95,4136338,93861052480,7250617,2.75,6.92,0.03,0.01
1/21/16,136.96,3355469,94353622880,7250617,2.76,6.96,0.03,0.01
1/22/16,140.14,2979077,95437277760,7250617,2.8,7.05,0.03,0.01
1/25/16,138.96,2805458,94236637410,7250617,2.76,6.95,0.03,0.01
1/26/16,141.79,5129123,98023928140,7250617,2.94,7.51,0.03,0.01
1/27/16,144.95,3596399,97568999548,7193166,2.93,7.55,0.03,0.01
1/28/16,146.16,3067960,98647513867,7193166,2.97,7.64,0.03,0.01
1/29/16,148.24,3993211,1.0089E+11,7193166,3.04,7.83,0.03,0.01
2/1/16,149.33,2701512,99506669342,7193166,2.99,7.71,0.03,0.01
2/2/16,147.59,3581835,98982645435,7193166,2.98,7.67,0.03,0.01
2/3/16,149.36,5766764,1.01816E+11,7193166,3.07,7.91,0.03,0.01
2/4/16,152.42,3458366,1.02377E+11,7193166,3.09,7.96,0.03,0.01
2/5/16,153.2,3368495,1.02395E+11,7193166,3.09,7.96,0.03,0.01
2/8/16,151.63,2505355,1.02657E+11,7193166,3.1,7.98,0.03,0.01
2/9/16,152.95,2968410,1.03169E+11,7602991,3.11,8.03,0.03,0.01
2/10/16,154.43,2911985,1.01773E+11,7602991,3.07,7.91,0.03,0.01
2/11/16,149.91,3182232,1.00128E+11,7602991,3.01,7.84,0.03,0.01
2/12/16,150.67,2292155,1.02119E+11,7602991,3.08,8.01,0.03,0.01
2/16/16,155,2140576,1.03069E+11,7602991,3.11,8.09,0.03,0.01
2/17/16,156,2156064,1.03728E+11,7602991,3.13,8.15,0.03,0.01
2/18/16,156.35,2010220,1.03825E+11,7602991,3.13,8.16,0.03,0.01
2/19/16,157,2121331,1.03625E+11,7602991,3.13,8.14,0.03,0.01
2/22/16,156.45,2207565,1.04382E+11,7602991,3.15,8.21,0.03,0.01
2/23/16,157.63,1922779,1.03456E+11,7602991,3.12,8.13,0.03,0.01
2/24/16,154.84,1937839,1.04091E+11,7052088,3.14,8.18,0.03,0.01
2/25/16,157.54,1718362,1.05162E+11,7052088,3.18,8.27,0.03,0.01
2/26/16,159.15,1843721,1.04726E+11,7052088,3.16,8.24,0.03,0.01
2/29/16,158.01,1993169,1.03879E+11,7052088,3.14,8.16,0.03,0.01
3/1/16,158.75,2204125,1.05525E+11,7052088,3.19,8.31,0.03,0.01
3/2/16,158.88,1807199,1.05416E+11,7052088,3.19,8.3,0.03,0.01
3/3/16,159.41,1926039,1.05398E+11,7052088,3.19,8.29,0.03,0.01
3/4/16,159.46,1766328,1.05815E+11,7052088,3.2,8.33,0.03,0.01
3/7/16,159.98,2012810,1.06118E+11,7052088,3.21,8.36,0.03,0.01
3/8/16,159.4,2020133,1.05894E+11,7052088,3.2,8.34,0.03,0.01
3/9/16,160.5,1883182,1.05828E+11,7052088,3.2,8.33,0.03,0.01
3/10/16,160.77,1875660,1.05707E+11,6740326,3.2,8.32,0.03,0.01
3/11/16,161.14,1697205,1.06911E+11,6740326,3.24,8.42,0.03,0.01
3/14/16,161.61,1747318,1.06868E+11,6740326,3.23,8.42,0.03,0.01
3/15/16,160.16,1828242,1.07231E+11,6740326,3.25,8.45,0.03,0.01
3/16/16,161.96,1927690,1.07522E+11,6740326,3.26,8.48,0.03,0.01
3/17/16,163.16,2790076,1.08042E+11,6740326,3.27,8.52,0.03,0.01
3/18/16,164.15,5853042,1.08998E+11,6740326,3.3,8.6,0.03,0.01
3/21/16,165.05,2095053,1.08701E+11,6740326,3.29,8.58,0.03,0.01
3/22/16,164.5,2146288,1.08744E+11,6740326,3.3,8.58,0.03,0.01
3/23/16,164.6,2304955,1.08357E+11,6740326,3.28,8.55,0.03,0.01
3/24/16,163.68,1868769,1.08598E+11,7293893,3.29,8.56,0.03,0.01
