Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price1,Last Price2,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Sales Ratio,SENTIMENT,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital,Mid Price,"CPSTAIRF Index : Airfare Index (U.S. BLS, Mth. rels) 291.74","CONSSENT Index : U.S. Consumer Confidence (UofM, Mth. rels) 94.30","BRAIRNAV Index : Domestic Airline Traffic (RPMs) 53,854.70",ARTTNADM Index : USA Domestic 411.23 [Non-Premium / Premium DataNon-PremiumAverage Fare ($
2/12/15,43.5,105.7591,29443733504,7304447,0.5517,184.9334,43.516,42.19,44.025,36.1714,54.8821,29405734912,0.1953,1.16,43.5,43.5,21.4516,0.3382,1.6055,-0.0619,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,185.37,295.949,98.1,47894.8984,425.0756
2/13/15,43.3,106.0483,29308534784,6395526,0.5543,183.6233,43.63,42.92,43.837,28.2964,54.3551,29270536192,0.1926,1.159,43.3,43.5,21.353,0.3346,1.5981,0.0506,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,191.39,295.949,98.1,47894.8984,425.0756
2/17/15,42.59,106.3151,28828579840,8818109,0.5635,178.9727,43.6,42.55,43.643,13.1043,52.5034,28790579200,0.1898,1.1594,42.59,43.3,21.0028,0.3293,1.5719,-0.0827,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,191.99,295.949,98.1,47894.8984,425.0756
2/18/15,43.55,104.9104,29477533696,8271404,0.5511,185.2609,43.68,42.23,43.673,58.4014,54.6637,29439535104,0.194,1.1589,43.55,42.59,21.4762,0.3385,1.6073,0.1112,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,191.94,295.949,98.1,47894.8984,425.0756
2/19/15,43.76,104.6122,29619492864,7535503,0.5484,186.6364,44.97,43.7,43.585,64.4773,55.1255,29581492224,0.1949,1.1587,43.76,43.55,21.5798,0.3398,1.6151,0.0398,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,188.01,295.949,98.1,47894.8984,425.0756
2/20/15,44.78,103.1914,30309007360,7117227,0.536,193.3176,44.95,43.4,43.616,82.7908,57.3107,30271006720,0.1997,1.1574,44.78,43.76,22.0828,0.3412,1.6527,0.096,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,195.18,295.949,98.1,47894.8984,425.0756
2/23/15,44.69,103.3028,30248167424,7303143,0.537,192.7281,45.4899,44.28,43.671,77.5025,57.0571,30210166784,0.1981,1.1571,44.69,44.78,22.0384,0.3373,1.6494,-0.0534,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,211.66,295.949,98.1,47894.8984,425.0756
2/24/15,45.35,102.4243,30694324224,6998748,0.5292,197.0512,45.36,44.04,43.88,86.7866,58.4519,30656323584,0.1999,1.1576,45.35,44.69,22.3639,0.3401,1.6738,-0.5346,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,180.39,295.949,98.1,47894.8984,425.0756
2/25/15,44.12,104.7948,29862850560,7774986,0.544,188.9945,45.27,43.98,43.914,40.2983,55.0075,29824849920,0.1942,1.1586,44.12,45.35,21.7573,0.3272,1.6284,0.9954,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,189.36,295.949,98.1,47894.8984,425.0756
2/26/15,44.08,104.8528,29835810816,7835458,0.5445,188.7325,44.63,43.73,43.972,39.2721,54.8986,29797810176,0.1945,1.159,44.08,44.12,21.7376,0.3267,1.6269,1.0944,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,193.08,295.949,98.1,47894.8984,425.0756
2/27/15,43.24,106.0467,29267976192,4792822,0.555,183.2303,44.16,43.2,43.946,21.792,52.6362,29229975552,0.1877,1.1547,43.24,44.08,21.3234,0.325,1.5959,0.5649,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,206.89,295.949,98.1,47894.8984,425.0756
3/2/15,44.22,105.9142,29930450944,6399926,0.5427,189.6495,44.275,43.4415,44.038,56.0364,54.8803,29892450304,0.1892,1.1548,44.22,43.24,21.8066,0.3281,1.6321,-0.0787,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,191.23,296.414,95.4,44929.5,439.6298
3/3/15,43.96,106.26,29754691584,6263738,0.546,188.3395,44.42,43.51,44.175,47.721,54.1758,29716690944,0.1887,1.1551,43.96,44.22,21.6784,0.3274,1.6225,0.4793,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,195.45,296.414,95.4,44929.5,439.6298
3/4/15,44.01,105.5813,29788491776,5909423,0.5453,188.6674,44.19,43.48,44.221,49.867,54.2926,29750491136,0.1897,1.1545,44.01,43.96,21.7031,0.3286,1.6243,-0.2298,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,190.63,296.414,95.4,44929.5,439.6298
3/5/15,44.1,105.4552,29849331712,5324551,0.5442,189.2578,44.28,43.71,44.255,54.8689,54.5083,29811331072,0.1908,1.1563,44.1,44.01,21.7475,0.3274,1.6276,0.5131,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,187.73,296.414,95.4,44929.5,439.6298
3/6/15,43.3,106.5839,29308534784,5322436,0.5543,184.0104,44.045,43.25,44.107,23.5457,52.2406,29270536192,0.1918,1.1573,43.3,44.1,21.353,0.3313,1.5981,0,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,186.9,296.414,95.4,44929.5,439.6298
3/9/15,43.4,106.2964,29376135168,4026762,0.553,184.6664,43.75,43.11,43.978,30.938,52.4962,29338134528,0.1899,1.1563,43.4,43.3,21.4023,0.3294,1.6018,-0.2137,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,179.48,296.414,95.4,44929.5,439.6298
3/10/15,42.94,106.9519,29065177088,5667622,0.5589,181.6492,43.32,42.56,43.737,18.5574,51.1927,29027178496,0.1919,1.1526,42.94,43.4,21.1754,0.3261,1.5848,0.5873,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,176.35,296.414,95.4,44929.5,439.6298
3/11/15,43.84,105.6942,29673572352,6754953,0.5474,187.5524,44.04,43.19,43.709,62.5453,53.5282,29635571712,0.1963,1.1513,43.84,42.94,21.6193,0.3341,1.618,-0.2325,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,177.04,296.414,95.4,44929.5,439.6298
3/12/15,44.97,105.2522,30437445632,5761591,0.5337,194.9642,45.04,43.8,43.798,81.4324,56.2475,30399444992,0.1974,1.1539,44.97,43.84,22.1765,0.3317,1.6597,-0.3125,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,172.91,296.414,95.4,44929.5,439.6298
3/13/15,44.51,105.8672,30126487552,6039156,0.5392,191.947,45.64,44.26,43.925,62.2613,54.8948,30088488960,0.1953,1.1546,44.51,44.97,21.9497,0.329,1.6428,0.2374,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,165.8,296.414,95.4,44929.5,439.6298
3/16/15,45.5,104.0658,30795722752,6905689,0.5275,198.4405,45.65,45.02,44.053,78.5576,57.1872,30757722112,0.1947,1.1581,45.5,44.51,22.4379,0.3293,1.6793,0.7927,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,164.74,296.414,95.4,44929.5,439.6298
3/17/15,46.21,103.1627,31275677696,7802591,0.5194,203.0975,46.4099,45.41,44.278,85.3589,58.7428,31237677056,0.1984,1.1563,46.21,45.5,22.788,0.3349,1.7055,-0.6894,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,164.26,296.414,95.4,44929.5,439.6298
3/18/15,45.74,104.366,30957961216,6161322,0.5247,200.0147,46.45,45.18,44.451,64.9139,57.3166,30919960576,0.1937,1.1486,45.74,46.21,22.5562,0.3391,1.6882,-0.3119,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,171.75,296.414,95.4,44929.5,439.6298
3/19/15,46.35,103.6027,31370317824,5911160,0.5178,204.0158,46.45,45.93,44.676,76.0716,58.664,31332317184,0.1959,1.1468,46.35,45.74,22.857,0.3411,1.7107,-0.0062,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,166.23,296.414,95.4,44929.5,439.6298
3/20/15,46.36,103.5872,31377076224,8847345,0.5177,204.0814,46.5,46.02,44.982,76.2573,58.6861,31339077632,0.1933,1.1439,46.36,46.35,22.862,0.3408,1.711,0,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,167.93,296.414,95.4,44929.5,439.6298
3/23/15,45.44,104.6466,30755162112,6260437,0.5282,198.047,46.41,45.37,45.186,36.8255,55.8425,30717163520,0.1881,1.1468,45.44,46.36,22.4083,0.3319,1.6771,0.6929,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,167.07,296.414,95.4,44929.5,439.6298
3/24/15,44.92,105.349,30403645440,4884330,0.5343,194.6362,45.44,44.75,45.384,25.6017,54.3039,30365646848,0.1868,1.1478,44.92,45.44,22.1518,0.3307,1.6579,0.5673,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,164.65,296.414,95.4,44929.5,439.6298
3/25/15,43.72,106.9445,29592453120,6751713,0.5489,186.7653,44.97,43.64,45.372,12.4581,50.9526,29554452480,0.1843,1.1518,43.72,44.92,21.5601,0.3323,1.6136,0.8586,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,165.83,296.414,95.4,44929.5,439.6298
3/26/15,43.18,107.6877,29227415552,7537450,0.5558,183.2233,43.5,42.21,45.193,9.252,49.5297,29189416960,0.1828,1.1534,43.18,43.72,21.2938,0.3281,1.5937,0.786,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,171.76,296.414,95.4,44929.5,439.6298
3/27/15,44.24,107.1816,29943969792,5757840,0.5425,190.176,44.339,43.32,45.166,48.373,52.2382,29905969152,0.1832,1.1548,44.24,43.18,21.8165,0.3275,1.6328,0.1702,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,166.75,296.414,95.4,44929.5,439.6298
3/30/15,44.58,106.4168,30173808640,4336137,0.5384,192.4061,44.79,44.25,45.074,57.2417,53.0738,30135808000,0.1818,1.149,44.58,44.24,21.9842,0.3291,1.6453,0.0601,10.0282,872000000,0.5661,4.1054,11.3491,30.8744,167.12,296.414,95.4,44929.5,439.6298
3/31/15,44.3,106.7804,29195530240,4602688,0.5418,190.5696,44.62,43.88,44.883,47.2212,52.2944,29946529792,0.1824,1.1484,44.3,44.58,17.6891,0.3293,1.6007,0.4466,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,166.04,292.476,93,56592.8008,450.1298
4/1/15,43.45,107.9175,28620935168,6896385,0.5524,184.9943,44.09,43.225,44.654,26.2759,49.9889,29371934720,0.179,1.1502,43.45,44.3,17.3497,0.3244,1.57,-0.031,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,168.69,292.476,93,56592.8008,450.1298
4/2/15,42.86,108.7283,28222097408,8655638,0.56,181.1244,43.82,42.69,44.305,17.9748,48.455,28973099008,0.1846,1.1544,42.86,43.45,17.1141,0.3287,1.5487,0.2428,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,162.25,292.476,93,56592.8008,450.1298
4/6/15,41.09,112.7774,26984466432,11386643,0.5841,169.5148,41.9,41.05,43.778,7.4225,44.2419,27735465984,0.1715,1.1462,41.09,42.86,16.4073,0.3174,1.4847,0.2371,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,170.68,292.476,93,56592.8008,450.1298
4/7/15,41.34,112.4315,27153215488,7699462,0.5806,171.1545,41.915,41.23,43.368,17.6633,44.9413,27904215040,0.173,1.1457,41.34,41.09,16.5071,0.3197,1.4938,-0.8681,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,172.38,292.476,93,56592.8008,450.1298
4/8/15,42.85,111.311,28172453888,6562223,0.5601,181.0588,42.87,41.33,43.161,58.8769,48.9434,28923455488,0.1791,1.1474,42.85,41.34,17.1101,0.33,1.5483,-0.7643,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,163.81,292.476,93,56592.8008,450.1298
4/9/15,42.82,111.3536,28152205312,7122689,0.5605,180.8621,43.21,42.17,43.071,58.0116,48.8704,28903204864,0.1792,1.1472,42.82,42.85,17.0981,0.3306,1.5472,0.7304,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,166.93,292.476,93,56592.8008,450.1298
4/10/15,42.82,109.358,28152205312,4541312,0.5605,180.8621,43.2901,42.7,43.035,58.0116,48.8704,28903204864,0.1787,1.1479,42.82,42.82,17.0981,0.3283,1.5472,0.901,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,170.86,292.476,93,56592.8008,450.1298
4/13/15,42.76,108.764,28111704064,5134697,0.5613,180.4685,43.73,42.5,42.887,54.4127,48.7149,28862705664,0.1809,1.1423,42.76,42.82,17.0741,0.3243,1.5451,-0.0119,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,173.58,292.476,93,56592.8008,450.1298
4/14/15,42.5,108.433,27936206848,4236125,0.5647,178.7631,42.84,42.32,42.679,38.7765,48.0297,28687206400,0.179,1.142,42.5,42.76,16.9703,0.32,1.5357,0.0679,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,175.42,292.476,93,56592.8008,450.1298
4/15/15,41.87,109.3057,27510962176,8130266,0.5732,174.6309,43.64,41.85,42.436,18.9666,46.3939,28261961728,0.1747,1.1395,41.87,42.5,16.7188,0.3153,1.5129,-0.1534,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,183.76,292.476,93,56592.8008,450.1298
4/16/15,42.25,108.7762,27767457792,7080230,0.568,177.1234,42.73,41.8,42.316,44.5819,47.5094,28518459392,0.1728,1.1318,42.25,41.87,16.8705,0.3251,1.5266,0.2869,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,184.55,292.476,93,56592.8008,450.1298
4/17/15,41.79,109.4198,27456962560,6787531,0.5743,174.1062,42.4,41.79,42.209,28.3242,46.3028,28207962112,0.1699,1.1365,41.79,42.25,16.6868,0.328,1.51,0.1542,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,181.99,292.476,93,56592.8008,450.1298
4/20/15,42.57,107.7467,27983456256,5607246,0.5638,179.2223,42.6,41.73,42.357,62.8147,48.5929,28734455808,0.1734,1.1354,42.57,41.79,16.9983,0.3334,1.5382,0.0109,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,181.71,292.476,93,56592.8008,450.1298
4/21/15,43.03,107.1271,28293953536,4417212,0.5578,182.2395,43.14,42.4401,42.526,73.9175,49.8965,29044953088,0.1757,1.1349,43.03,42.57,17.1819,0.3374,1.5548,0.4536,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,179.32,292.476,93,56592.8008,450.1298
4/22/15,42.85,107.3685,28172453888,5756150,0.5601,181.0588,43.15,42.62,42.526,62.8949,49.3895,28923455488,0.1734,1.1335,42.85,43.03,17.1101,0.3349,1.5483,0.3797,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,180.96,292.476,93,56592.8008,450.1298
4/23/15,43.26,104.8806,28449202176,9045273,0.5548,183.7481,44.19,43.18,42.57,75.4188,50.5729,29200201728,0.1746,1.134,43.26,42.85,17.2738,0.3363,1.5631,-0.1811,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,186.26,292.476,93,56592.8008,450.1298
4/24/15,43.49,104.5856,28604450816,6348866,0.5519,185.2567,43.67,42.82,42.637,80.856,51.2347,29355450368,0.1739,1.1341,43.49,43.26,17.3656,0.335,1.5714,0.5927,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,186.83,292.476,93,56592.8008,450.1298
4/27/15,42.29,106.8377,27794458624,5231609,0.5675,177.3857,43.48,42.25,42.59,29.6059,47.7821,28545458176,0.1703,1.1374,42.29,43.49,16.8865,0.3308,1.5281,0.7059,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,186.14,292.476,93,56592.8008,450.1298
4/28/15,41.89,107.3493,27524460544,5913300,0.5729,174.7621,42.45,41.34,42.529,22.4812,46.6969,28275460096,0.1675,1.1366,41.89,42.29,16.7267,0.3258,1.5136,0.0616,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,183.91,292.476,93,56592.8008,450.1298
4/29/15,40.95,108.6525,26889967616,7815152,0.5861,168.5965,41.81,40.1,42.437,12.1631,44.2538,27640967168,0.1634,1.1388,40.95,41.89,16.3514,0.3198,1.4797,0.0076,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,186.81,292.476,93,56592.8008,450.1298
4/30/15,40.56,109.2279,26355111936,6492101,0.5917,166.0384,41.48,40.38,42.268,9.4608,43.2819,27106111488,0.1622,1.1381,40.56,40.95,16.1957,0.3176,1.4656,0.8761,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,189.63,290.452,95.9,54230.8984,446.6095
5/1/15,42.6,109.727,27718436864,7754005,0.5634,179.4191,42.6955,40.83,42.349,66.995,49.3064,28469436416,0.1699,1.1458,42.6,40.56,17.0102,0.314,1.5393,0.1182,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,190.22,290.452,95.9,54230.8984,446.6095
5/4/15,41.83,110.5897,27203848192,5539166,0.5738,174.3685,42.72,41.75,42.275,49.2689,47.3428,27954847744,0.1608,1.1403,41.83,42.6,16.7028,0.3044,1.5115,0.2415,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,192.49,290.452,95.9,54230.8984,446.6095
5/5/15,40.53,112.427,26335062016,6285887,0.5922,165.8416,41.51,40.49,42.025,29.5012,44.2642,27086061568,0.1567,1.1461,40.53,41.83,16.1837,0.3057,1.4645,-0.0307,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,196.32,290.452,95.9,54230.8984,446.6095
5/6/15,40.88,112.5255,26568966144,6719574,0.5871,168.1373,41.215,39.72,41.828,39.3314,45.2557,27319965696,0.1593,1.1445,40.88,40.53,16.3234,0.3089,1.4771,-0.1101,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,196.61,290.452,95.9,54230.8984,446.6095
5/7/15,42.1,111.8206,27384287232,6493229,0.5701,176.1395,42.175,41.11,41.712,64.9124,48.5557,28135288832,0.1656,1.1476,42.1,40.88,16.8106,0.3172,1.5212,-0.706,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,191.17,290.452,95.9,54230.8984,446.6095
5/8/15,43.23,110.9198,28139462656,7417541,0.5552,183.5513,43.45,42.58,41.686,77.8742,51.3648,28890464256,0.1671,1.1504,43.23,42.1,17.2618,0.3146,1.5621,0.2603,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,190.87,290.452,95.9,54230.8984,446.6095
5/11/15,43.02,111.1661,27999121408,5081897,0.5579,182.1739,43.29,42.719,41.759,70.6036,50.8312,28750120960,0.1736,1.1489,43.02,43.23,17.178,0.328,1.5545,0.2145,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,189.29,290.452,95.9,54230.8984,446.6095
5/12/15,42.25,112.2126,27484532736,4428372,0.568,177.1234,42.64,42,41.795,46.6493,48.9041,28235532288,0.1703,1.1503,42.25,43.02,16.8705,0.3224,1.5266,-0.2027,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,194.64,290.452,95.9,54230.8984,446.6095
5/13/15,41.27,113.6072,26829602816,8717332,0.7269,170.6954,42.95,41.16,41.827,28.3115,46.5791,27580602368,0.1654,1.1509,41.27,42.25,16.4792,0.3104,1.4912,0.0123,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,194.13,290.452,95.9,54230.8984,446.6095
5/14/15,42.12,112.9723,27397654528,5154241,0.7123,176.2707,42.25,41.3904,41.983,52.5691,48.7647,28148654080,0.1685,1.1552,42.12,41.27,16.8186,0.3091,1.5219,0.144,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,195.06,290.452,95.9,54230.8984,446.6095
5/15/15,41.89,113.2972,27243945984,4707525,0.7162,174.7621,42.48,41.7984,41.912,46.2211,48.2125,27994945536,0.1636,1.1531,41.89,42.12,16.7267,0.3015,1.5136,0.1495,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,194.73,290.452,95.9,54230.8984,446.6095
5/18/15,42.14,113.0047,27411019776,4147005,0.7119,176.4018,42.26,41.68,41.943,55.0676,48.8636,28162019328,0.1672,1.1509,42.14,41.89,16.8266,0.3089,1.5227,0.4473,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,192.93,290.452,95.9,54230.8984,446.6095
5/19/15,40.91,114.7868,26589016064,9519619,0.7333,168.3341,42.4,40.85,41.981,24.8725,45.9251,27340015616,0.1611,1.1518,40.91,42.14,16.3354,0.295,1.4782,0.1725,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,186.79,290.452,95.9,54230.8984,446.6095
5/20/15,37.19,127.6692,24102950912,30351150,0.8067,143.9341,40.47,37.15,41.612,7.1318,38.6528,24853952512,0.1427,1.1551,37.19,40.91,14.85,0.2554,1.3438,0.0613,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,187.6,290.452,95.9,54230.8984,446.6095
5/21/15,37.23,127.5956,24129683456,14993622,0.8058,144.1965,37.8,37.05,41.125,8.1881,38.7607,24880683008,0.142,1.1549,37.23,37.19,14.866,0.2541,1.3453,-0.1537,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,191.59,290.452,95.9,54230.8984,446.6095
5/22/15,36.86,128.2758,23882414080,11237935,0.8139,141.7696,37.53,36.61,40.488,7.0721,38.1193,24633413632,0.1425,1.1531,36.86,37.23,14.7183,0.2516,1.3319,-0.4539,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,188.25,290.452,95.9,54230.8984,446.6095
5/26/15,36,130.478,23307677696,16384749,0.8333,136.1288,37.19,35.54,39.786,4.794,36.6607,24058679296,0.1377,1.16,36,36.86,14.3749,0.2479,1.3008,0.4418,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,183.15,290.452,95.9,54230.8984,446.6095
5/27/15,36.99,129.5004,23969292288,12013294,0.811,142.6223,36.99,36.11,39.26,38.8226,39.4211,24720291840,0.1404,1.1632,36.99,36,14.7702,0.2477,1.3366,-0.1217,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,179.16,290.452,95.9,54230.8984,446.6095
5/28/15,36.81,129.8435,23848998912,9324945,0.815,141.4417,36.96,36.365,38.814,35.3744,39.1006,24599998464,0.1395,1.1634,36.81,36.99,14.6983,0.2455,1.3301,0.145,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,180.54,290.452,95.9,54230.8984,446.6095
5/29/15,37.05,129.3917,24009390080,9649003,0.8097,143.0159,37.31,36.42,38.307,45.1228,39.776,24760389632,0.1427,1.1607,37.05,36.81,14.7941,0.2481,1.3387,0.1839,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,189.78,290.452,95.9,54230.8984,446.6095
6/1/15,37.85,128.9289,24544026624,16136354,0.7926,148.7551,38.25,36.56,37.903,68.7171,41.9942,25295028224,0.1472,1.1675,37.85,37.05,15.1136,0.2588,1.3677,-0.408,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,189.78,296.513,90.7,56260.8984,462.4282
6/2/15,37.82,128.9297,24523978752,12634699,0.7932,148.5579,38.3,37.19,37.471,67.0944,41.9343,25274978304,0.147,1.1675,37.82,37.85,15.1016,0.258,1.3666,-0.1474,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,187.05,296.513,90.7,56260.8984,462.4282
6/3/15,37.72,129.116,24457148416,6946431,0.7953,147.9007,38.15,37.47,37.152,60.0093,41.729,25208147968,0.1457,1.1673,37.72,37.82,15.0617,0.2553,1.363,0.3376,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,181.68,296.513,90.7,56260.8984,462.4282
6/4/15,37.32,129.8657,24189831168,9341641,0.8039,145.2719,38.2,37.1,37.165,36.7345,40.9004,24940830720,0.1455,1.1675,37.32,37.72,14.9019,0.2553,1.3485,-0.4223,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,176.89,296.513,90.7,56260.8984,462.4282
6/5/15,37.17,130.1521,24089585664,7162245,0.8071,144.2861,37.48,36.87,37.159,30.1555,40.5877,24840585216,0.1459,1.1658,37.17,37.32,14.842,0.2529,1.3431,-1.1888,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,178.96,296.513,90.7,56260.8984,462.4282
6/8/15,36.11,132.7623,23381190656,11017711,0.8308,137.3196,37.09,35.8,37.084,10.4042,38.4396,24132192256,0.1421,1.171,36.11,37.17,14.4188,0.2499,1.3048,-0.9396,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,176.73,296.513,90.7,56260.8984,462.4282
6/9/15,34.59,136.7632,22365380608,33278388,0.8673,127.33,35.22,33.82,36.943,4.3192,35.6415,23116380160,0.1333,1.1711,34.59,36.11,13.8118,0.2298,1.2499,0.2473,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,181.79,296.513,90.7,56260.8984,462.4282
6/10/15,34.45,137.071,22271819776,17768394,0.8708,126.4099,35.12,34.33,36.689,3.9963,35.396,23022819328,0.1297,1.165,34.45,34.59,13.7559,0.2328,1.2448,0.3363,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,185.59,296.513,90.7,56260.8984,462.4282
6/11/15,34.7,136.5247,22438893568,8612200,0.8646,128.0529,35.095,34.51,36.478,20.0139,36.2077,23189893120,0.1284,1.1676,34.7,34.45,13.8558,0.2341,1.2538,0.222,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,183.1,296.513,90.7,56260.8984,462.4282
6/12/15,35,134.2638,22639382528,9808044,0.8571,130.0245,35.29,34.36,36.273,38.4874,37.1874,23390382080,0.1311,1.1653,35,34.7,13.9756,0.2361,1.2647,-0.0667,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,179.42,296.513,90.7,56260.8984,462.4282
6/15/15,34.19,136.8056,22098061312,10169296,0.8774,124.7011,34.75,34.12,35.907,19.8862,35.6578,22849060864,0.1328,1.1751,34.19,35,13.6521,0.2299,1.2354,0.2698,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,178.53,296.513,90.7,56260.8984,462.4282
6/16/15,33.91,137.484,21910939648,8300572,0.8847,122.8609,34.39,33.56,35.516,15.9013,35.1409,22661939200,0.1297,1.1728,33.91,34.19,13.5403,0.227,1.2253,0.2109,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,179.87,296.513,90.7,56260.8984,462.4282
6/17/15,33.84,137.64,21864157184,7515391,0.8865,122.4009,34.199,33.525,35.128,14.7899,35.0097,22615158784,0.1285,1.1726,33.84,33.91,13.5124,0.2247,1.2228,0.0323,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,182.35,296.513,90.7,56260.8984,462.4282
6/18/15,33.86,137.5911,21877524480,11884671,0.886,122.5323,33.91,33.02,34.782,17.2681,35.0814,22628524032,0.1272,1.1704,33.86,33.84,13.5204,0.2256,1.2235,0.3446,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,183.02,296.513,90.7,56260.8984,462.4282
6/19/15,34.22,136.7788,22118111232,14482808,0.8767,124.8983,34.32,33.7,34.487,53.6577,36.3875,22869110784,0.1296,1.1694,34.22,33.86,13.6641,0.23,1.2365,0.116,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,178.19,296.513,90.7,56260.8984,462.4282
6/22/15,34.79,136.287,22499039232,7638844,0.8623,128.6444,35.01,34.6,34.355,77.3348,38.4169,23250038784,0.1275,1.1842,34.79,34.22,13.8917,0.2509,1.2571,-0.2726,10.3277,1024000000,0.5703,10.2628,17.7811,28.0217,177.69,296.513,90.7,56260.8984,462.4282
