Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Free Cash Flow,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
2/12/2009,57.78,56.2518,1.59E+11,14427564,3.1845,1.5486,57.85,56.08,57.888,54.098,47.5804,1.60E+11,0.0315,0.6901,57.78,11.6176,-0.0218,12.4598,2.3291,,,,,,,,
2/13/2009,57.1,56.6092,1.57E+11,12563995,3.2224,0.3535,57.8,56.81,57.829,35.161,46.1296,1.58E+11,0.0313,0.6904,57.1,11.6264,-0.0231,12.4692,2.3308,,,,,,,,
2/17/2009,55.98,56.1858,1.54E+11,15247542,3.2869,-1.6149,56.79,55.73,57.658,18.8548,43.8515,1.55E+11,0.0333,0.6897,55.98,11.611,-0.0218,12.7799,2.3574,,,,,,,,
2/18/2009,55.83,56.2674,1.54E+11,15517277,3.2957,-1.8786,56.26,55.42,57.383,17.2479,43.5535,1.55E+11,0.0328,0.6897,55.83,11.611,-0.0218,12.7799,2.3574,,,15.8723,5325000192,1.1144,23.3395,22.4702,24.3221
2/19/2009,55.93,56.2139,1.54E+11,12200657,3.2898,-1.7028,56.5,55.632,57.18,23.7466,43.8168,1.55E+11,0.0343,0.6895,55.93,11.6505,-0.0243,12.8234,2.3654,0.0268,,,,,,,
2/20/2009,54.65,56.9151,1.51E+11,24426930,3.3669,-3.144,55.47,54.55,56.834,9.469,41.2677,1.52E+11,0.031,0.69,54.65,11.5604,-0.0262,12.7242,2.3471,,,,,,,,
2/23/2009,53.65,57.0581,1.47E+11,20501498,3.4296,-4.9163,55.09,53.58,56.348,5.555,39.4146,1.48E+11,0.0345,0.69,53.65,11.6571,-0.0263,12.8307,2.3667,0.1643,,,,,,,
2/24/2009,54.54,56.5595,1.50E+11,18849124,3.3737,-3.3389,54.77,53.84,55.952,39.1392,41.82,1.51E+11,0.0329,0.6893,54.54,11.6418,-0.027,12.8137,2.3636,0.7694,,,,,,,
2/25/2009,53.96,56.8828,1.48E+11,21018196,3.4099,-4.3669,54.76,53.59,55.675,29.0435,40.7298,1.49E+11,0.0318,0.6895,53.96,11.4615,-0.0332,12.6154,2.327,0.0411,,,,,,,
2/26/2009,52.44,57.7561,1.44E+11,21288448,3.5088,-7.0607,54.49,52.3,55.186,14.421,38.0413,1.45E+11,0.028,0.6904,52.44,11.4725,-0.0367,12.6275,2.3292,0,,,,,,,
2/27/2009,50,60.3093,1.37E+11,29880330,3.68,-11.3852,52,49.94,54.408,6.5185,34.2834,1.38E+11,0.0218,0.6927,50,11.2879,-0.0371,12.4243,2.2918,,,,,,,,
3/2/2009,47.92,61.014,1.32E+11,27904176,3.8397,-15.0715,49.43,47.84,53.49,3.8328,31.5362,1.33E+11,0.0216,0.695,47.92,11.3077,-0.0381,12.446,2.2958,,,,,,,,
3/3/2009,47.64,61.097,1.31E+11,25993754,3.8623,-15.5678,48.53,47.34,52.656,3.5385,31.1882,1.32E+11,0.0206,0.6951,47.64,11.2989,-0.0368,12.4364,2.294,,,,,,,,
3/4/2009,49.1,60.5456,1.35E+11,24254438,3.7475,-12.9802,49.37,47.39,51.983,39.7386,35.0543,1.36E+11,0.0243,0.6965,49.1,11.2418,-0.0416,12.3735,2.2824,,,,,,,,
3/5/2009,47.67,61.4998,1.31E+11,22349512,3.8599,-15.5146,48.61,47.41,51.157,25.6154,33.1662,1.32E+11,0.0232,0.6973,47.67,11.2901,-0.0409,12.4267,2.2922,0.6622,,,,,,,
3/6/2009,47.97,61.2962,1.32E+11,19202786,3.8357,-14.9829,48.59,47.01,50.489,33.0977,33.9385,1.33E+11,0.0265,0.6979,47.97,11.378,-0.0406,12.5234,2.3101,,,,,,,,
3/9/2009,46.6,60.8501,1.28E+11,23305382,3.9485,-17.411,47.75,46.25,49.784,19.5956,32.1819,1.29E+11,0.0213,0.6986,46.6,11.4725,-0.0406,12.6275,2.3292,,,,,,,,
3/10/2009,47.78,60.0433,1.31E+11,21883820,3.851,-15.3197,47.87,46.93,49.108,47.3468,35.1716,1.32E+11,0.0205,0.6968,47.78,11.6593,-0.0443,12.8331,2.3672,,,,,,,,
3/11/2009,47.9,59.9639,1.32E+11,16569271,3.8413,-15.107,48.73,47.57,48.502,49.9803,35.4708,1.32E+11,0.0207,0.6968,47.9,11.5319,-0.0474,12.6928,2.3413,,,,,,,,
3/12/2009,49,59.7503,1.35E+11,16337280,3.7551,-13.1575,49.32,47.33,48.158,70.3626,38.1772,1.36E+11,0.0208,0.6969,49,11.5297,-0.0475,12.6904,2.3408,,,,,,,,
3/13/2009,50.64,59.3361,1.39E+11,16509571,3.6335,-10.2509,50.79,49.25,48.222,84.4934,41.9332,1.40E+11,0.0277,0.6973,50.64,11.2484,-0.053,12.3807,2.2837,,,,,,,,
3/16/2009,50.73,57.7335,1.39E+11,16547570,3.627,-10.0914,51.51,50.65,48.503,85.0791,42.1328,1.40E+11,0.0302,0.6975,50.73,11.2967,-0.0532,12.4339,2.2935,,,,,,,,
3/17/2009,50.72,57.7729,1.39E+11,17348210,3.6278,-10.1091,50.79,49.46,48.811,84.5469,42.1161,1.40E+11,0.0269,0.6958,50.72,11.1912,-0.0552,12.3178,2.2721,,,,,,,,
3/18/2009,50.66,57.4369,1.39E+11,16733992,3.6321,-10.2154,51.58,50.25,48.967,80.041,42.0132,1.40E+11,0.0242,0.695,50.66,11.178,-0.0514,12.3033,2.2694,,,,,,,,
3/19/2009,50.06,57.7924,1.37E+11,18964152,3.6756,-11.2788,51.16,49.49,49.206,44.4817,40.9766,1.38E+11,0.0232,0.6952,50.06,11.1319,-0.0535,12.2525,2.2601,,,,,,,,
3/20/2009,51.67,57.3507,1.42E+11,27595682,3.5611,-8.4254,52,50.89,49.576,80.0878,44.7598,1.43E+11,0.031,0.6928,51.67,11.2154,-0.054,12.3444,2.277,,,,,,,,
3/23/2009,53.23,55.675,1.46E+11,18823436,3.4567,-5.6606,53.23,51.67,50.239,89.6942,48.0945,1.47E+11,0.0331,0.6915,53.23,11.5077,-0.0445,12.6662,2.3364,,,,,,,,
3/24/2009,52.7,55.9501,1.45E+11,17093678,3.4915,-6.6,53.6,52.31,50.731,71.9939,47.0953,1.46E+11,0.0342,0.6914,52.7,11.5582,-0.0454,12.7218,2.3466,0.2521,,,,,,,
3/25/2009,52.86,55.8633,1.45E+11,15821995,3.4809,-6.3164,53.27,52.01,51.227,74.2913,47.4363,1.46E+11,0.0337,0.6914,52.86,11.8154,-0.0434,13.0048,2.3988,-0.0135,,,,,,,
3/26/2009,52.9,55.8411,1.45E+11,14584214,3.4783,-6.2455,53.7,52.25,51.617,75.0586,47.5238,1.46E+11,0.0312,0.6905,52.9,11.9473,-0.0376,13.15,2.4256,,,,,,,,
3/27/2009,52.83,55.8791,1.46E+11,11293560,3.4829,-6.3696,53.29,52.55,51.836,69.6057,47.3811,1.46E+11,0.0331,0.69,52.83,11.9143,-0.0396,13.1137,2.4189,,,,,,,,
3/30/2009,53.01,54.3465,1.47E+11,15744071,3.471,-6.0505,53.46,52.36,52.064,76.2584,47.7982,1.47E+11,0.036,0.6879,53.01,12.0637,-0.0355,13.2782,2.4493,,,,,,,,
3/31/2009,52.6,54.5782,1.46E+11,18518508,3.4981,-6.7772,53.5,52.41,52.252,43.63,46.9217,1.45E+11,0.0338,0.6873,52.6,12.0835,-0.0338,13.3,2.4533,0.0592,,,,,,,
4/1/2009,53.04,54.3459,1.47E+11,13730995,3.4691,-5.9974,53.2,51.88,52.49,66.6205,47.9807,1.47E+11,0.0336,0.6873,53.04,11.8923,-0.0301,13.0895,2.4145,,,,,,,,
4/2/2009,52.97,54.0806,1.47E+11,17423080,3.4737,-6.1214,54.13,52.66,52.781,60.7116,47.8237,1.47E+11,0.0301,0.6859,52.97,12.0879,-0.0263,13.3048,2.4542,,,,,,,,
4/3/2009,52.15,54.5158,1.44E+11,15214462,3.5283,-7.5747,53.3,51.75,52.829,23.7293,45.9993,1.44E+11,0.0251,0.6851,52.15,12.1209,-0.0253,13.3411,2.4609,,,,,,,,
4/6/2009,52.2,53.4532,1.44E+11,12768676,3.5249,-7.4861,52.54,51.67,52.726,27.7545,46.1289,1.44E+11,0.0235,0.6849,52.2,12.0923,-0.0272,13.3096,2.4551,-0.2056,,,,,,,
4/7/2009,51.36,53.8981,1.42E+11,13132062,3.5826,-8.9748,52,51.28,52.592,11.9122,44.2814,1.42E+11,0.0228,0.6852,51.36,12.178,-0.0201,13.404,2.4725,0,,,,,,,
4/8/2009,51.45,53.8507,1.42E+11,10943231,3.5763,-8.8153,51.87,51.2,52.451,19.314,44.5277,1.42E+11,0.0219,0.685,51.45,12.3187,-0.025,13.5588,2.501,,,,,,,,
4/9/2009,51.41,53.8723,1.42E+11,15059202,3.5791,-8.8862,52.06,51.1,52.302,18.2895,44.4374,1.42E+11,0.0174,0.6827,51.41,12.2835,-0.0259,13.5201,2.4939,,,,,,,,
4/13/2009,51.15,53.4877,1.42E+11,12069061,3.5973,-9.347,51.56,51,52.134,12.0547,43.8396,1.41E+11,0.0145,0.6828,51.15,12.2791,-0.0252,13.5153,2.493,,,,,,,,
4/14/2009,51.37,58.0556,1.42E+11,20773096,3.5819,-8.9571,52.46,51.21,51.97,38.6145,44.4932,1.42E+11,0.0163,0.6818,51.37,12.0857,-0.0265,13.3024,2.4537,,,,,,,,
4/15/2009,51.77,57.82,1.43E+11,11504650,3.5542,-8.2482,52.08,51.35,51.887,66.3391,45.6822,1.43E+11,0.0166,0.6818,51.77,12.0374,-0.0281,13.2492,2.4439,,,,,,,,
4/16/2009,52.2,57.5706,1.44E+11,12216787,3.5249,-7.4861,52.32,51.55,51.803,80.5235,46.946,1.44E+11,0.0166,0.6818,52.2,12.1451,-0.0268,13.3677,2.4658,-0.0623,,,,,,,
4/17/2009,53.05,57.0886,1.47E+11,17691792,3.4684,-5.9796,53.37,52.25,51.811,91.3418,49.3555,1.47E+11,0.0147,0.6819,53.05,11.9165,-0.0283,13.1161,2.4194,,,,,,,,
4/20/2009,52.47,55.5285,1.45E+11,15308804,3.5068,-7.0076,53.49,52.34,51.843,58.2343,47.8224,1.45E+11,0.016,0.6806,52.47,11.9846,-0.0287,13.1911,2.4332,,,,,,,,
4/21/2009,52.46,55.5595,1.45E+11,12236675,3.5074,-7.0253,52.88,52,51.869,57.6935,47.7959,1.45E+11,0.0146,0.6799,52.46,12.1231,-0.0278,13.3435,2.4613,,,,,,,,
4/22/2009,51.18,56.2865,1.42E+11,13348635,3.5952,-9.2938,52.15,51.11,51.851,20.7302,44.5308,1.42E+11,0.0105,0.6803,51.18,12.2593,-0.0281,13.4935,2.489,,,,,,,,
4/23/2009,51.4,56.1585,1.42E+11,14595692,3.8132,-8.9039,51.51,50.31,51.846,31.9675,45.1965,1.42E+11,0.0103,0.6803,51.4,12.3538,-0.0265,13.5975,2.5082,,,,,,,,
4/24/2009,50.92,56.4378,1.41E+11,14768208,3.8492,-9.7546,51.84,50.64,51.797,21.8366,44.0046,1.41E+11,0.0074,0.6794,50.92,12.3429,-0.0252,13.5854,2.5059,,,,,,,,
4/27/2009,50.86,54.806,1.41E+11,13056781,3.8537,-9.861,51.7128,50.63,51.768,20.6118,43.855,1.41E+11,0.0102,0.6793,50.86,12.2725,-0.028,13.508,2.4917,,,,,,,,
4/28/2009,50.65,54.9215,1.40E+11,12084043,3.8697,-10.2332,51.28,50.41,51.696,15.923,43.3219,1.40E+11,0.0087,0.6795,50.65,12.2923,-0.0264,13.5298,2.4957,,,,,,,,
4/29/2009,51.03,54.7034,1.41E+11,18496674,3.8409,-9.5597,51.09,50.12,51.622,48.0187,44.5829,1.41E+11,0.0079,0.6792,51.03,12.2264,-0.0256,13.4572,2.4823,0.2086,,,,,,,
4/30/2009,52.36,53.9631,1.45E+11,20004528,3.7433,-7.2025,52.61,51.35,51.638,82.6968,48.7141,1.45E+11,0.0131,0.6792,52.36,12.2418,-0.0265,13.4741,2.4854,0,,,,,,,
5/1/2009,52.59,53.8384,1.46E+11,12505184,3.7269,-6.7949,52.59,51.67,51.592,85.2494,49.389,1.45E+11,0.0127,0.6792,52.59,12.233,-0.0261,13.4645,2.4836,,,,,,,,
5/4/2009,53.76,51.4229,1.49E+11,15115259,3.6458,-4.7213,53.9,52.6,51.721,93.0607,52.6671,1.49E+11,0.0153,0.6798,53.76,12.3187,-0.0249,13.5588,2.501,,,,,,,,
5/5/2009,54.36,51.2552,1.50E+11,13320673,3.6056,-3.6579,54.4,53.45,51.911,95.0693,54.2395,1.50E+11,0.0189,0.6797,54.36,12.3209,-0.0246,13.5612,2.5015,,,,,,,,
5/6/2009,54.21,51.3311,1.50E+11,16618539,3.6156,-3.9238,54.75,53.58,52.214,85.7606,53.7775,1.49E+11,0.0164,0.6791,54.21,12.033,-0.0265,13.2443,2.443,,,,,,,,
5/7/2009,54.89,50.9942,1.51E+11,15244702,3.5708,-2.7186,55,53.54,52.563,91.452,55.553,1.51E+11,0.0201,0.6785,54.89,12.0044,-0.0233,13.2129,2.4372,,,,,,,,
5/8/2009,54.98,50.9499,1.52E+11,13030937,3.5649,-2.5591,55.5,54.7,52.969,92.0804,55.7855,1.52E+11,0.0195,0.6777,54.98,12.1319,-0.0192,13.3532,2.4631,,,,,,,,
5/11/2009,54.11,49.2321,1.49E+11,13073515,3.6223,-4.101,54.87,54,53.294,44.5694,53.0121,1.49E+11,0.023,0.6775,54.11,12.2615,-0.0175,13.4959,2.4894,,,,,,,,
5/12/2009,55,48.8051,1.52E+11,11825937,3.5636,-2.5237,55.17,53.9,53.729,69.0635,55.3607,1.52E+11,0.0251,0.6775,55,12.3275,-0.0164,13.5685,2.5028,-0.405,,,,,,,
5/13/2009,55.15,48.7336,1.52E+11,10972339,3.5539,-2.2578,55.44,54.51,54.141,72.1722,55.7463,1.52E+11,0.0282,0.6764,55.15,12.1956,-0.0123,13.4233,2.476,0.015,,,,,,,
5/14/2009,55.02,48.7945,1.52E+11,11986210,3.5623,-2.4882,55.4,54.76,54.407,63.8334,55.3179,1.52E+11,0.0266,0.6761,55.02,12.0901,-0.0184,13.3072,2.4546,,,,,,,,
5/15/2009,55.41,48.6105,1.53E+11,16430647,3.5373,-1.797,55.44,54.71,54.689,76.2051,56.3589,1.53E+11,0.0315,0.6757,55.41,12.189,-0.0169,13.4161,2.4747,,,,,,,,
5/18/2009,56.05,46.7026,1.55E+11,12888195,3.4969,-0.6628,56.12,55.22,54.918,87.0822,58.0192,1.54E+11,0.027,0.6748,56.05,12.367,-0.0166,13.612,2.5108,,,,,,,,
5/19/2009,55.89,46.786,1.54E+11,13351167,3.5069,-0.9463,56.21,55.7,55.071,74.339,57.4539,1.54E+11,0.0265,0.6748,55.89,12.6994,-0.0177,12.9185,2.5628,,,,,,,,
5/20/2009,55.87,46.7943,1.54E+11,13729910,3.5081,-0.9818,56.48,55.8,55.237,72.3538,57.3816,1.54E+11,0.0268,0.6748,55.87,12.6994,-0.0177,12.9185,2.5628,-0.1592,,16.7906,5032999936,1.2496,21.0513,21.7586,22.7427
5/21/2009,54.99,47.1984,1.52E+11,12500763,3.5643,-1.673,55.58,54.45,55.247,26.191,54.273,1.52E+11,0.0254,0.6751,54.99,12.7801,-0.0166,13.0006,2.5791,,,,,,,,
5/22/2009,54.77,47.3016,1.51E+11,7425815,3.5786,-2.0663,55.44,54.63,55.226,21.1345,53.5231,1.51E+11,0.0245,0.6751,54.77,12.7442,-0.0157,12.9641,2.5719,0.276,,,,,,,
5/26/2009,55.26,44.914,1.52E+11,11389964,3.5469,-1.1902,55.42,54.12,55.341,52.0577,54.9571,1.52E+11,0.025,0.6749,55.26,12.8048,-0.0149,13.0257,2.5841,0.8311,,,,,,,
5/27/2009,54.22,45.6312,1.50E+11,12480572,3.6149,-3.0498,55.5,54.16,55.263,23.154,51.4704,1.49E+11,0.0232,0.6754,54.22,12.5603,-0.015,12.7769,2.5347,0.5924,,,,,,,
5/28/2009,54.53,45.4861,1.50E+11,10890993,3.5944,-2.4955,54.92,53.86,55.201,38.437,52.4016,1.50E+11,0.0227,0.6753,54.53,12.7039,-0.0121,12.923,2.5637,0.3128,,,,,,,
5/29/2009,55.16,45.196,1.52E+11,12505237,3.5533,-1.369,55.28,54,55.215,61.673,54.2472,1.52E+11,0.0236,0.6754,55.16,12.6163,-0.015,12.834,2.546,,,,,,,,
6/1/2009,55.78,43.0153,1.54E+11,12454302,3.5138,-0.2604,56.05,55.27,55.252,75.3867,55.9847,1.54E+11,0.0234,0.6753,55.78,12.8071,-0.0093,13.028,2.5845,,,,,,,,
6/2/2009,56.21,42.8561,1.55E+11,10276923,3.4869,0.5085,56.48,55.62,55.268,82.0633,57.1522,1.55E+11,0.0243,0.6753,56.21,12.7196,-0.0122,12.939,2.5669,,,,,,,,
6/3/2009,56.16,42.8784,1.55E+11,11191220,3.49,0.4191,56.3,55.66,55.295,78.3561,56.9705,1.55E+11,0.0254,0.6751,56.16,12.7734,-0.0098,12.9938,2.5777,,,,,,,,
6/4/2009,55.84,43.0185,1.54E+11,12219859,3.51,-0.1531,56.4,55.47,55.292,54.6535,55.7956,1.54E+11,0.0231,0.6747,55.84,12.9507,-0.0116,13.1741,2.6135,,,,,,,,
6/5/2009,55.93,42.9825,1.54E+11,10215437,3.5044,0.0078,56.2,55.14,55.386,59.7856,56.0592,1.54E+11,0.024,0.6747,55.93,13.0651,-0.0121,13.2905,2.6366,,,,,,,,
6/8/2009,55.63,40.7435,1.53E+11,9891181,3.5233,-0.5286,56.14,55.16,55.472,38.1805,54.9295,1.53E+11,0.0253,0.6745,55.63,13.2289,-0.0123,13.4571,2.6697,,,,,,,,
6/9/2009,55.7,40.4784,1.54E+11,11173701,3.5189,-0.4034,56.25,55.65,55.516,45.1216,55.1477,1.53E+11,0.0248,0.6745,55.7,13.2939,-0.0122,13.5233,2.6828,,,,,,,,
6/10/2009,55.66,40.4955,1.53E+11,13263830,3.5214,-0.4749,56.25,55.22,55.66,41.1603,54.9903,1.53E+11,0.025,0.6745,55.66,13.2895,-0.006,13.5187,2.6819,,,,,,,,
6/11/2009,56.05,40.33,1.55E+11,12778316,3.4969,0.2224,56.48,55.61,55.812,74.2377,56.2495,1.54E+11,0.0257,0.6746,56.05,13.2513,-0.0049,13.4799,2.6742,,,,,,,,
6/12/2009,56.06,40.3255,1.55E+11,11882289,3.4963,0.2403,56.54,55.72,55.902,74.7829,56.2819,1.54E+11,0.0259,0.6745,56.06,13.3478,-0.0034,13.5781,2.6937,,,,,,,,
6/15/2009,54.75,38.8549,1.51E+11,14810459,3.5799,-2.1021,55.98,54.54,55.799,14.4964,51.1429,1.51E+11,0.0236,0.6753,54.75,13.2805,-0.0051,13.5096,2.6801,,,,,,,,
6/16/2009,54.62,38.8998,1.51E+11,12606732,3.5884,-2.3346,55.32,54.59,55.64,12.9432,50.668,1.51E+11,0.0256,0.6752,54.62,13.5116,-0.0046,13.7447,2.7267,,,,,,,,
6/17/2009,55.2,38.6547,1.52E+11,13061747,3.5507,-1.2975,55.53,54.55,55.544,49.2981,52.6955,1.52E+11,0.0278,0.6751,55.2,13.801,0.002,14.0391,2.7851,,,,,,,,
6/18/2009,55.79,38.4106,1.54E+11,12104222,3.5132,-0.2425,56.17,55.01,55.539,69.0313,54.6566,1.54E+11,0.0291,0.6753,55.79,13.7472,0.0026,13.9843,2.7743,,,,,,,,
6/19/2009,56.09,38.2875,1.55E+11,19334924,3.4944,0.2939,56.65,55.91,55.555,76.1201,55.6242,1.55E+11,0.0297,0.6753,56.09,13.6686,0.0012,13.9045,2.7584,,,,,,,,
6/22/2009,55.49,36.5569,1.53E+11,13237792,3.5322,-0.7789,55.96,55.385,55.541,45.1296,53.2721,1.53E+11,0.0341,0.6745,55.49,13.7225,0.0032,13.9592,2.7693,,,,,,,,
6/23/2009,55.01,36.7554,1.52E+11,12447362,3.563,-1.6372,55.59,54.91,55.472,30.3178,51.4708,1.52E+11,0.0305,0.6745,55.01,13.8638,0.0041,14.103,2.7978,0.2399,,,,,,,
6/24/2009,55.46,36.5738,1.53E+11,12467686,3.5341,-0.8326,55.83,55.0382,55.452,52.3227,53.0117,1.53E+11,0.0314,0.6745,55.46,13.6619,-0.0044,13.8976,2.757,,,,,,,,
6/25/2009,56.27,36.2519,1.55E+11,14239869,3.4832,0.6158,56.44,55.12,55.474,74.2651,55.6347,1.55E+11,0.0321,0.6747,56.27,13.709,-0.0064,13.9455,2.7666,-0.1308,,,,,,,
6/26/2009,56.6,35.9148,1.55E+11,32298194,3.4629,1.2059,56.6,55.65,55.528,79.9143,56.6545,1.56E+11,0.0314,0.6748,56.6,13.7001,-0.0087,13.9364,2.7647,,,,,,,,
6/29/2009,56.96,34.0703,1.56E+11,13814216,3.441,1.8496,57,56.03,55.749,85.2224,57.7504,1.57E+11,0.0327,0.6751,56.96,13.5632,-0.0115,13.7972,2.7371,,,,,,,,
6/30/2009,56.8,34.1261,1.55E+11,15974878,3.4507,1.5635,57.23,56.23,55.967,72.4568,57.0868,1.57E+11,0.0333,0.6751,56.8,13.4465,-0.0133,13.6785,2.7136,0.2525,,,,,,,
7/1/2009,57.07,34.0272,1.56E+11,15317945,3.4344,2.0463,57.18,56.39,56.154,80.029,57.9307,1.57E+11,0.0338,0.6751,57.07,13.4398,-0.0129,13.6717,2.7122,,,,,,,,
7/2/2009,55.98,34.4345,1.53E+11,15119928,3.5013,0.0972,56.73,55.95,56.173,30.0319,53.534,1.54E+11,0.0329,0.6755,55.98,13.6238,-0.0091,13.8588,2.7493,,,,,,,,
7/6/2009,56.62,33.3468,1.55E+11,12879492,3.4617,1.2416,56.76,55.71,56.226,54.8659,55.5817,1.56E+11,0.0349,0.6756,56.62,13.5116,-0.0115,13.7447,2.7267,,,,,,,,
7/7/2009,56.23,33.4884,1.54E+11,9678563,3.4857,0.5443,56.71,56.13,56.3,41.426,54.0793,1.55E+11,0.0337,0.6754,56.23,13.5946,-0.0115,13.8291,2.7435,,,,,,,,
7/8/2009,57.08,33.179,1.56E+11,15414129,3.4338,2.0641,57.22,56.23,56.507,67.4738,56.717,1.57E+11,0.0368,0.6754,57.08,13.534,-0.0139,13.7675,2.7312,,,,,,,,
7/9/2009,56.69,33.3198,1.55E+11,11324998,3.4574,1.3668,57.25,56.29,56.63,51.6622,55.2118,1.56E+11,0.035,0.6753,56.69,13.4802,-0.0144,13.7127,2.7204,0.0644,,,,,,,
7/10/2009,56.93,33.2328,1.56E+11,13661829,3.4428,1.7959,57.38,56.25,56.696,60.2587,55.9559,1.57E+11,0.0365,0.6752,56.93,13.4218,-0.0164,13.6534,2.7086,,,,,,,,
7/13/2009,57.72,31.0634,1.58E+11,13564831,3.3957,3.2085,57.86,56.77,56.808,78.8396,58.3143,1.59E+11,0.0358,0.6752,57.72,13.4173,-0.0168,13.6488,2.7077,,,,,,,,
7/14/2009,58.23,30.3133,1.59E+11,20433820,3.366,4.1204,58.71,57.44,56.935,85.4342,59.7536,1.60E+11,0.0356,0.6753,58.23,13.5452,-0.0151,13.7789,2.7335,,,,,,,,
7/15/2009,58.96,30.0744,1.61E+11,12987016,3.3243,5.4257,59,58.22,57.151,91.2734,61.711,1.62E+11,0.035,0.6751,58.96,13.6754,-0.0141,13.9113,2.7598,0.0256,,,,,,,
7/16/2009,59.25,29.9804,1.62E+11,11595993,3.308,5.9443,59.7,58.82,57.369,92.9561,62.4614,1.63E+11,0.035,0.6751,59.25,13.6933,-0.0144,13.9296,2.7634,,,,,,,,
7/17/2009,59.23,29.9868,1.62E+11,11310939,3.3091,5.9085,59.56,58.74,57.694,91.1382,62.3742,1.63E+11,0.0383,0.6751,59.23,13.7494,-0.011,13.9866,2.7747,,,,,,,,
7/20/2009,59.06,27.9877,1.62E+11,9226539,3.3187,5.6046,59.46,58.74,57.938,72.9484,61.6177,1.63E+11,0.0387,0.6747,59.06,13.718,-0.0121,13.9547,2.7684,0.3612,,,,,,,
7/21/2009,59.49,27.8579,1.63E+11,11222533,3.2947,6.3734,59.9,58.82,58.264,84.6057,62.7982,1.64E+11,0.0396,0.6747,59.49,13.6036,-0.0152,13.8383,2.7453,0,,,,,,,
7/22/2009,59.19,27.9508,1.62E+11,9358541,3.3114,5.837,59.8347,58.95,58.475,58.3097,61.4345,1.63E+11,0.0385,0.6747,59.19,13.5722,-0.0165,13.8063,2.7389,,,,,,,,
7/23/2009,60.22,27.6355,1.65E+11,12494636,3.2547,7.6787,60.35,59.1,58.828,83.9693,64.196,1.66E+11,0.0396,0.675,60.22,13.5273,-0.0178,13.7607,2.7299,-0.0222,,,,,,,
7/24/2009,61.51,27.2535,1.68E+11,11413426,3.1865,9.9854,61.62,60.22,59.286,92.5655,67.2357,1.69E+11,0.0432,0.6753,61.51,13.5609,-0.0144,13.7949,2.7367,,,,,,,,
7/27/2009,61.27,25.3911,1.68E+11,7940505,3.199,9.5562,61.69,60.62,59.641,80.5165,66.1548,1.69E+11,0.0443,0.6749,61.27,13.4488,-0.0135,13.6808,2.714,,,,,,,,
7/28/2009,60.92,25.5021,1.67E+11,9025458,3.2173,8.9304,61.57,60.6,59.91,62.6713,64.5882,1.68E+11,0.0435,0.675,60.92,13.4084,-0.0139,13.6397,2.7059,-0.1085,,,,,,,
7/29/2009,61.16,25.4344,1.67E+11,10522931,3.2047,9.3595,61.44,60.69,60.13,69.6012,65.1732,1.69E+11,0.0446,0.6749,61.16,13.3927,-0.0155,13.6237,2.7027,,,,,,,,
7/30/2009,61.79,25.2571,1.69E+11,12637778,3.172,10.486,62.47,61.52,60.384,82.4384,66.6685,1.70E+11,0.0454,0.675,61.79,13.534,-0.0147,13.7675,2.7312,,,,,,,,
7/31/2009,60.89,25.5112,1.67E+11,13232964,3.2189,8.8768,62.17,60.78,60.55,43.2767,62.6908,1.68E+11,0.0397,0.6754,60.89,13.5901,-0.017,13.8246,2.7426,,,,,,,,
8/3/2009,61.1,23.9832,1.67E+11,11180664,3.2079,9.2523,61.19,60.43,60.754,51.3633,63.2205,1.68E+11,0.0373,0.6755,61.1,13.6686,-0.0165,13.9045,2.7584,,,,,,,,
8/4/2009,61.06,23.9919,1.67E+11,8910369,3.21,9.1807,61.15,60.67,60.911,49.3531,63.0441,1.68E+11,0.0335,0.6744,61.06,13.6103,-0.019,13.8451,2.7466,0.3876,,,,,,,
8/5/2009,60.45,24.1609,1.65E+11,8575133,3.2423,8.09,61.23,60.29,61.037,26.04,60.3866,1.67E+11,0.0318,0.6745,60.45,13.5565,-0.0193,13.7903,2.7358,0.0072,,,,,,,
8/6/2009,59.93,24.3071,1.64E+11,10835387,3.2705,7.1602,60.67,59.7,61.008,16.2343,58.2222,1.65E+11,0.0306,0.6746,59.93,13.5385,-0.0254,13.7721,2.7321,,,,,,,,
8/7/2009,59.9,24.316,1.64E+11,9974831,3.2721,7.1066,60.43,59.85,60.847,15.7219,58.098,1.65E+11,0.0304,0.6744,59.9,13.4959,-0.0265,13.7287,2.7235,,,,,,,,
8/10/2009,60.72,22.5859,1.66E+11,9519090,3.2279,8.5728,60.72,59.55,60.792,63.2602,60.483,1.67E+11,0.0349,0.6734,60.72,13.5049,-0.028,13.7378,2.7253,0.3578,,,,,,,
8/11/2009,60.22,22.7217,1.65E+11,8302229,3.2547,7.6787,60.92,60.15,60.722,41.7308,58.3867,1.66E+11,0.0335,0.6735,60.22,13.635,-0.0242,13.8702,2.7516,0.448,,,,,,,
