Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Free Cash Flow,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
8/12/2009,60.59,22.6225,1.66E+11,8219631,3.2349,8.3403,61.05,60.03,60.665,57.7075,59.4623,1.67E+11,0.0335,0.6735,60.59,13.6372,-0.0245,13.8725,2.7521,0,,,,,,,
8/13/2009,60.32,22.6945,1.65E+11,8338172,3.2493,7.8576,60.69,60.05,60.518,44.3861,58.3243,1.66E+11,0.0319,0.6733,60.32,13.6126,-0.0299,13.8474,2.7471,,,,,,,,
8/14/2009,60.08,22.759,1.64E+11,8961190,3.2623,7.4284,60.7,59.64,60.437,33.9398,57.3156,1.66E+11,0.0312,0.6735,60.08,13.7045,-0.0302,13.941,2.7656,,,,,,,,
8/17/2009,59.82,21.6741,1.64E+11,12926075,3.2765,6.9635,60.2,59.59,60.309,24.5505,56.2259,1.65E+11,0.0314,0.6737,59.82,13.635,-0.0301,13.8702,2.7516,,,,,,,,
8/18/2009,59.8,21.6697,1.64E+11,8803074,3.2776,6.9277,59.95,59.5,60.183,23.7911,56.141,1.65E+11,0.0309,0.6736,59.8,13.6238,-0.0291,13.8588,2.7493,,,,,,,,
8/19/2009,60.37,21.5214,1.65E+11,10499325,3.2466,7.947,60.49,59.68,60.175,67.1852,58.0111,1.66E+11,0.032,0.6737,60.37,13.5915,-0.0275,13.2805,2.7741,,,,,,,,
8/20/2009,60.95,21.3733,1.67E+11,9955230,3.2158,8.984,61.19,60.178,60.277,82.4435,59.8147,1.68E+11,0.0328,0.6738,60.95,13.5915,-0.0275,13.2805,2.7741,,,18.2682,4937999872,1.2791,22.1802,21.5611,18.7145
8/21/2009,61.03,21.3533,1.67E+11,12594465,3.2115,10.0033,61.42,60.61,60.39,83.9843,60.0595,1.68E+11,0.0318,0.6734,61.03,13.7372,-0.03,13.4229,2.8039,,,,,,,,
8/24/2009,61.28,20.0821,1.68E+11,10500665,3.1984,10.4539,61.28,60.69,60.446,88.6524,60.8309,1.69E+11,0.0343,0.6737,61.28,13.661,-0.0314,13.3484,2.7883,0.0713,,,,,,,
8/25/2009,61.14,20.1196,1.67E+11,10811438,3.2058,10.2015,61.49,60.85,60.538,71.2161,60.1578,1.68E+11,0.0337,0.6737,61.14,13.652,-0.031,13.3397,2.7865,0.1253,,,,,,,
8/26/2009,60.63,20.2451,1.66E+11,10865435,3.2327,9.2823,61.35,60.51,60.542,34.3256,57.7499,1.67E+11,0.032,0.6737,60.63,13.4099,-0.0314,13.1031,2.737,0.4609,,,,,,,
8/27/2009,60.49,20.2797,1.66E+11,11031694,3.2402,9.0299,60.73,59.95,60.559,28.2911,57.1008,1.67E+11,0.0311,0.6736,60.49,13.3919,-0.0307,13.0855,2.7334,0,,,,,,,
8/28/2009,60.29,20.3293,1.65E+11,10897780,3.251,8.6694,60.75,60.06,60.58,20.5497,56.1679,1.66E+11,0.0295,0.674,60.29,13.4121,-0.032,13.1053,2.7375,,,,,,,,
8/31/2009,60.44,19.0857,1.65E+11,10181307,3.2429,8.9398,60.59,59.96,60.642,39.2506,56.7166,1.67E+11,0.0321,0.674,60.44,13.5175,-0.0313,13.2082,2.759,0,,,,,,,
9/1/2009,59.94,19.2037,1.64E+11,11890756,3.2699,8.0386,60.75,59.62,60.656,18.0306,54.3698,1.65E+11,0.0331,0.674,59.94,13.6116,-0.0293,13.3002,2.7782,0.1637,,,,,,,
9/2/2009,59.76,19.0805,1.64E+11,8586936,3.2798,7.7142,60.02,59.47,60.595,13.9562,53.5447,1.65E+11,0.0328,0.674,59.76,13.6632,-0.0293,13.3506,2.7887,,,,,,,,
9/3/2009,59.69,19.0978,1.63E+11,8725743,3.2836,7.588,59.84,59.28,60.469,12.3308,53.2198,1.64E+11,0.0316,0.6738,59.69,13.8426,-0.026,13.5259,2.8254,,,,,,,,
9/4/2009,60.32,18.9453,1.65E+11,7425224,3.2493,8.7235,60.35,59.63,60.398,65.9175,55.7214,1.66E+11,0.0323,0.674,60.32,14.0197,-0.0213,13.699,2.8615,,,,,,,,
9/8/2009,60.57,18.6047,1.66E+11,8792721,3.2359,9.1741,60.77,59.99,60.327,75.0098,56.6725,1.67E+11,0.0304,0.6744,60.57,13.6789,-0.0291,13.366,2.792,-0.0148,,,,,,,
9/9/2009,60.92,18.5227,1.67E+11,9303038,3.2173,9.805,61.13,60.66,60.305,83.9829,57.9797,1.68E+11,0.0307,0.6744,60.92,13.5758,-0.0319,13.2652,2.7709,,,,,,,,
9/10/2009,60.66,18.5833,1.66E+11,8825308,3.2311,9.3364,61.05,60.42,60.308,59.9834,56.6659,1.67E+11,0.0287,0.6741,60.66,13.6632,-0.0304,13.3506,2.7887,,,,,,,,
9/11/2009,60.42,18.6396,1.65E+11,8480118,3.244,8.9038,60.89,60.23,60.301,42.9781,55.4657,1.67E+11,0.0287,0.6743,60.42,13.5556,-0.0299,13.2455,2.7668,,,,,,,,
9/14/2009,60.34,18.5586,1.65E+11,6656173,3.2483,8.7596,60.73,60.21,60.306,37.6423,55.0635,1.66E+11,0.0252,0.6741,60.34,13.7125,-0.0274,13.3988,2.7988,,,,,,,,
9/15/2009,60.15,18.6048,1.65E+11,8321248,3.2585,8.4171,60.53,59.81,60.277,26.0989,54.0998,1.66E+11,0.0245,0.674,60.15,13.5847,-0.0292,13.274,2.7727,,,,,,,,
9/16/2009,60.19,18.5952,1.65E+11,10831171,3.2564,8.4892,60.35,59.74,60.302,32.6236,54.2741,1.66E+11,0.023,0.6737,60.19,13.522,-0.0292,13.2126,2.7599,-0.3256,,,,,,,
9/17/2009,60.77,18.4596,1.66E+11,12261436,3.2253,9.5346,60.9,60.17,60.403,76.9283,56.7382,1.67E+11,0.0252,0.6736,60.77,13.6632,-0.028,13.3506,2.7887,-0.4144,,,,,,,
9/18/2009,60.78,18.4575,1.66E+11,14463515,3.2247,9.5526,61.25,60.71,60.512,77.3141,56.7798,1.67E+11,0.0251,0.6737,60.78,13.5735,-0.0277,13.263,2.7704,,,,,,,,
9/21/2009,60.67,18.0852,1.66E+11,7237832,3.2306,9.3544,60.89,60.42,60.547,60.5953,56.1661,1.67E+11,0.0216,0.6736,60.67,13.4726,-0.0251,13.1644,2.7499,,,,,,,,
9/22/2009,61.08,17.9938,1.67E+11,9997319,3.2089,10.0934,61.17,60.35,60.598,82.1618,57.9198,1.68E+11,0.0215,0.6737,61.08,13.4569,-0.0278,13.1491,2.7466,,,,,,,,
9/23/2009,60.77,18.0648,1.66E+11,11175357,3.2253,9.5346,61.28,60.7,60.583,50.6944,56.1623,1.67E+11,0.0215,0.6737,60.77,13.356,-0.0275,13.0505,2.7261,,,,,,,,
9/24/2009,60.72,18.0762,1.66E+11,9290981,3.2279,9.4445,61,60.59,60.589,46.3954,55.8794,1.67E+11,0.0222,0.6737,60.72,13.4211,-0.0283,13.114,2.7393,0.0103,,,,,,,
9/25/2009,60.62,17.9378,1.64E+11,7883552,3.2333,9.2643,60.96,60.49,60.609,36.986,55.303,1.67E+11,0.0232,0.6736,60.62,13.2395,-0.0286,12.9366,2.7023,0,,,,,,,
9/28/2009,61.27,17.2195,1.66E+11,8721012,3.199,10.4358,61.54,60.45,60.702,78.8359,58.202,1.69E+11,0.022,0.6737,61.27,13.3381,-0.0281,13.033,2.7224,,,,,,,,
9/29/2009,60.93,17.2927,1.65E+11,7556802,3.2168,9.823,61.42,60.88,60.78,51.8285,56.2286,1.68E+11,0.0212,0.6737,60.93,13.2126,-0.0311,12.9103,2.6968,,,,,,,,
9/30/2009,60.89,16.8703,1.65E+11,11039296,3.2189,9.7509,61.09,60.33,60.85,48.8738,55.9975,1.68E+11,0.0213,0.6737,60.89,13.3448,-0.0276,13.0395,2.7238,,,,,,,,
10/1/2009,59.81,17.109,1.62E+11,12207766,3.277,7.8043,60.93,59.77,60.754,14.7707,50.2317,1.65E+11,0.0204,0.674,59.81,13.448,-0.028,13.1403,2.7448,,,,,,,,
10/2/2009,59.73,17.3218,1.62E+11,9125368,3.2814,7.6601,60.2,59.42,60.649,13.7079,49.8384,1.65E+11,0.0208,0.674,59.73,13.5197,-0.0255,13.2104,2.7595,,,,,,,,
10/5/2009,59.82,17.3059,1.62E+11,7114053,3.2765,7.8223,59.93,59.44,60.564,23.051,50.2913,1.65E+11,0.0198,0.6739,59.82,13.6206,-0.0336,13.309,2.7801,,,,,,,,
10/6/2009,60.29,17.1962,1.63E+11,11766094,3.251,8.6694,60.54,59.34,60.485,58.3641,52.603,1.66E+11,0.0203,0.6739,60.29,13.7282,-0.0364,13.4142,2.802,,,,,,,,
10/7/2009,60.71,17.1018,1.65E+11,7271441,3.2285,9.4265,60.77,59.96,60.479,74.2215,54.5567,1.67E+11,0.0214,0.6739,60.71,13.6475,-0.0391,13.3353,2.7855,,,,,,,,
10/8/2009,60.94,17.7777,1.65E+11,9220971,3.2163,9.841,61.275,60.88,60.501,80.3645,55.5936,1.68E+11,0.0214,0.6739,60.94,13.7103,-0.0365,13.3966,2.7984,0.3308,,,,,,,
10/9/2009,61.74,15.7747,1.67E+11,9248042,3.1746,11.283,61.74,60.81,60.613,91.247,58.9629,1.70E+11,0.0235,0.6741,61.74,13.7731,-0.0359,13.458,2.8112,-0.1227,,,,,,,
10/12/2009,62.53,11.6145,1.70E+11,12699820,3.1345,12.7069,62.74,61.87,60.739,95.1932,61.9149,1.72E+11,0.0265,0.6743,62.53,13.9435,-0.039,13.6245,2.846,,,,,,,,
10/13/2009,61.01,10.4833,1.65E+11,23508204,3.2126,9.9672,61.4,60.63,60.747,41.3677,54.1604,1.68E+11,0.0219,0.6745,61.01,13.939,-0.0403,13.6201,2.845,,,,,,,,
10/14/2009,60.55,10.5483,1.64E+11,18952360,3.237,9.1381,61.24,60.14,60.713,32.9183,52.1169,1.67E+11,0.0186,0.6737,60.55,13.9726,-0.0392,13.653,2.8519,,,,,,,,
10/15/2009,60.94,9.9611,1.65E+11,14076602,3.2163,9.841,60.94,60.29,60.826,46.7502,53.6507,1.68E+11,0.0194,0.6737,60.94,13.9973,-0.0373,13.6771,2.8569,,,,,,,,
10/16/2009,60.46,9.606,1.64E+11,13912678,3.2418,8.9759,60.71,60.25,60.899,33.8606,51.5483,1.67E+11,0.0197,0.6737,60.46,13.9704,-0.0368,13.6508,2.8514,0.3337,,,,,,,
10/19/2009,61.16,9.9166,1.66E+11,11443203,3.2047,10.2376,61.47,60.42,61.033,58.7433,54.2527,1.69E+11,0.0213,0.6741,61.16,14.0556,-0.0349,13.734,2.8688,,,,,,,,
10/20/2009,60.59,9.8589,1.64E+11,15725811,3.2349,9.2102,61.59,60.51,61.063,40.2483,51.8164,1.67E+11,0.0201,0.6742,60.59,14.1654,-0.0339,13.8414,2.8913,,,,,,,,
10/21/2009,60.31,9.8969,1.63E+11,12530380,3.2499,8.7055,61.08,60.28,61.023,32.6694,50.6604,1.66E+11,0.02,0.6742,60.31,14.1923,-0.034,13.8677,2.8967,0.2505,,,,,,,
10/22/2009,60.94,9.6072,1.65E+11,9930393,3.2163,9.841,61.24,60.04,61.023,58.8325,53.0961,1.68E+11,0.021,0.6743,60.94,14.1004,-0.0331,13.7778,2.878,0.2501,,,,,,,
10/23/2009,60.54,9.6597,1.64E+11,10743842,3.2375,9.1201,61.05,60.12,60.903,42.9411,51.4286,1.67E+11,0.0212,0.6744,60.54,14.0892,-0.0301,13.7669,2.8757,-0.2039,,,,,,,
10/26/2009,60.09,10.3647,1.63E+11,11809158,3.2618,8.309,60.93,59.96,60.659,29.4963,49.6151,1.66E+11,0.0228,0.6745,60.09,14.2394,-0.03,13.9137,2.9064,,,,,,,,
10/27/2009,60.02,10.3773,1.63E+11,10269713,3.2656,8.1828,60.4,59.94,60.56,27.4881,49.3352,1.65E+11,0.0212,0.6744,60.02,14.3224,-0.0278,13.9947,2.9233,0.6454,,,,,,,
10/28/2009,59.57,9.5341,1.61E+11,13837194,3.2902,7.3717,60.1,59.5,60.462,16.594,47.5509,1.64E+11,0.0216,0.6743,59.57,14.3852,-0.0254,14.0561,2.9361,,,,,,,,
10/29/2009,59.86,9.1885,1.62E+11,13954428,3.2743,7.8944,60.02,59.51,60.354,39.6968,48.7857,1.65E+11,0.0202,0.6738,59.86,14.43,-0.0273,14.0999,2.9453,0.5553,,,,,,,
10/30/2009,59.05,9.2923,1.60E+11,20967414,3.3192,6.4344,59.88,58.78,60.213,18.3739,45.6785,1.63E+11,0.0202,0.6738,59.05,14.4322,-0.0218,14.1021,2.9457,-0.1041,,,,,,,
11/2/2009,59.49,9.9642,1.61E+11,12297779,3.2947,7.2275,59.87,58.91,60.046,43.2235,47.5555,1.64E+11,0.0199,0.6743,59.49,14.4053,-0.0203,14.0758,2.9402,,,,,,,,
11/3/2009,58.93,10.039,1.60E+11,17176970,3.326,6.2181,60.04,58.8,59.88,27.3361,45.4861,1.62E+11,0.0181,0.6742,58.93,14.4345,-0.0203,14.1043,2.9462,-0.1802,,,,,,,
11/4/2009,59.52,9.958,1.61E+11,13928671,3.293,7.2816,60.06,58.97,59.801,54.0358,47.9545,1.64E+11,0.02,0.6742,59.52,14.5219,-0.0193,14.1897,2.964,-0.0236,,,,,,,
11/5/2009,59.98,9.5699,1.63E+11,9190291,3.2678,8.1107,60.2,59.68,59.705,67.8509,49.7882,1.65E+11,0.0195,0.6741,59.98,14.5399,-0.0203,14.2072,2.9677,0,,,,,,,
11/6/2009,60.3,9.3272,1.64E+11,8518646,3.2504,8.6875,60.34,59.57,59.681,75.5266,51.0299,1.66E+11,0.0212,0.6743,60.3,14.5645,-0.0219,14.2313,2.9727,,,,,,,,
11/9/2009,60.75,10.1902,1.65E+11,11773978,3.2263,9.4986,60.75,60.29,59.747,83.7236,52.7303,1.68E+11,0.0143,0.6749,60.75,14.5152,-0.0234,14.1831,2.9626,,,,,,,,
11/10/2009,61.23,10.129,1.66E+11,11776433,3.201,10.3637,61.39,60.6,59.868,89.4027,54.4747,1.69E+11,0.0114,0.6755,61.23,14.5286,-0.0233,14.1963,2.9654,0.0987,,,,,,,
11/11/2009,60.87,10.1763,1.65E+11,11179532,3.22,9.7149,61.07,60.65,59.998,64.2016,52.9584,1.68E+11,0.0097,0.6754,60.87,14.4547,-0.023,14.124,2.9503,0,,,,,,,
11/12/2009,61.15,9.95,1.66E+11,13683158,3.2052,10.2196,61.43,60.62,60.127,73.0609,53.9889,1.69E+11,0.0116,0.6752,61.15,14.4322,-0.0241,14.1021,2.9457,,,,,,,,
11/13/2009,61.43,8.3884,1.67E+11,9951134,3.1906,10.7242,61.58,61.04,60.365,80.3539,55.0084,1.69E+11,0.0119,0.6752,61.43,14.4233,-0.0235,14.0933,2.9439,,,,,,,,
11/16/2009,62.19,8.7654,1.69E+11,13768148,3.1516,12.0941,62.35,61.41,60.635,90.6546,57.6437,1.72E+11,0.0101,0.6754,62.19,14.4681,-0.0212,14.1371,2.953,,,,,,,,
11/17/2009,62.17,8.7667,1.69E+11,11426326,3.1526,12.058,62.44,61.79,60.959,88.8164,57.5519,1.72E+11,0.0086,0.6757,62.17,14.4771,-0.0214,14.1459,2.9549,,,,,,,,
11/18/2009,62.32,8.5236,1.69E+11,11523015,3.1451,12.3284,62.49,61.95,61.239,90.8937,58.0698,1.72E+11,0.0091,0.6757,62.32,14.5062,-0.0216,14.1744,2.9608,,,,,,,,
11/19/2009,62.43,8.023,1.69E+11,13298433,3.1395,12.5267,62.49,61.64,61.484,92.4386,58.4544,1.72E+11,0.0108,0.6754,62.43,14.56,-0.0195,14.2269,2.9718,,,,,,,,
11/20/2009,62.31,7.6519,1.69E+11,16300134,3.1456,13.1936,62.62,61.72,61.685,72.3524,57.8556,1.72E+11,0.0111,0.6754,62.31,14.56,-0.0173,14.2269,2.9718,,,,,,,,
11/23/2009,62.69,8.3373,1.70E+11,13868006,3.1265,13.8839,63.1,62.42,61.879,86.3948,59.2239,1.73E+11,0.0133,0.676,62.69,14.5533,-0.0175,14.2204,2.9704,,,,,,,,
11/24/2009,63.18,8.2871,1.72E+11,9681122,3.1022,14.774,63.4,62.65,62.074,93.137,60.9166,1.74E+11,0.0111,0.6772,63.18,14.1939,-0.0181,12.5608,2.8817,0,,,,,,,
11/25/2009,63.3,8.2745,1.72E+11,7186673,3.0964,14.992,63.44,62.93,62.317,94.194,61.3234,1.75E+11,0.011,0.6772,63.3,14.1939,-0.0181,12.5608,2.8817,,,18.3668,3068000000,1.3378,13.3285,22.1544,22.3265
11/27/2009,62.89,8.3174,1.71E+11,6081102,3.1166,14.2472,63.09,62.01,62.491,52.6433,59.1477,1.74E+11,0.0119,0.6772,62.89,14.2534,-0.0192,12.6134,2.8938,,,,,,,,
11/30/2009,62.84,8.7574,1.71E+11,10815323,3.119,14.1564,62.98,62.2375,62.632,48.7126,58.8841,1.73E+11,0.0152,0.6779,62.84,14.0882,-0.0281,12.4672,2.8602,,,,,,,,
12/1/2009,63.51,8.5855,1.72E+11,12302207,3.0861,15.3735,63.66,62.95,62.764,79.4917,61.2761,1.75E+11,0.0156,0.6781,63.51,14.2027,-0.0252,12.5686,2.8835,,,,,,,,
12/2/2009,63.88,8.3497,1.73E+11,10896074,3.0683,16.0457,64.24,63.44,62.935,86.3015,62.5216,1.76E+11,0.0167,0.6781,63.88,14.1014,-0.0281,12.4789,2.8629,,,,,,,,
12/3/2009,64.16,8.3219,1.74E+11,12520212,3.0549,16.5543,64.73,63.87,63.119,90.0514,63.4422,1.77E+11,0.0184,0.6779,64.16,14.1499,-0.0291,12.5218,2.8727,,,,,,,,
12/4/2009,64.36,8.1703,1.75E+11,14992556,3.0454,16.9177,65.28,64.16,63.312,92.3076,64.0939,1.78E+11,0.0171,0.678,64.36,14.1521,-0.0312,12.5237,2.8732,,,,,,,,
12/7/2009,64.37,9.402,1.75E+11,9106596,3.0449,16.9358,64.76,64.19,63.518,92.4362,64.127,1.78E+11,0.0211,0.6784,64.37,14.227,-0.0274,12.59,2.8884,0.4833,,,,,,,
12/8/2009,64.25,9.4179,1.75E+11,11074177,3.0506,16.7178,64.64,63.93,63.674,71.0482,63.4019,1.77E+11,0.0223,0.6784,64.25,14.3173,-0.0269,12.67,2.9067,0.4472,,,,,,,
12/9/2009,64.38,9.404,1.75E+11,8911571,3.0444,16.954,64.4,64.03,63.794,78.9594,63.8599,1.78E+11,0.0222,0.6784,64.38,14.346,-0.0265,12.6953,2.9126,,,,,,,,
12/10/2009,64.77,9.3628,1.76E+11,8841901,3.0261,17.6625,65,64.39,63.941,90.5632,65.2108,1.79E+11,0.0228,0.6784,64.77,14.227,-0.0281,12.59,2.8884,,,,,,,,
12/11/2009,64.85,9.2232,1.76E+11,7194552,3.0224,17.8078,65.16,64.72,64.137,91.9322,65.4845,1.79E+11,0.0208,0.6791,64.85,14.4011,-0.0224,12.7441,2.9237,0.6237,,,,,,,
12/14/2009,64.96,11.0169,1.76E+11,8172487,3.0172,18.0076,65.41,64.85,64.349,93.7903,65.8666,1.79E+11,0.0197,0.6791,64.96,14.357,-0.0218,12.7051,2.9148,0.2127,,,,,,,
12/15/2009,64.74,11.0446,1.76E+11,10724933,3.0275,17.608,64.8,64.45,64.472,55.4673,64.3918,1.79E+11,0.0182,0.6794,64.74,14.097,-0.0231,12.475,2.862,,,,,,,,
12/16/2009,64.8,10.5369,1.76E+11,13333217,3.0247,17.717,65.08,64.75,64.564,61.8451,64.6154,1.79E+11,0.0182,0.6794,64.8,13.9273,-0.0232,12.3248,2.8275,,,,,,,,
12/17/2009,64.47,10.5742,1.75E+11,10088836,3.0402,17.1175,64.78,64.21,64.595,28.3493,62.3871,1.78E+11,0.0184,0.6794,64.47,13.9317,-0.0149,12.3287,2.8284,,,,,,,,
12/18/2009,64.37,10.5858,1.75E+11,22177756,3.0449,16.9358,64.75,63.91,64.596,22.7489,61.7199,1.78E+11,0.0177,0.6793,64.37,13.8369,-0.0164,12.2449,2.8092,,,,,,,,
12/21/2009,64.33,12.103,1.75E+11,11125414,3.0468,16.8632,65,64.23,64.592,20.3382,61.448,1.77E+11,0.0177,0.6791,64.33,13.9802,-0.014,12.3716,2.8383,,,,,,,,
12/22/2009,64.53,12.078,1.75E+11,7124544,3.0373,17.2265,64.805,64.31,64.62,55.6146,62.307,1.78E+11,0.0192,0.6793,64.53,14.0595,-0.0113,12.4418,2.8544,,,,,,,,
12/23/2009,64.57,12.073,1.75E+11,6360398,3.0355,17.2991,64.84,64.54,64.639,60.8196,62.48,1.78E+11,0.0191,0.6793,64.57,13.8524,-0.0123,12.2585,2.8123,0,,,,,,,
12/24/2009,64.7,12.0568,1.76E+11,2433838,3.0294,17.5353,64.84,64.52,64.632,75.0711,63.05,1.79E+11,0.0189,0.6793,64.7,13.903,-0.0104,12.3034,2.8226,,,,,,,,
12/28/2009,64.94,13.0377,1.76E+11,5693470,3.0182,17.9713,64.99,64.77,64.641,87.5808,64.0919,1.79E+11,0.0198,0.6794,64.94,14.1014,-0.0106,12.4789,2.8629,,,,,,,,
12/29/2009,64.94,13.0399,1.76E+11,6661880,3.0182,17.9713,65.4,64.92,64.639,87.5808,64.0919,1.79E+11,0.0212,0.6793,64.94,14.022,-0.0114,12.4087,2.8468,,,,,,,,
12/30/2009,64.91,12.8249,1.76E+11,5602010,3.0196,17.9168,65.03,64.53,64.656,76.7488,63.8511,1.79E+11,0.0211,0.6793,64.91,13.8039,-0.0114,12.2156,2.8025,,,,,,,,
12/31/2009,64.41,12.8906,1.73E+11,6962623,3.043,17.0085,65.12,64.33,64.617,18.7559,59.9658,1.78E+11,0.0205,0.6794,64.41,13.8039,-0.012,12.2156,2.8025,,,,,,,,
1/4/2010,64.68,13.021,1.74E+11,9506168,3.0303,17.499,64.99,64.41,64.638,49.602,61.2819,1.78E+11,0.0184,0.6798,64.68,13.7444,-0.0084,12.163,2.7904,,,,,,,,
1/5/2010,63.93,13.0461,1.72E+11,10673445,3.0659,16.1365,64.62,63.82,64.594,19.2109,55.9926,1.76E+11,0.013,0.6795,63.93,13.8303,-0.0069,12.239,2.8079,,,,,,,,
1/6/2010,64.45,12.9758,1.73E+11,13171478,3.0411,17.0812,64.54,63.83,64.606,50.6543,58.5581,1.78E+11,0.0145,0.6795,64.45,13.8237,-0.0067,12.2332,2.8065,,,,,,,,
1/7/2010,63.99,13.0379,1.72E+11,10901593,3.063,16.2455,64.35,63.74,64.552,33.4034,55.5923,1.77E+11,0.0127,0.6794,63.99,13.8634,-0.0073,12.2683,2.8146,,,,,,,,
1/8/2010,64.21,13.0079,1.72E+11,7898475,3.0525,16.6452,64.26,63.63,64.516,46.4794,56.6779,1.77E+11,0.0109,0.68,64.21,13.8215,-0.0116,12.2312,2.8061,,,,,,,,
1/11/2010,64.22,13.7772,1.72E+11,7976347,3.052,16.6633,64.75,64.01,64.468,47.1864,56.7276,1.77E+11,0.0089,0.68,64.22,14.0176,-0.0152,12.4048,2.8459,0.0254,,,,,,,
1/12/2010,64.56,13.7327,1.73E+11,10820620,3.0359,17.281,64.72,64.015,64.43,68.4455,58.4072,1.78E+11,0.0118,0.6799,64.56,14.0992,-0.014,12.4769,2.8624,,,,,,,,
1/13/2010,64.97,13.6764,1.74E+11,13023748,3.0168,18.0258,65.23,64.54,64.433,81.7405,60.3282,1.79E+11,0.0122,0.68,64.97,14.2204,-0.0126,12.5842,2.8871,,,,,,,,
1/14/2010,65.1,13.6585,1.75E+11,7898921,3.0108,18.262,65.265,64.75,64.452,84.7887,60.9202,1.80E+11,0.0123,0.68,65.1,14.0617,-0.0167,12.4438,2.8548,,,,,,,,
1/15/2010,64.56,13.7328,1.73E+11,20995376,3.0359,17.281,65.2,63.98,64.467,41.56,57.2491,1.78E+11,0.0098,0.6807,64.56,13.9912,-0.0155,12.3814,2.8405,,,,,,,,
1/19/2010,65.35,14.5626,1.75E+11,15181945,2.9992,18.7161,65.75,64.11,64.534,72.4186,60.8221,1.80E+11,0.013,0.6811,65.35,13.9515,-0.0154,12.3463,2.8325,,,,,,,,
1/20/2010,65.15,14.591,1.75E+11,13033001,3.0084,18.3528,65.95,64.47,64.656,60.3226,59.5193,1.80E+11,0.0134,0.6811,65.15,13.9824,-0.0162,12.3736,2.8387,,,,,,,,
1/21/2010,63.97,14.7612,1.72E+11,14476348,3.0639,16.2092,65.47,63.8,64.608,24.3413,52.6379,1.77E+11,0.0118,0.6815,63.97,13.9449,-0.0166,12.3404,2.8311,,,,,,,,
1/22/2010,63.2,14.8754,1.69E+11,14017278,3.1013,14.8104,64.19,63.09,64.529,15.3685,48.8271,1.74E+11,0.0117,0.6815,63.2,13.8832,-0.0168,12.2858,2.8186,,,,,,,,
1/25/2010,63.22,15.9497,1.70E+11,10002646,3.1003,14.8467,63.7,63.05,64.43,16.5668,48.9265,1.74E+11,0.0216,0.6833,63.22,13.9692,-0.0145,12.3619,2.836,,,,,,,,
1/26/2010,62.79,18.0175,1.68E+11,15630239,3.1215,14.0656,63.01,62.22,64.287,11.3735,46.9012,1.73E+11,0.0206,0.6833,62.79,13.9802,-0.0146,12.3716,2.8383,,,,,,,,
1/27/2010,63.44,17.9006,1.70E+11,14982388,3.0895,15.2464,63.72,62.7,64.175,48.1956,50.1293,1.75E+11,0.0221,0.6834,63.44,13.9714,-0.0149,12.3638,2.8365,,,,,,,,
1/28/2010,63.8,17.4584,1.71E+11,17102108,3.0721,15.9003,64.07,63.04,64.058,61.4884,51.8079,1.76E+11,0.0244,0.683,63.8,14.0088,-0.0174,12.397,2.8441,-0.0459,,,,,,,
1/29/2010,62.86,17.9031,1.69E+11,17846736,3.118,14.1927,64.27,62.82,63.834,30.6675,47.4902,1.73E+11,0.0235,0.6834,62.86,14.1124,-0.019,12.4886,2.8651,-0.0219,,,,,,,
2/1/2010,63.09,18.8292,1.69E+11,10153377,3.1067,14.6105,63.26,62.77,63.687,41.4406,48.575,1.74E+11,0.0241,0.6829,63.09,14.1477,-0.0157,12.5198,2.8723,,,,,,,,
2/2/2010,63.99,18.6792,1.72E+11,13609713,3.063,16.2455,64.195,62.63,63.551,69.3732,52.5437,1.77E+11,0.0241,0.6834,63.99,14.1631,-0.0156,12.5335,2.8754,0.0819,,,,,,,
2/3/2010,63.63,18.7444,1.71E+11,9256261,3.0803,15.5915,63.87,63.29,63.399,53.9366,50.9177,1.76E+11,0.0235,0.6834,63.63,14.1675,-0.0162,12.5374,2.8763,0.027,,,,,,,
2/4/2010,62.64,18.9264,1.68E+11,18396936,3.129,13.7931,63.62,62.62,63.266,28.1232,46.7978,1.73E+11,0.0236,0.6834,62.64,14.1521,-0.0173,12.5237,2.8732,0,,,,,,,
2/5/2010,62.64,18.9264,1.68E+11,16775131,3.129,13.7931,63.6,61.89,63.21,28.1232,46.7978,1.73E+11,0.0219,0.684,62.64,14.1432,-0.0191,12.5159,2.8714,0.2039,,,,,,,
2/8/2010,62.37,19.9091,1.67E+11,10081749,3.1425,13.3026,62.98,62.26,63.125,21.7389,45.7181,1.72E+11,0.0243,0.6842,62.37,14.2292,-0.0256,12.592,2.8888,0.4604,,,,,,,
2/9/2010,62.76,19.8308,1.68E+11,11356334,3.123,14.0111,63.47,62.47,63.122,47.5412,47.527,1.73E+11,0.0253,0.6842,62.76,14.2204,-0.0269,12.5842,2.8871,0.1183,,,,,,,
